Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Goatse Glebe,GLEBE,606K,5.10Mil,,102918.37764733916,5oDWr3xbRxJZ74VhDF5H4UnnSEstPJT7tJm4c5EFpump,6,GLEBE,Goatse Glebe,0.0006882720145473,105081.59120563956,165,-8.333333333333332,302,6.338028169014084,497,77.5,673,-14.810126582278482,,,1247,-35.15340613624545,,,2964,,688K,1020,2,,,,,
infinite backrooms,IB,630K,2.36Mil,462.124529676163,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0006489560823843,222772.7634458821,26,18.181818181818183,42,-14.285714285714285,88,-6.382978723404255,158,-51.23456790123457,,,419,-39.88522238163558,,,976,592.1985815602837,648K,3974,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
iShares Fartcoin Trust,iFART,636K,3.76Mil,940.9915853290054,133337.01273686122,5eNQJ87WnfMMfgNrc8qSJNTGmMyFqmQdnDYY9phApump,6,iFART,iShares Fartcoin Trust,0.0004863548829928,129059.8961662643,37,-42.1875,95,69.64285714285714,137,14.166666666666666,221,23.463687150837988,,,333,-65.70545829042224,,,1485,2930.6122448979595,486K,587,4,,,,,
Straight Tuah Prison,TUAH,639K,16.93Mil,46.64577113302967,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0007301153807389,186001.7995104428,33,106.25,47,-24.193548387096776,99,52.30769230769232,148,-3.2679738562091507,,,272,-17.575757575757574,,,1030,-23.985239852398525,730K,16378,10,,,,,
Shred,SHRED,645K,1.65Mil,-33.60812293943328,124215.41684341818,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0006552508718358,127303.84034994022,29,107.14285714285714,35,-16.666666666666664,61,-21.7948717948718,119,-54.752851711026615,,,347,42.21311475409836,,,648,-2.9940119760479043,655K,1169,1,,,,,
KAFKA ai,KAFKA,655K,5.63Mil,,114070.65709171996,H758qwhw8YHLbDYmJsdN6Jta2ioguZ53PY6Qcisupump,6,KAFKA,KAFKA ai,0.0005097437120932,101647.7636766514,141,48.42105263157895,201,-22.093023255813957,407,-15.909090909090908,751,-1.5727391874180865,,,1173,116.82070240295748,,,3019,,510K,766,2,,,,,
ponzi dot market,ponzi,684K,2.42Mil,20.70367227729438,166391.89605241278,tqrRt3AsuGa3aYYSvABMDrPJEWVzpAnh3p6LxXGpump,6,ponzi,ponzi dot market,0.0007147618742707,156060.2994438892,40,21.21212121212121,62,10.714285714285714,96,4.3478260869565215,157,-29.910714285714285,,,330,-9.090909090909092,,,1969,855.8252427184467,715K,2607,4,,,,,
Sigma Sigma Boy,SIGMABOY,686K,7.27Mil,240.79838234617367,143454.8104210857,uSy45a8ZvRCdnWriPaAuiRHygrRPChSvHM53Myapump,6,SIGMABOY,Sigma Sigma Boy,0.0006640485761487,139914.7310419358,128,18.51851851851852,198,-7.042253521126761,340,-2.0172910662824206,607,-43.11152764761012,,,1424,-36.371760500446825,,,3308,963.6655948553054,664K,3351,1,,,,,
SEAL,SEAL,709K,1.05Mil,,107051.0667086586,Ho6wN4ff7RdTdXE1UsCZjrjuFVMHyRFTv1oBdbSECnJS,6,SEAL,SEAL,0.0006544189987809,98964.16078442744,43,-48.19277108433735,113,-17.51824817518248,208,352.17391304347825,235,343.3962264150944,,,270,221.42857142857144,,,888,,654K,329,5,,,,,
venti,venti,728K,5.71Mil,52.56487582586779,191289.9570462636,FRpTyMBDavKsdYN1FQZcEeZ2iwGvHaZKFSkvr5izpump,6,venti,venti,0.0007235316576414,153215.97118285118,41,-35.9375,105,-17.96875,204,-9.734513274336283,374,98.93617021276596,,,504,-45.7481162540366,,,2261,-66.67158018867924,724K,3941,9,,,,,
Person Of The Year ⚡,TRUMP,741K,6.71Mil,,107113.7661192192,53y7vfLWuU4qyNCZJFUzh3JrSZAeKr8aPoUmLh7wXaX6,6,TRUMP,Person Of The Year ⚡,0.0021325566584974,119528.29520936268,263,1.5444015444015444,272,43.15789473684211,282,,282,,,,282,,,,282,,2.13Mil,287,1,,,,,
gemxbt,GEMXBT,746K,1.94Mil,-42.325668782878296,122662.12530883052,68YY6KjfnmPuQubYkFTsmXGaF2FuwcxumWLFxb6cpump,6,GEMXBT,gemxbt,0.0008300363551029,116579.61343370586,56,107.40740740740742,80,100.0,111,30.58823529411765,177,-3.278688524590164,,,301,-2.903225806451613,,,905,-33.6996336996337,830K,851,4,,,,,
LLM,LLM,755K,1.45Mil,-82.27081956626259,180641.380682565,DyT6mdhiAYbHPML2AVXviGVxMQbc6Z3VmPZ2MQG6pump,6,LLM,LLM,0.0007713873693727,164118.05589289576,22,-43.58974358974359,51,2.0,86,3.614457831325301,141,-12.962962962962962,,,250,-24.924924924924923,,,680,-18.4652278177458,771K,1831,5,,,,,
Pato,PATO,767K,24.58Mil,314.1360147646654,448705.3977166789,Lb3KuoAStXZdiS7JmhEQKZrU336NUdoWHMDx6A59TkP,6,PATO,Pato,0.0303466720777532,0.0,5,-16.666666666666664,8,-57.89473684210527,22,-99.78484107579462,8456,-42.185149733351565,,,19650,-4.569957748530912,,,42088,169.01885586449345,30.35Mil,30110,1,,,,,
Oraichain Token (Wormhole),ORAI,779K,3.40Mil,-31.068445393207096,570047.6269608097,2hZWncnmsSMdbkdwzSHJfrnDVkL66g63gncdRWqjTbBB,8,ORAI,Oraichain Token (Wormhole),12.187575792917947,644781.8320700438,51,41.66666666666667,67,45.65217391304348,91,-18.75,164,-28.07017543859649,,,320,11.888111888111888,,,608,51.6209476309227,783K,206,3,,,,,
HYVEMYND,HYVE,799K,25.68Mil,,142414.90677481337,ABAGcLC6hoapG3xFcBkwaXzmdFzdH7nup2JD1feapump,6,HYVE,HYVEMYND,0.0007531663919743,131402.29643095183,110,-14.0625,208,-18.43137254901961,394,-17.916666666666668,729,-33.847549909255896,,,1523,-47.75300171526587,,,8063,,753K,1925,4,,,,,
Tether USD (Wormhole),USDT,818K,1.98Mil,-61.93290484881378,823443.4036715768,Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1,6,USDT,Tether USD (Wormhole),1.000065950199334,823447.0630601344,7,75.0,8,60.0,10,42.85714285714285,15,0.0,,,25,4.166666666666666,,,79,-28.18181818181818,818K,2183,3,tether,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/en/,https://discord.com/invite/xsT8qrHAvV
Man,MAN,824K,6.49Mil,,128480.11363250072,WhZEoFj5uejcq392GeYEC7Fmwr5q49wyq9jD5U3pump,6,MAN,Man,0.000892439261523,126897.30374690838,977,-6.774809160305344,1702,46.597760551248925,2401,49.50186799501868,3310,0.3638568829593693,,,5622,500.0,,,5944,,892K,3018,2,,,,,
glamorous,glam,828K,1.90Mil,-42.5527925307946,153058.82322285578,73rzMJ8uEqjAf5vE1YPGrXbg7Cb2Yv85EoxpJh2mpump,6,glam,glamorous,0.0008252939618092,169009.2188280566,47,-24.193548387096776,89,-9.183673469387756,140,53.84615384615385,205,1.9900497512437807,,,342,-2.005730659025788,,,876,-39.54451345755693,825K,2613,2,glamorous,https://t.me/glamcto,https://twitter.com/GlamCatSol,https://www.glamcat.lol/,
Solycat,SOLYCAT,856K,1.05Mil,-48.58326205131471,173657.6300651332,5v62ivFK6pAERaZC8ysBD66dCJS83MbqyVAmXYddbM78,5,SOLYCAT,Solycat,0.0008761592228478,173671.27202182933,198,4.761904761904762,386,-1.278772378516624,772,55.64516129032258,1248,1609.5890410958905,,,1304,608.6956521739131,,,1765,-48.13399941228328,876K,1157,1,,,,,
tardigrade,tardi,874K,1.01Mil,-60.2786307118121,179131.09909160202,DTTLrCGbqn6fmNuKjGYqWFeQU5Hz153f5C3pNnxepump,6,tardi,tardigrade,0.0008955235631759,163876.67758806446,27,58.82352941176471,40,-39.39393939393939,101,12.22222222222222,160,-22.330097087378643,,,302,15.708812260536398,,,618,34.05639913232104,896K,2564,2,tardigrade,https://t.me/tardionchain,https://twitter.com/tardionchain,https://tardionchain.xyz/,
Wrapped BNB (Wormhole),WBNB,888K,2.43Mil,-14.983925582802897,716014.9311177426,9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa,8,WBNB,Wrapped BNB (Wormhole),715.7012217651356,748117.2297929871,27,92.85714285714286,36,89.47368421052632,48,41.17647058823529,73,-18.88888888888889,,,140,40.0,,,298,19.67871485943775,880K,6583,13,binance-coin,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/,
DOGE DEPT,DEPT,909K,23.72Mil,,299478.9568899637,HkVs1CuNJhTxniwL7tmgn9s8B3o5F9NXRywNa4dZDsCk,6,DEPT,DOGE DEPT,0.0009615619487702,310765.3276463839,811,11.55433287482806,1495,-2.2236756049705693,2978,-4.612427930813581,6056,-2.2437449556093623,,,10120,0.9375623379214044,,,10298,,962K,11204,1,,,,,
Convo.wtf,convo,950K,7.25Mil,-64.48284725483502,191302.7173620608,KnrmAHo1wW2fGqVXcSZSpo6kmiKam5vNbDByrURpump,6,convo,Convo.wtf,0.0008936685910127,173072.3471076815,37,54.16666666666666,55,5.769230769230769,98,-37.17948717948718,233,-31.47058823529412,,,464,28.53185595567867,,,858,-10.157068062827223,894K,2527,4,convo,https://t.me/convo_community,https://twitter.com/convodotwtf,https://convo.wtf/,
