row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
13,Havoc AI,8e1mHyvw23YLLi4YjCis9FatFrf9iMNy4sCEEZXYErTD,176.4%,176.4%,176.4%,160,43.6K,20.8K,40.87,63,1min,31.04%,9.31%,-,,2024-11-17 23:17:02,16K,+212.8%
14,Jon Jones Duck,7ejjVs7Fcatb126GhshSdoGhjQNswcK8yzxtqMukpump,1330.8%,1330.8%,1330.8%,105,44.3K,95.1K,49.28,63,50s,56.06%,0.88% Sell Part,-,,2024-11-17 23:17:02,88.5K,+1330.8%
15,Vatican Christmas mascot,8XPFKGGSG5KTZkB3yD6xJFSXxpm5uTC9AHB5MEvPpump,1320.3%,1320.3%,1320.3%,119,49.6K,96.2K,26.45,61,58s,44.93%,0%,-,,2024-11-17 23:17:02,59.7K,+882.1%
16,New Head OF SEC,Bk8eijAKnCS5aHubRDWStkfhEHuHjtEJWHmWY9pTpump,504.5%,504.5%,504.5%,208,73.1K,42.2K,51.51,104,57s,29.15%,0%,-,,2024-11-17 23:17:02,48.4K,+693.2%
17,Soltard Syndrome,HAvu1Ug17nY1goe9BGuZTrujcXXTNCM4QoSyZYsupump,784.9%,784.9%,784.9%,108,16.3K,61.7K,59.17,58,3min,45.65%,0%,-,https://t.me/SoltardCoin,2024-11-17 23:17:02,54.2K,+778.1%
18,CATORU,Qy3xdXjKE9NqqbyBKnPTp6aoW1P8THLioSmfbSMpump,496.8%,496.8%,496.8%,108,10.6K,40.5K,44.28,175,58s,16.53%,0.4%,-,https://t.me/catoruonbase,2024-11-17 23:17:02,33.7K,+496.5%
19,█████ AI ███,BbEuN2MMhqnpTr7xMGvhc39C9ja6z4B3S9G48Aaqpump,384.5%,384.5%,384.5%,122,46.9K,32.2K,8.98,50,47s,44.4%,0.14% Sell Part,-,,2024-11-17 23:17:02,17.2K,+258.9%
20,HIGH APE CTO,81Gnv7P9KYZRtvkF7hehfH2rHxosKSs2m4B8Xzx8pump,484%,484%,484%,133,11.1K,39.6K,43.43,136,2min,38.48%,3.46%,-,https://t.me/HAPECTO,2024-11-17 23:17:02,32.8K,+484%
21,Mike Tython,5or9AEQTLA5BLicNa9M8NpaDopRy23yWTymQFpJG6veS,429.6%,429.6%,429.6%,118,31.7K,39.4K,55.86,75,1min,38.52%,7.52%,-,,2024-11-17 23:17:02,33K,+443.6%
22,NON FREN,Bt7c2pUhqhz5GHSikd7ZCXVxR6hbnqCaSPhPyg5mpump,310.9%,310.9%,310.9%,130,36.2K,56.6K,44.69,48,3min,49.89%,40.34% Sell Part,-,,2024-11-17 23:17:02,34.6K,+250.9%
23,Joe Rogan’s Dog Johnny Cash,8hT5hgzNUG3wC4eFweqiWNquRB1MsbkCBH9NFG4Npump,467.4%,467.4%,467.4%,121,39K,41.1K,50.3,60,2min,31.47%,0%,-,,2024-11-17 23:17:02,33.3K,+460%
24,Disinformation News Network,9YNseFjEBzNGYxnz8egwJShZmoDdPAxF6Kh8mtxpump,1265%,1265%,1265%,113,47K,93.1K,23.58,69,40s,47.79%,3.46%,-,,2024-11-17 23:17:02,66.3K,+971.4%
25,Nick e,5VnbMRjeJcDLa2m73w5iVtWqj1qeWK39PWCvtrXEpump,311.9%,311.9%,311.9%,127,22.9K,28K,26.84,56,2min,29.25%,0%,-,,2024-11-17 23:17:02,21.2K,+312.3%
26,gmegirl,FpoZ1HLZajDiiKkNVnZf4pTEXRv2KSWkrydr6ePspump,248%,248%,248%,136,39.5K,25.3K,19.32,67,1min,32.75%,0%,-,,2024-11-17 23:17:02,26.9K,+369.7%
27,Irene's Cat,E8dX3KVbCiBstDnjEe7cjCfGjWwFKdfmLosTccvCpump,331.7%,331.7%,331.7%,107,42.7K,30K,27.04,56,57s,26.1%,5.11%,-,https://t.me/MACHIPORTAL,2024-11-17 23:17:02,19.5K,+281.1%
28,gshoe,BN3qDCHW1M3SqzAYv9qKtTTNZM284AVd5iYVghwRpump,206.9%,206.9%,206.9%,123,9.1K,23.6K,18.25,33,2min,27.38%,0%,-,,2024-11-17 23:17:02,15.9K,+206.9%
29,Mike Tython,5or9AEQTLA5BLicNa9M8NpaDopRy23yWTymQFpJG6veS,232.3%,574.8%,574.8%,205,33.9K,50.2K,54.18,105,7min,36.02%,7.52%,-,,2024-11-17 23:17:02,34.1K,+212.1%
30,CCA,EcEQma22ugrw4CQDiwGYr3sy41nb848CuxGunF6tpump,281.8%,613.4%,613.4%,125,34.5K,48.4K,45.96,48,7min,39.29%,3.46%,-,,2024-11-17 23:17:02,40.8K,+309.4%
31,ΩCAT,BRvje5ehEsDgBBdAgW6tZ1QAKMcUBk4yphjjKbBGpump,286.6%,373.8%,373.8%,204,13.7K,34.4K,37.77,21,6min,33.29%,0%,-,,2024-11-17 23:17:02,25K,+281.6%
32,Let’s FUCKING GO,13EJmaEMjQz7n89Wh2XzHTFXU2qEwQa5jTsBqorapump,378.6%,378.6%,378.6%,108,12.3K,34.9K,32.2,66,4min,27.5%,9.75%,-,,2024-11-17 23:17:02,27.6K,+378.6%
33,DR1P,D4QQ7v45HimcG2FnPzehyw7WpeQNDz85Kv9dAmhoLdbK,203.3%,203.3%,203.3%,132,30K,22K,15.37,34,3min,27.71%,3.94%,-,,2024-11-17 23:17:02,15K,+207.4%
34,hired,7A8YfR9d3VgTYEAt1Bw6MnQxfNr7RPyVCcP3csVRpump,241.5%,241.5%,241.5%,129,12.3K,25K,24.66,31,2min,27.64%,0%,-,,2024-11-17 23:17:02,14.7K,+200.2%
35,buck's,Btj9whEhHtkrPjFuPTFEpwVakKinj7VPRjPygxzXVMz6,724.3%,724.3%,724.3%,144,72.3K,60.6K,10.63,78,39s,35.01%,0%,-,,2024-11-17 23:17:02,42K,+571.2%
36,Wen Jet Suit,8zAfg4af3EdP4WoQVCJUSHpsHvV3KtHXppSRnNk5pump,490.4%,490.4%,490.4%,112,10.5K,40.6K,43.38,155,1min,27.62%,0.32%,-,,2024-11-17 23:17:02,33.5K,+487.5%
37,WWG1VGA,12VD9s3eg5PTFY31K8hsoyKFmD2Q28wvwhmqEZYWjVNN,679.6%,679.6%,679.6%,124,16.3K,64.8K,54.26,98,3min,17.53%,0%,-,,2024-11-17 23:17:02,50.9K,+612.7%
38,ELON'S NEW SQUIRREL PET,9msJdKK278JBneASidk27RshkSQvYhcbUpkH8BfYpump,671.9%,671.9%,671.9%,148,54.4K,52.8K,14.06,83,40s,38.26%,3.46%,-,,2024-11-17 23:17:02,34.2K,+499.8%
39,Aethera,88MLoJ2Co775AuVWtrjRWB9pxenQ8EQifshsoTBQpump,295.1%,295.1%,295.1%,135,36.1K,27.4K,20.57,61,2min,31.27%,0%,-,,2024-11-17 23:17:02,17.4K,+250.7%
40,DOG KILLED BY UPS PACKAGE,DaDuLdTC7QjQAEL5bGaSGLwB47LSfihBB453C9EApump,90.41%,90.41%,90.41%,142,38.1K,13.1K,21.76,53,1min,23.48%,0%,-,,2024-11-17 23:17:02,14.9K,+215.9%
41,Cricket,4b8PQSWEJfxkZhovtRbttwpAW2noLnUi1YsN6nvvpump,214.6%,214.6%,214.6%,120,13.6K,21.9K,14.47,39,1min,23.07%,0%,-,https://t.me/CricketDogSol,2024-11-17 23:17:02,14.8K,+211.8%
42,DOG KILLED BY UPS PACKAGE,EKjGz8vZC7uuMz8q44btUj1ifdEmdQba13u2TefRpump,457.5%,457.5%,457.5%,117,38.1K,38.6K,38.62,61,53s,46.33%,0%,-,,2024-11-17 23:17:02,30.7K,+443.9%
43,Angry Birds,FZP4WagAf9RYneX2AXJZWyiHrDsHcDqEac2pSTVqpump,512.4%,512.4%,512.4%,145,10.9K,41.9K,44.49,195,1min,9.44%,0.04%,-,,2024-11-17 23:17:02,34.4K,+502.7%
44,the characteristic of success,HVvhGS9B1kuDMY5Mjmvzbcge3UbLD9T4dbzjWnxMpump,142.5%,142.5%,142.5%,131,32.6K,16.6K,10.82,40,1min,26.07%,0%,-,,2024-11-17 23:17:02,13.7K,+200.6%
45,ProgramNationwideUniversalTrans,B6qHp7E9pmAAHtZXgjgGx1z2u6tioCPu1KiJ5waipump,1178.4%,1178.4%,1178.4%,206,75.5K,93.2K,21.05,121,44s,36.33%,0%,-,,2024-11-17 23:17:02,77.3K,+1060.7%
46,littly,9DXxz54fXCd68v4Pen118ew9VqiNkGAtxt5mgs1npump,294.8%,294.8%,294.8%,148,21.7K,26.8K,7.74,75,2min,26.96%,2.79%,-,https://t.me/littlysolana,2024-11-17 23:17:02,18.4K,+271.5%
47,BOOBIE BIGASS KAREN,13ifdQ34kTjcCi2Vjw6fbrGTcEcPXSDuwfRLvepCpump,414%,414%,414%,106,12.5K,37.5K,36.41,78,1min,27.5%,9.75%,-,,2024-11-17 23:17:02,30.2K,+413.6%
48,Microstrategy Mascot Mr Cheerful,8hzvyesV7tGUsmEysS7DYndVX5xsu9ZCdcp4v7qRpump,316.8%,316.8%,316.8%,126,32.8K,27.6K,18.33,13,3min,30.39%,0.04%,-,,2024-11-17 23:17:02,23.9K,+359.9%
49,is this real?,3iM3eJXxM2f56FCeihGYu2bzWZSbWeGPqBqvUyr1kBKi,188%,188%,188%,140,27.8K,20K,21.37,66,1min,22.58%,0%,-,,2024-11-17 23:17:02,14.5K,+209.2%
50,The Ugliest Dog,3MMuSzwC1H4BkKNz32SXxa1MvZJ58qcpvD3whMWPpump,478.6%,478.6%,478.6%,120,23.1K,38.9K,25.38,93,1min,36.35%,1.41%,-,https://t.me/peggytheugliestdog,2024-11-17 23:17:02,36.6K,+544.7%
51,X0N1-V,GXxku6C1dusCcsoFE6QoDvJ6RJxqjnJUuMkPcsDVpump,218.2%,218.2%,218.2%,146,49.7K,22.2K,35.61,62,2min,25.36%,5.11%,-,,2024-11-17 23:17:02,17.8K,+255%
52,WhitoShi,BaJLRwygEfo3KvaXBiL1NJ2t4zKUidS7jCSb1jCpump,495.4%,495.4%,495.4%,122,10.7K,40.9K,44.08,136,1min,41.84%,2.71%,-,https://t.me/WhitoshiCoin,2024-11-17 23:17:02,33.6K,+489.3%
53,FIRST SHIBA TO DRIVE TESLA,GFQQJju2zieTPXx4T2Loyx8DLPvg4TuY879DVr3spump,659.8%,659.8%,659.8%,127,36K,52.5K,13.16,88,1min,44.66%,0%,-,,2024-11-17 23:17:02,35.8K,+519%
54,Sypher Terminal,BkLscsztETtmuSu8cnN61MJaB1LfD7o3VUbinjozpump,334.3%,334.3%,334.3%,104,33.2K,29.4K,27.23,47,3min,36.63%,1.76%,-,,2024-11-17 23:17:02,18.2K,+269%
55,Axel,7ihsmKpgKqQFK45VxmrNWwzNvv4Tkb5VBJHdGjzMpump,332.6%,332.6%,332.6%,157,26.9K,30.4K,28.61,113,1min,26.13%,1.07% Sell Part,-,https://t.me/AdventuresOfAxel_PORTAL,2024-11-17 23:17:02,22K,+313.2%
56,BIC,HEo9zCrCojAzBm5RHQSJSo29k7RXiHAgqRbGcmUspump,922.9%,922.9%,922.9%,146,38.7K,72.2K,60.69,87,2min,44.75%,6.39%,-,,2024-11-17 23:17:02,56.1K,+795.6%
57,binance bottle,5UJG4sV45M6PJgpzdSBg2r6P6isyotV2zyyA3ocTpump,380.2%,380.2%,380.2%,200,50K,34K,22.15,114,54s,27.51%,0%,-,,2024-11-17 23:17:02,29.1K,+411.9%
58,boppin',HA3QeNawrdr74aNUWtBVFiSFC2jpt1yXsisbPuFWpump,242.1%,242.1%,242.1%,116,28.1K,23.8K,34.37,49,48s,39.05%,0%,-,,2024-11-17 23:17:02,16.7K,+239.1%
59,Mr Fwog,FiBBWCdt3YkYrgjiLgduy25YmXskTXUy88ubtqFhpump,763.8%,763.8%,763.8%,101,15.6K,60.9K,59.66,60,4min,45.65%,0%,-,https://t.me/mrfwog,2024-11-17 23:17:02,53.5K,+758.9%
60,holy spinning cheese,7umwPcV17Mhu6ukUviQiZh5nBsW6dWhHm1DGRjxKpump,205.8%,205.8%,205.8%,112,16.3K,21K,12.78,41,2min,29.23%,0%,-,,2024-11-17 23:17:02,15.4K,+224%
61,Waddles The Penguin,AmTeMVNZMtqo9gFQkZAo4nN68ik5ZLGmXeidHGY3pump,1318.5%,1318.5%,1318.5%,138,65.1K,97.7K,78.34,80,52s,40.45%,3.46%,-,,2024-11-17 23:17:02,90.8K,+1318.5%
62,binance bottle,5MY99gZUqVbYxqtfpvSYNeAFhxMZsUBbzszbZ1Uzpump,722.7%,722.7%,722.7%,102,20.9K,56.4K,53.05,79,2min,3.46%,3.46%,-,,2024-11-17 23:17:02,48.7K,+709.7%
63,CUMROCKET,FCoxgEH9gZat86B9ko3xjMheGKeAAvqY5NXHymE4pump,339.6%,339.6%,339.6%,151,36.4K,30.1K,50.44,169,1min,9.59%,0.01%,-,https://t.me/cumrocket/1,2024-11-17 23:17:02,54.9K,+800.4%
64,Power To The Players,7uZd2GL2Koexr7B9bJkWVJjpH5RdFQQfPk4hvbWEpump,771.3%,771.3%,771.3%,121,52.4K,63.4K,27.23,63,1min,38.37%,0%,-,,2024-11-17 23:17:02,47.3K,+649.3%
65,Jco,FA9dXMCkWDgQeTa3bi3LFxKA2AZwUKi3UPmGQwX5pump,362.4%,362.4%,362.4%,229,80K,33.6K,28.5,96,1min,35.19%,0%,-,,2024-11-17 23:17:02,67.3K,+926.6%
66,DeSci Bot,nWE3upwnmNYR932b7gJdfGhh9cN11AnZSbTLG4upump,256.2%,1199.7%,1199.7%,124,36.1K,95K,85.01,74,19min,47.29%,9.75%,-,https://t.me/DeSciBotPortal,2024-11-17 23:17:02,68.3K,+256.2%
67,LazyCoin,7ZsQAH7cow3L9GG2jCArqVWef17qbmANJegCJkW5pump,507%,507%,507%,131,11K,41.5K,44.14,198,1min,44.64%,0%,-,https://t.me/LazyCoinLZY,2024-11-17 23:17:02,34.5K,+504.4%
68,BANANA,3jUncmogAEa9QcbcRRFCjhcvmYxG4X5Uacb65djgDGFq,533.7%,533.7%,533.7%,127,82.9K,47.6K,39.83,74,25s,32.53%,0%,-,,2024-11-17 23:17:02,51.9K,+692%
69,Neuralink Network Dog,AaX7Que729DHh1WVMzD1JK9qvQdtkqyCzteKgmR3pump,195.4%,195.4%,195.4%,384,86.1K,20.5K,26.85,43,3min,25.38%,0%,-,,2024-11-17 23:17:02,16.5K,+237%
70,DogeBanana,Cva5JuGyQUjAQaBuvX3Gr1zCD48sCPPaKVCKwDhwpump,551.2%,551.2%,551.2%,131,57.3K,45.2K,23.74,47,50s,39.74%,0%,-,,2024-11-17 23:17:02,16.2K,+233.5%
71,OFFICIAL X MASCOT,D1Ypx2Jbve95PUPxhy1y1qQNG4GsW7rojnPFQYkpump,256.3%,256.3%,256.3%,102,25.2K,24.3K,30.32,48,3min,26.81%,3.13%,-,https://t.me/officialxmascot,2024-11-17 23:17:02,17.5K,+256%
72,I AM ABOUT TO WALK INTO,2eZKhD3mewfLJ5hNFpmJRK49fsZit2FsfzQricd1pump,285%,421.3%,421.3%,106,31.3K,34.5K,34.71,43,7min,36.45%,0%,-,,2024-11-17 23:17:02,24.8K,+276.7%
73,Meth,62XKhVcMWs6w5R5JBeTikU2rXezhWESS2hAVG4WWpump,801.4%,801.4%,801.4%,111,15.7K,63.4K,60.05,57,4min,45.65%,0%,-,https://t.me/yourmethsol,2024-11-17 23:17:02,55.8K,+793.4%
74,KLIEN,8EyYABxYXLnQoqNYVQr8mB2Czm7yzuuu1vZvoxo6pump,222.1%,222.1%,222.1%,268,65.1K,21.9K,21.16,105,2min,32.16%,0%,-,,2024-11-17 23:17:02,14.6K,+214.1%
