row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
26,Bizniz is Bizniz,HJE5VCrac2Yq4yTYMR8m7zz2g3MG7EPxzacxyq4ipump,279.6%,279.6%,279.6%,114,23.6K,24.1K,26.46,80,1min,26.99%,0%,-,,2024-11-16 05:45:15,16.7K,+262.5%
27,空灵,9ifhfs9VqWCcPZD9TtSqzSMJrUC5Pcrn6piXw9nkpump,579.9%,579.9%,579.9%,112,30K,43.2K,44.46,54,2min,36.07%,3.46%,-,,2024-11-16 05:45:15,39.2K,+617%
28,空灵,6zervCYBj6kGYbqv2mBPRC5giCo2whakiNRjczftpump,402.2%,402.2%,402.2%,111,37.1K,51.4K,38.98,69,1min,24.05%,0%,-,,2024-11-16 05:45:15,38.7K,+377.9%
29,DOGE,6B3L6UmLiJQqp2if2Niv8W7FTQwYiwJg9q92nbHfpump,514.3%,514.3%,514.3%,101,32.9K,54.1K,53.03,43,3min,29.77%,0%,-,,2024-11-16 05:45:15,44.4K,+504.3%
30,StarshipHeron,8dKCnKoxrqSNwnenQkZHnLoiHKFTgUrD5cQKQvSVpump,319%,319%,319%,178,29.6K,27.5K,20.03,77,2min,27.02%,0%,-,,2024-11-16 05:45:15,19.7K,+300.1%
31,NONFREN,8A9f1in8HRXoYUNNKVmx4SWDvXRHQoS9t4zgkJofZp12,778.9%,778.9%,778.9%,131,43.3K,59.4K,28.65,81,41s,36.57%,0%,-,,2024-11-16 05:45:15,31.4K,+464.6%
32,LEPER,ZtNiHsmJiSbykDxKfgYC84ZmBaxsrDAgcN8nhudpump,502.8%,502.8%,502.8%,137,10K,38.3K,44.15,197,1min,9.68%,0.16%,-,https://t.me/lepercoin,2024-11-16 05:45:15,31.6K,+497.9%
33,CraftAI,D1r68NGCEs4nSAJC9JxTuDhPxVYdi9qd3wCWfboApump,288.9%,288.9%,288.9%,110,35.3K,24.8K,20.54,53,1min,32.97%,0%,-,,2024-11-16 05:45:15,14.9K,+233.2%
34,peanut patron saint of magnum,B5c8djQu38cwBHFu4yD7mDyZKwofV8oPnTCR7ctWpump,199.3%,1236.1%,1236.1%,292,48.7K,90.3K,82.97,140,12min,35.71%,9.75%,-,,2024-11-16 05:45:15,58.1K,+200.7%
35,BabyCate,DRc29wfQQZJo8Va9iMv1MQfKscRKHcYSPg783rixpump,474.7%,474.7%,474.7%,117,9.5K,36.5K,42.7,145,59s,29.48%,0.04%,-,https://t.me/babycatebsc,2024-11-16 05:45:15,29.9K,+470.2%
36,HACK,AYgp9hLZR8AXgrkmEa5b2USbPNxLYkXKzw4Ssddhpump,202.9%,307.2%,307.2%,121,18.8K,25.8K,30.7,63,12min,36.1%,3.46%,-,,2024-11-16 05:45:15,17.3K,+203.4%
37,Nigel Pickford,2odP24hKCxAbqfyzEGMCEZRoRi59CdhsttjMLng1pump,303.3%,629.7%,629.7%,327,18.8K,47.8K,34,82,5min,31.47%,0%,-,,2024-11-16 05:45:15,38.9K,+329.2%
38,bitheaven,8aQnEWeiiEnR8XSyN2rUpfzGDhajFbzrQEzxSB1Ywd7k,922.3%,922.3%,922.3%,233,99.3K,68.8K,55.41,138,44s,34%,0%,-,,2024-11-16 05:45:15,57K,+847.4%
39,PIRB,J7X3HWn8hgUWEse63mpV5dXyY4K22A9PtC7MDJHupump,476.3%,476.3%,476.3%,125,9.9K,36.5K,42.92,142,39s,35.14%,3.46%,-,https://t.me/PIRB_ERC20,2024-11-16 05:45:15,29.9K,+471.9%
40,bitwrld,C8qoQjeagxpSeHy2U9xJB7sexLJzh6ia4RGEgWwApump,473.9%,473.9%,473.9%,107,38.2K,56.2K,40.26,52,1min,25.23%,0%,-,,2024-11-16 05:45:15,42.9K,+437.4%
41,bitcoin heaven,52Ze8F48syRSvfY2Bv5Y7Hk89JvGqTJgYW4HVS5Fpump,486.4%,486.4%,486.4%,109,35K,51.5K,52.88,63,2min,34.75%,0%,-,,2024-11-16 05:45:15,39K,+444.4%
42,Any INU,3Siv1YDTYhpDgZsCZDTA5aGzbLW6zQdmKXxiwyi6pump,290.9%,290.9%,290.9%,217,14.9K,24.8K,44.74,191,1min,9.45%,0.1%,-,,2024-11-16 05:45:15,33.6K,+529.9%
43,Poti,7embKrDDm98mxMPJPSBGdARu5BZ64bn5FffZ13Utpump,274.7%,300.9%,300.9%,105,14.8K,25.4K,25.14,56,8min,26.16%,0%,-,,2024-11-16 05:45:15,18.1K,+266.7%
44,FOXX,EfGoFhDtcVzhYtyt5v4oxfGYfuvyS8N2ZDQXfNTRpump,475.9%,475.9%,475.9%,161,9.9K,36.5K,42.72,164,50s,34.19%,3.46%,-,https://t.me/foxxtoken,2024-11-16 05:45:15,29.7K,+468.2%
45,SCRAPPY,4FTpcnDqn14bGBAaW74X96wygK7QC427njN9vN3Fpump,322.9%,322.9%,322.9%,103,11.4K,27.2K,31.89,59,3min,31.21%,5.11%,-,,2024-11-16 05:45:15,19.6K,+304%
46,Jupycat,DYNo6EFZCRArwx7pH16tTitRoXwVhfAzsbZLTCLSpump,528%,528%,528%,130,10.5K,39.9K,45.55,195,1min,10.26%,0.18%,-,https://t.me/Jupicatonsolana,2024-11-16 05:45:15,32.6K,+513.5%
47,SOLANA GANG,3aCe1kxQ6XFY4UXH81jTCARdRmV5qAzaH5PVFMNqpump,307%,307%,307%,107,16.6K,26.2K,40.7,46,2min,30.28%,0%,-,,2024-11-16 05:45:15,19.9K,+308.3%
48,SOl PUSS,14QbvvZQiam6StQ8grbnzRG9NcsR8sbWRvKUJ9vPcump,548.1%,548.1%,548.1%,129,11K,39.8K,46.39,30,3min,58.82%,0%,-,https://t.me/solpussme,2024-11-16 05:45:15,33.5K,+545.2%
49,The Architect's Messenger,DofKMLT7X8GDqX1zk824tF9v3yamWpHNxFdpt3WBpump,583.3%,583.3%,583.3%,125,24.8K,43K,46.53,91,1min,37.19%,2.96%,-,,2024-11-16 05:45:15,32.6K,+517.7%
50,Cherry($ Cherry,3r4iSxqkhKgxCfNVbFJ1BvYb57Nv7qmexmdG869Fpump,494%,494%,494%,169,9.7K,37.5K,43.5,165,1min,29.39%,0.18%,-,https://t.me/cherrygame_io_bot,2024-11-16 05:45:15,31K,+490.3%
51,klzpro,8LHuHzqeVyn5J3pMNNrXe2PucjTXfinSUw17TfFfpump,534%,534%,534%,109,32.8K,41.3K,47.75,13,4min,43.26%,0%,-,,2024-11-16 05:45:15,33.2K,+509.7%
52,Human Intelligence Machine,4AUfF4DYp1xdQwAuLQLPMgwXUoDY2fa93WufxdGHpump,515.7%,515.7%,515.7%,120,41.2K,40.2K,65.54,72,1min,34.53%,6.71%,-,,2024-11-16 05:45:15,34.6K,+530.3%
53,ARICATO,hFtXHUJG4GtFbByJbSN31fYdeMeS1wQrBpcsL4Qpump,477.3%,477.3%,477.3%,163,9.5K,36.6K,43.13,150,55s,39.3%,3.46%,-,https://t.me/aricatosol,2024-11-16 05:45:15,30.1K,+474.8%
54,STAND FOR TRUTH,AxWpjQpJvNKdptxaYLPceUzGMp3qjAEmnaErXvfXpump,636.1%,636.1%,636.1%,113,26.6K,46.2K,50.45,54,2min,30.11%,2.45%,-,,2024-11-16 05:45:15,40.2K,+641.2%
55,Anime Girl Intelligence,8TLuByeGP27xK361dX62DX9HcfbkWJ6Yjc2nPEUqpump,222.3%,222.3%,222.3%,242,77.2K,36.3K,33.1,55,2min,36.02%,0%,-,,2024-11-16 05:45:15,24.2K,+215%
56,Closed AI,HEeDaFmZx5TYoRjtyYwFV3oPwbUAwssusvMrW6U4pump,498.2%,498.2%,498.2%,103,36.7K,55K,58.68,68,3min,32.9%,0%,-,,2024-11-16 05:45:15,44.3K,+481.1%
57,STAND FOR TRUTH,Ek6y6YgdQN94Yq3xhaUeTgy7132Qj8EfFd3R3M6tpump,562.8%,562.8%,562.8%,102,42.5K,67.8K,67.4,63,2min,22.28%,0%,-,,2024-11-16 05:45:15,56.8K,+555.3%
58,Catstanbul,7EvdK8K1uuPY5ZwL8aURPv4RfQLYmwucpC8KAhprpump,288.7%,352.4%,352.4%,110,27.2K,27.8K,45.32,60,5min,26.37%,0.04%,-,,2024-11-16 05:45:15,28.1K,+392.6%
59,First Virtual Fish On-Chain,7PoRrEzDaoSpvNMYqmPMZqj2QieBoFDcYxx7Q7a9pump,223%,223%,223%,285,76.6K,21K,23.14,85,2min,22.45%,0%,-,,2024-11-16 05:45:15,13.4K,+206%
60,orbital,GUcaDxCZy8dYj5FgqwqPabe3gfngXUXS7aFq61vcpump,441%,441%,441%,114,40.7K,55.3K,57.03,36,2min,22.71%,0%,-,,2024-11-16 05:45:15,43.9K,+428.8%
61,CICADA19,2h1EGcpvj9aptYSCArbbfVY4o6kkYKfNVu9LT5kbpump,135.3%,135.3%,135.3%,125,32.2K,15.4K,32.58,56,1min,28.98%,6.71%,-,,2024-11-16 05:45:15,17.8K,+271.1%
62,Iron Hands,BtpKQH7t6zYEXwf7CfcSNQgWjm4r8m865SHhN15Npump,513.7%,220%,220%,121,52.7K,44.4K,57.15,43,19min,44.48%,3.19% Sell Part,-,,2024-11-16 05:45:15,53.3K,+736.7%
63,Coned Dog,5S97EgL1NaShLngAs662JcS86aWMyRXdaATGR5WCpump,164.7%,164.7%,164.7%,112,23.5K,17.1K,30.28,70,2min,20.34%,0%,-,,2024-11-16 05:45:15,17.4K,+269.3%
