row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
26,Corey,BBAE8qHBQAoC51JXhQibh2nuwkPV888dzEVt2LgTpump,399.9%,399.9%,399.9%,117,32.6K,34.1K,27.37,53,1min,37.42%,0%,-,,2024-11-21 03:38:15,23.1K,+338.8%
27,First Gen Z Infection,JCGNMwVhmtknmHRqj2THZ6g97D4nHznXWUvWhyaiAocn,269.1%,269.1%,269.1%,107,24K,26K,15.87,71,1min,38.1%,0%,-,,2024-11-21 03:38:15,22.6K,+320.6%
28,Catrix,7ER5Ppsi7pkrPEQjKGU8PrEkjqsQbR42sx1VVs2fpump,268.7%,268.7%,268.7%,106,11.5K,25.5K,33.25,33,2min,32.79%,5.11%,-,,2024-11-21 03:38:15,23.3K,+336.6%
29,Every Guy,CtzAkdgTbPxTUic1PvH5HaeCX3zwiZebXTxkgJ5Wpump,495.8%,495.8%,495.8%,140,10.5K,40.7K,43.77,210,1min,21.26%,0.03%,-,,2024-11-21 03:38:15,33.5K,+490.6%
30,Evolution of Epoch001,6utUrkvrLkDtKs7sPmsaTT92RhetthXca532U33mVn2x,589%,589%,589%,109,12.8K,46.6K,45.66,46,2min,37.55%,0%,-,,2024-11-21 03:38:15,39.7K,+585.9%
31,First Chill Girl,BFramRKCZuq4872sDM5Ldt4VasmzLasePtKeHVtZiUA3,211.3%,211.3%,211.3%,141,22.6K,22.3K,17.84,59,3min,31.59%,0%,-,,2024-11-21 03:38:15,15.5K,+216.8%
32,First Gen Z Infection,JCGNMwVhmtknmHRqj2THZ6g97D4nHznXWUvWhyaiAocn,251.4%,1026.8%,1026.8%,415,72.3K,79.3K,70.89,160,6min,27.51%,0%,-,,2024-11-21 03:38:15,56.7K,+251.4%
33,TWONKS,66F1FfbyNSenHyUSZ5yofwH4r7DBaFe5QQvWZqLdpump,283.6%,283.6%,283.6%,216,8K,26.2K,29.63,20,4min,36.02%,0%,-,,2024-11-21 03:38:15,19.3K,+283.3%
34,Kai Cenats Goldfish,6xdBgMfkq6uqfw8ZxttRQCiVGongKBZzzfXSMTZzS3fT,408.4%,408.4%,408.4%,124,54.7K,34.8K,52.14,82,1min,40.44%,0%,-,,2024-11-21 03:38:15,48.9K,+714.6%
35,TACO,3h3V2zrxYXMZBUwyefujB3KRwZ2j6uY5DmqPAscypump,461.5%,461.5%,461.5%,128,10.1K,38.4K,41.96,175,2min,23.67%,0.89%,-,https://t.me/TacoOnSOL,2024-11-21 03:38:15,31.5K,+459.6%
36,Brainrot Super Cycle,HuVqqFHetELz7fy2DxwjCxZzVqrbDJjuXA5wfLNPGXD5,320.5%,532.9%,532.9%,234,30.6K,44.2K,34.38,46,14min,29.14%,0%,-,,2024-11-21 03:38:15,31.7K,+302.2%
37,Ku Klux Klan,Ef7qNaCErvQAxgM69D5P6iwBTPouToTCrfC6U5cPpump,583.8%,583.8%,583.8%,293,11.9K,46.8K,44.79,211,1min,11.96%,0.03%,-,https://t.me/kuklanx,2024-11-21 03:38:15,37.6K,+549.3%
38,GLAB,8Mp25NNp7mtjAEfCK5mG4ZvhNsnS7YrVW2vvoUksLDPy,752.8%,752.8%,752.8%,135,15.4K,60.8K,52.95,86,2min,51.13%,0%,-,,2024-11-21 03:38:15,50K,+701.3%
39,Shiba Murdered By Police,7hkTChaR3jBkTkCtmyuApdN6Zc4uryZeWaMGPj6Fpump,225.2%,225.2%,225.2%,105,50.9K,39.6K,52.7,54,3min,24.94%,0%,-,,2024-11-21 03:38:15,26.2K,+215.6%
40,🟢,rZhxpyvV5FFazwLaBNHRzPTpKqmE49ZrApMTVLLpump,237.4%,237.4%,237.4%,102,7.3K,23.2K,25.19,40,3min,24.17%,3.46%,-,"https://t.me/BullxBetaBot?start=access_WBVDOC2BRW, https://t.me/ahhhhhhhhhhhhahah",2024-11-21 03:38:15,16.3K,+237.4%
41,XQC'S DOG,2aYwhZawdoBsGFCULJxSsEzSSRfib6VWscLomZwypump,381%,381%,381%,131,50.2K,33.6K,18.51,59,1min,39.07%,0%,-,,2024-11-21 03:38:15,15K,+214.6%
42,Streamer Girl Live,HTjGZx8yXAcqU46KeexG12LTYwfnEHMTb2dKu5yoaUbA,864.9%,864.9%,864.9%,130,16.8K,66.8K,59.18,51,2min,44.73%,0%,-,,2024-11-21 03:38:15,54.2K,+782.9%
43,Sentient TikTok Dog,95Kv1ww61VemD2bN2W4EPvno6kzTf6PSF4hnowzsUgXf,375.5%,375.5%,375.5%,141,33.8K,31.9K,19.94,79,1min,28.56%,0.64% Sell Part,-,,2024-11-21 03:38:15,20.1K,+299.8%
44,NEW DOGE MEMBER,7yDq6p1vZvYWMTTYskha3oW6PGtkKMJabBrCoN6xpump,859.3%,859.3%,859.3%,114,42.1K,70K,25.47,85,1min,43.95%,0%,-,,2024-11-21 03:38:15,38.1K,+523%
45,NEW DOGE MEMBER,4B971CDdqUBnpBQYzUtuCDcxcLhTGYKz7C93pxEbhnAV,711.6%,711.6%,711.6%,111,15.3K,56.1K,52.59,52,2min,44.73%,0%,-,,2024-11-21 03:38:15,46.2K,+668.6%
46,blob,EygrmijYToVXCzbgYG2eQLwEFJwN98Q1sZH1rke1pump,474%,474%,474%,140,10.2K,39.2K,42.26,192,1min,11.64%,0.11%,-,https://t.me/belikeblob,2024-11-21 03:38:15,31.7K,+464.7%
47,Garfielf,Gx7ABY6j2bLdoUonTue1QnRwdg2e1fTUPjDK9w2j9fY6,680.4%,680.4%,680.4%,110,14.7K,55.4K,55.3,84,2min,51.13%,0%,-,,2024-11-21 03:38:15,48.3K,+680.4%
48,$100 and a dream,4BaHg3gyHWgELkxKwiJckBZ5xMJLztTvmToZH1XRpump,237%,237%,237%,282,64.6K,22.5K,22.19,68,3min,32.21%,0%,-,,2024-11-21 03:38:15,13.6K,+203.9%
49,Chill Pill,CYcrgbDYSXfTSxtRrgnsyQjbxQP9PPGhPN9suzAupump,692.7%,692.7%,692.7%,151,32.3K,57.5K,46.61,114,4min,33.66%,1.32% Sell Part,-,https://t.me/chillpillport,2024-11-21 03:38:15,45.2K,+623.1%
50,Let's Find Gold With Nut,3zvkaMUUvMxJEUxNcSUrNBEhAymuTtQ7gGZvjV8Wpump,490.6%,490.6%,490.6%,158,10.4K,40.3K,42.04,193,2min,13.85%,0.11%,-,https://t.me/lfgnutt,2024-11-21 03:38:15,33.1K,+486%
51,$100 and a dream,HsAeGSQgv33hdBy4zMRjEqiodSNxC5iy7TdFBFezpump,233%,233%,233%,105,58.8K,40.3K,65.96,48,3min,23.11%,0%,-,,2024-11-21 03:38:15,27.2K,+224.6%
52,GIGADOGE,8rt2cjEjXeaDEVKDNgGch4C6Dj7ArE8z9a8p3og7Y3Gj,665.4%,665.4%,665.4%,127,13.8K,54.2K,50.25,100,2min,51.13%,0%,-,,2024-11-21 03:38:15,45.8K,+646.2%
53,PLUH,7dyrxDj8X3s6HzUggij3jDbMLNvfi5qR6QDLuxEJpump,286%,286%,286%,118,24.8K,25.7K,16.35,63,2min,35.26%,1.93% Buy More,-,https://t.me/pluh_sol,2024-11-21 03:38:15,13.8K,+207.6%
54,PLUH,9u5MRbwUqa5gbZL1ZANJQQrmqTixDTfXHoKBsJo23WRS,715.5%,715.5%,715.5%,117,15.8K,56.2K,52.37,47,2min,44.73%,0%,-,https://t.me/pluh_sol,2024-11-21 03:38:15,44.8K,+648.9%
55,The Balancing Dog,Byc4PXAFCLxpsitLw28amyphVUFw4qBjAM7oTe17oReV,271.4%,271.4%,271.4%,130,22.5K,26K,15.56,48,4min,30.29%,4.34% Sell Part,-,,2024-11-21 03:38:15,19.1K,+273.7%
56,Booba,3Nv3K67sMtkFmQj4Lw7pNH67bFGm7WkiC7CaNMMupump,492.9%,492.9%,492.9%,123,10.6K,41.1K,43.17,170,1min,35.65%,0.04%,-,,2024-11-21 03:38:15,34.1K,+491.9%
57,just a chill retardio,4erXTTVo6Whki519BqGeRjqPFmrEwusqj3Nb3bZspump,210%,210%,210%,279,39.5K,21.5K,13.94,98,3min,18.63%,0%,-,https://t.me/+qWTS-BG48BI5ZGZh,2024-11-21 03:38:15,14.5K,+209.9%
58,Chill Daddy Chill,2WQi9HowvEqDE7TdX7Xfzi8mhiRGkNo2G9rkGSGFYdCi,274.1%,351.1%,351.1%,134,23.1K,30.7K,19.51,79,5min,25.56%,0%,-,,2024-11-21 03:38:15,19.7K,+239.8%
59,Just Like Me Fr,E5bR9oFb8LQvk95Cbz4Lz5tGWq1NMyuf3p7WLQPapump,199.3%,199.3%,199.3%,144,25.7K,20.9K,19.61,66,2min,28.89%,0%,-,,2024-11-21 03:38:15,15.7K,+223.7%
60,5-star Doggy,6NfKKZGJAtSVXKrAyHEuX6FHW41yNmcs6wMDDyCCpump,195.4%,195.4%,195.4%,109,51.5K,36.5K,44.58,59,2min,23.27%,0%,-,,2024-11-21 03:38:15,25.2K,+203.6%
61,group leader,FrQvTHJ6v2cww9g4aipQQgVv2dJJPKKdRq3gWsTZpump,691.8%,691.8%,691.8%,169,70.4K,55.6K,51.03,79,1min,47.2%,4.46%,-,https://t.me/groupleadersol,2024-11-21 03:38:15,41K,+584.1%
62,delulu,8jusegv8oxoJT4UW9dCxgs5UfrYxLVbv6RLZHp7mpump,531.6%,531.6%,531.6%,149,11K,43.9K,44.23,185,1min,44.93%,0.8%,-,,2024-11-21 03:38:15,35.3K,+508%
63,GORILLA KILLED BY A DOOR,7BrqQMS4PaYSJY3V8Ak6vxx82HvBK7PuY8PWSjuZpump,249.1%,381.7%,381.7%,125,24K,34.7K,22.71,30,5min,25.68%,0%,-,,2024-11-21 03:38:15,23.9K,+223.1%
64,just made 2k,6eUyMWDgqMT29BDbBEMRKF27M8auHkZd1HAreKDQpump,302.7%,302.7%,302.7%,113,12.5K,28.5K,36.3,52,3min,34.59%,5.11%,-,,2024-11-21 03:38:15,22.7K,+321.3%
65,capybara,6pX8qWUhnnu6atbnYt8LP4uj3sMaqLYkKWEURjH8pump,474%,474%,474%,113,10.4K,39.8K,42.59,181,2min,21.64%,3.46%,-,https://t.me/capycoinbsc,2024-11-21 03:38:15,32.8K,+473.3%
66,Cosmo Frog,DEmw3sMVCpypDMMq96Fua9WGhjRJixPTMdcyv22Spump,505.3%,505.3%,505.3%,144,10.8K,42K,44.32,201,1min,33.86%,0.08%,-,https://t.me/glofysol,2024-11-21 03:38:15,34.9K,+501.9%
67,retail is in,Fq33M1zfzw33iNBhiPzU7mHzsPPZq7b2M2W4ZXf2pump,325.4%,325.4%,325.4%,148,30.7K,30.8K,25.72,93,1min,25.6%,0%,-,,2024-11-21 03:38:15,23.5K,+325.3%
68,L $ETH,6HGwMNhZs6DX22JKFAeH7aNvTFZcp5P2S7yqks8Xpump,238.2%,238.2%,238.2%,122,22.6K,23.3K,42.79,55,3min,28.58%,2.79%,-,,2024-11-21 03:38:15,16.2K,+234.6%
69,bussy,H3sswBwZGeo3okBJqj41adv6pjRBiAKPzcU1VJdW34vH,589.4%,589.4%,589.4%,165,12.7K,48.3K,45.97,165,3min,10.07%,0.3%,-,https://t.me/EnterTheBussy,2024-11-21 03:38:15,40.1K,+572.6%
70,Masen,3gbZ9S2e6ycLvHGycJhamZSD5tC2WvvEPryQ5Wmkh5Xy,30.36%,30.36%,30.36%,142,73K,9.1K,51.62,60,2min,9.17%,0%,-,,2024-11-21 03:38:15,51K,+727.8%
71,Asian Baby Girls,syWK6Mi4GLzggaVWkwAsRH6fp97ijETFiNhBu7spump,814.5%,814.5%,814.5%,152,33K,62.3K,43.08,99,2min,35.92%,0%,-,,2024-11-21 03:38:15,34.2K,+502.1%
72,TikTok CatSock,GLM1dRBuhtmxKncC2sTqcvbXBxMeu4P56WsPJrYepump,356%,356%,356%,200,16.9K,32.4K,14.57,109,3min,26.99%,0%,-,,2024-11-21 03:38:15,15K,+211.6%
73,AI Nova Shell,BtEg3kxrCituSuQY9utRw43uWX8K31fvc9DwBHvGLMVo,931.7%,931.7%,931.7%,141,19.8K,72.4K,58.66,50,3min,44.73%,0%,-,https://t.me/NovaShellAI,2024-11-21 03:38:15,60.3K,+859.5%
74,Hawk Tuah,H9qh78Ykv6wsswPgx6WuKyFrcf8ciw2k1orjhEU6pump,107.3%,107.3%,107.3%,145,31.5K,15K,26.86,47,3min,25.64%,7.64%,-,,2024-11-21 03:38:15,24.2K,+335%
75,Justice for Loki,DnbzFD6ioumXW4Af2sXQTdDydh24UcR9hu34dh9Spump,599.4%,599.4%,599.4%,146,69.3K,48.5K,26.64,104,1min,36.17%,3.29%,-,,2024-11-21 03:38:15,33.2K,+479.3%
76,Tolys Favorite Dog Coin,GPwb53mjMNQ2CVSfVhzU9XNtMwqUi7mY3e9kRyHwpump,234.8%,234.8%,234.8%,128,61.2K,41.2K,39.7,19,4min,23.79%,0%,-,,2024-11-21 03:38:15,27K,+219.4%
77,My main goal is to blow up,DMMPss8sX5C71nMMzxvnKhy4NZFPbV1yiLKDeLm2pump,368.3%,368.3%,368.3%,109,17.4K,32.9K,31.01,90,2min,28.54%,0%,-,,2024-11-21 03:38:15,26.1K,+371.9%
78,ZeroTwo AI,CfYZSyP48b66z3oiEqLPCXsiyJtppoGwgxHP6JhYWitg,675.9%,675.9%,675.9%,126,34.5K,57.9K,25.97,89,4min,48.97%,5.73%,-,,2024-11-21 03:38:15,45.6K,+610.1%
79,First Chill Boy,2WseGQpsNECS3AeTm29MSLJK5tfrKHJDEsLY83Hapump,724.6%,724.6%,724.6%,177,63.1K,57.3K,57.76,102,1min,42.2%,0%,-,,2024-11-21 03:38:15,53.3K,+767.1%
80,netflix and chill,7hQwcuLudeJNtkjbqU9cQquFYD6cSJXD5tFJvizGpump,204.8%,204.8%,204.8%,119,10.1K,21K,12.57,32,2min,25.02%,0%,-,,2024-11-21 03:38:15,14.1K,+204.2%
81,First Chill Dog,B7rXdFCSGdS2JTME2v2MnhT4DnGznZ1z6q9TwCBbpump,235.3%,235.3%,235.3%,115,25.6K,24K,27.2,69,2min,40.57%,0%,-,,2024-11-21 03:38:15,17.2K,+239.9%
82,pepeAI,4aqnEa21XekWnkDWLgJYXU23yZnxFAkhXrcJbo3HYRNq,563.7%,563.7%,563.7%,124,11.8K,46.6K,48.09,212,3min,11.26%,1.41%,-,https://t.me/pepeaiagent,2024-11-21 03:38:15,37.7K,+536.7%
83,Wall Street Maverick,FvidATiW7AxBFMAW5tWWHPFVYPnKFAioBkSnaiPdpump,482.5%,482.5%,482.5%,135,10.4K,40.5K,43.3,195,2min,37.01%,0.18%,-,,2024-11-21 03:38:15,33K,+474.4%
84,Lofi Dog,815YAu5jyDTfeLxfgyd64i1YWCSeXjPvcYC9GVjDpump,288.1%,288.1%,288.1%,109,13.3K,27K,22.76,107,2min,31.18%,3.46%,-,,2024-11-21 03:38:15,17.8K,+255.6%
85,LofiCat,J99YdKkGKY2yZJY6mEdQG19ac2Fa4U9YGodcDtATpump,315%,315%,315%,169,55.9K,30.2K,54.65,130,2min,32.54%,0%,-,,2024-11-21 03:38:15,46.3K,+636.5%
86,Chill Bear,ypKVdyGm6i98mJbrjZK4MTZXKjRFiHnodBY4kPDpump,889.8%,889.8%,889.8%,110,50.3K,69.8K,63.98,148,3min,12.98%,0%,-,,2024-11-21 03:38:15,62K,+878.3%
87,LOFI CAT,AsCS2kUDsuBkkQnR5zmZbD34vukGiGaqhx4B3Q4Ppump,257.7%,257.7%,257.7%,121,28.9K,25.6K,23.74,74,2min,28.98%,0%,-,,2024-11-21 03:38:15,16K,+223.3%
88,Quant Guy,FoU5KQvkezDzZvXYQVJGEthj3zhbZpwCQYwqn5Apump,375.4%,375.4%,375.4%,120,15K,33.5K,46.12,76,4min,33.2%,5.11%,-,,2024-11-21 03:38:15,33.9K,+480.5%
89,Shinjiro Ono,7tfvJFvfCEisxJHUFSLW3F8KCwa1Hh51qawiXt3wE1Da,835.9%,835.9%,835.9%,112,16.7K,65.5K,55.67,47,3min,44.73%,0%,-,,2024-11-21 03:38:15,53.1K,+758.1%
90,First chill girl real name,HoVt9YfMd1bzNdvRirRW9ewgxiHF16PqQz8zSqUtpump,537.3%,537.3%,537.3%,144,37.6K,44.9K,27.3,142,4min,37.47%,0%,-,,2024-11-21 03:38:15,27.4K,+388.1%
91,first chill dog,AZ2dHaFpsEUjmeiu6ELNPhtLKhDxBb8YXkXcq9iwpump,383.5%,383.5%,383.5%,109,20.3K,33.7K,16.65,98,3min,35.01%,0%,-,,2024-11-21 03:38:15,26.7K,+383.5%
92,first chill lofi cat,62x94fkjNFp8jn3iiPgTFyeYQsnYNDKw3YhY88Dmpump,421.3%,1265.5%,1265.5%,191,46.7K,97.9K,52.69,61,9min,36.38%,0%,-,,2024-11-21 03:38:15,64.8K,+345%
93,The TikTok Strategy,35DKqCURP3hfJuQt1etnB7R98y9DcqDPAH19VhTapump,580.3%,580.3%,580.3%,131,16.6K,47.6K,34.32,110,2min,44.28%,4.46%,-,,2024-11-21 03:38:15,40.7K,+581%
94,say less,4t8DQbLnPLZXuFTZWoRTo85fA2Fv7B4qcGVsCkTxpump,237.4%,257.8%,257.8%,118,8.5K,24.3K,21.82,89,5min,25.62%,1.06%,-,,2024-11-21 03:38:15,15.3K,+211.8%
95,Silly Little Me,Hvv6v4RhzpPbpNWk967WBWvtUraWSsZX8evfYdBHpump,208.5%,208.5%,208.5%,113,31.4K,21.1K,17.47,65,2min,25.03%,1.76%,-,,2024-11-21 03:38:15,14.3K,+208.5%
96,Lofi Christmas,GNm1PxTqTW1YBrsf5UNZ1ifyefVhHHSXySNQ7scXpump,474.5%,474.5%,474.5%,101,50.6K,70.9K,60.36,34,2min,27.48%,0%,-,,2024-11-21 03:38:15,57.8K,+468.7%
97,First Chill Dog,Bb5vQBGj3vCxSgM8FEv3JJQP6pv2cu2bv956SXAopump,242.3%,242.3%,242.3%,145,18.2K,24.5K,20.25,66,4min,22.15%,0%,-,,2024-11-21 03:38:15,16.3K,+227.3%
98,first chill platform,Gyv5WARZTUFkzV9cye47BBBJaWfvu7vgVjXtTF1bpump,225.2%,225.2%,225.2%,137,30.2K,23.2K,20.31,151,2min,27.6%,0%,-,,2024-11-21 03:38:15,16K,+225.2%
99,Chill Homer,EE5qGUSMjmTJ2VRevveGJJDy11xQCa6hX2QAzZNkpump,225.9%,225.9%,225.9%,109,17.4K,23.5K,29.73,69,4min,26.07%,0%,-,,2024-11-21 03:38:15,15.1K,+209.8%
100,Real Chill Cat Tombili,5S8RTCYZcPWTnwmqzZu88b16VspT4C3XDAEpxFgPpump,335.9%,335.9%,335.9%,120,30.3K,30.8K,37.77,79,1min,35.51%,0%,-,,2024-11-21 03:38:15,18K,+254.4%
101,The Chillest Guy,8vsQppntVKGsaoQjGXMws6JnFzNsh1MqnnMTCpw6pump,248.6%,248.6%,248.6%,126,15.3K,24.3K,12.18,86,4min,29.06%,0%,-,,2024-11-21 03:38:15,15.8K,+227.3%
102,Eggy Cansino,AdDzDzLN9Cfc6DCwJa1BMxodW6shrAqBFd3EsyLrpump,468.4%,468.4%,468.4%,121,10.2K,39.6K,42.07,159,1min,35.44%,0.06%,-,https://t.me/EGGYCASINO,2024-11-21 03:38:15,32K,+458.9%
103,chill bart,4kr33BesotG2rYxfqhJ3CGvEUjL1HgUE39sbWeE2pump,214.5%,214.5%,214.5%,118,16.1K,22.9K,29.66,66,1min,29.45%,0%,-,,2024-11-21 03:38:15,16.1K,+221.3%
104,Theory Of Gravity,8CV6d8XR3aAnqhMXEwvzWPmRUEmUEF16fwqQFoMES8rh,545.8%,545.8%,545.8%,125,11.7K,45.5K,43.81,130,3min,10.28%,0.4%,-,https://t.me/thogxyz,2024-11-21 03:38:15,37.7K,+534.8%
105,First Lofi Mickey Mouse,3M9ifc9pX8tyNZteeJqbUR69D7t8qLrMD1EmbYWqpump,216.8%,216.8%,216.8%,115,58.1K,39.2K,64.26,46,3min,27.12%,0%,-,,2024-11-21 03:38:15,25.5K,+206.6%
106,lofigirl's cat,BWMG6ECeKzLLW5grTnSkPDNd1Fd459UspSKQiYthpump,227.8%,227.8%,227.8%,155,30.2K,22.8K,22.63,70,1min,35.35%,0.55% Sell Part,-,,2024-11-21 03:38:15,16.6K,+238.1%
107,say less,4t8DQbLnPLZXuFTZWoRTo85fA2Fv7B4qcGVsCkTxpump,264.8%,1016.8%,1016.8%,202,25.2K,75.9K,64.38,215,16min,23.5%,1.06%,-,,2024-11-21 03:38:15,48.2K,+203.2%
108,ChillCow,DHqQrfqRhcxNxXVLFvujXNKBPLjaFx1jRFiQ7Lh5pump,218.4%,271%,271%,111,14.2K,26.2K,23.72,60,6min,25.05%,0%,-,,2024-11-21 03:38:15,17.9K,+218.4%
109,Grumpie,3ipgftfwj1du7Mw8KG7brmo9bkxPef56pJ5HGE8Ppump,297.8%,319.1%,319.1%,123,9.3K,29.2K,27.4,29,8min,22.45%,3.46% Buy More,-,,2024-11-21 03:38:15,21.2K,+282.3%
