row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
15,Just a chill dog,69Qpk3nhtXg6Gu6Suz673XcGb7BavVnBB1vBZcccpump,234.9%,279%,279%,105,21.7K,26.8K,25.34,63,5min,37.76%,0%,-,,2024-11-19 23:41:12,18.8K,+234.9%
16,Theory Of Gravity,B7qhNBe1zo2YWoT8bsJZKaW5d7hHN4NpSjNdFhwStWg3,515.3%,515.3%,515.3%,166,11.8K,42.6K,42.94,159,1min,9.93%,0.27%,-,https://t.me/thogxyz,2024-11-19 23:41:12,32.8K,+473.5%
17,Just a chill cat,FRauV5nSHUbnUn13Sf1bBjnawCY4HcALwnMmW7Wkpump,243.4%,572.4%,572.4%,249,36.9K,46.9K,43.74,179,7min,25.33%,0%,-,https://t.me/chillcatspl,2024-11-19 23:41:12,29.5K,+211%
18,no guy,Ha1s7vWZSxqrQb3hDxwZgbYbf2XjYaso2Ay2n75Qpump,96.54%,96.54%,96.54%,211,28.3K,13.6K,21.91,48,1min,23.58%,4.13%,-,,2024-11-19 23:41:12,18.8K,+271.4%
19,twerking duck ride,Pd1Qdp2XqeCjrMRtLw5QQJpp6tKmW8A43arCJ7ekQtF,218.6%,218.6%,218.6%,107,14.1K,21.7K,24.04,55,2min,23.81%,2.89%,-,,2024-11-19 23:41:12,14.9K,+218.6%
20,Old Wizz No Rizz,AYFrWZvjXHLpPCwHsF5jwJqq6GpRcgT1Y4cK5js6pump,250.1%,250.1%,250.1%,118,17.1K,24K,23.95,25,2min,31.09%,0%,-,,2024-11-19 23:41:12,17.2K,+250.5%
21,Maga Guy,6KqKJdGpeAentGBGW7DWnoLkexgdmxihvCixzpcrpump,639.3%,639.3%,639.3%,106,27.6K,52.4K,13.53,76,1min,42.67%,0%,-,,2024-11-19 23:41:12,53.9K,+760.4%
22,flying shrimp thong,8okU7yU5PgKDewzAoQQSH5oop12jS2rhwdmELUG3pump,190.4%,190.4%,190.4%,113,16.2K,20K,30.56,28,4min,31.67%,0%,-,,2024-11-19 23:41:12,17.5K,+254.8%
23,POV CHILLGUY,8jrETAh9vpJo6zQUBL3vUD3sAdEpuHQkHVKkmv7ppump,165.8%,392.1%,392.1%,115,31.6K,33.8K,64.27,53,19min,29.64%,0%,-,,2024-11-19 23:41:12,29K,+228.1%
24,first chillguy drawing,5GqpzCEUpMeveuuGJZ2MgTcKk6EtBYzUPnCS1HHgpump,958.2%,958.2%,958.2%,157,45.9K,72.7K,65.38,86,1min,35.29%,3.46%,-,,2024-11-19 23:41:12,51.1K,+744.8%
25,Remus the Creator,TGnUFyqVT8RRNfa8RsPv2vK3cDeJxTDtwREyYr8pump,227.5%,227.5%,227.5%,122,13.7K,22.5K,12,51,1min,20.87%,0%,-,,2024-11-19 23:41:12,14.8K,+215.4%
26,Just a trump guy,FQVgxGfy2SujKdwdrDwn2oX9TVjtoywXjGQ2YDyDpump,365%,365%,365%,154,20.3K,32.2K,18.8,34,4min,31.31%,0%,-,,2024-11-19 23:41:12,26.4K,+381.4%
27,McDoodles Mascot,CF2U7yNBc4UdqukjTTJVVK2CZqskjqWrXsTwyQBDpump,1042.1%,1042.1%,1042.1%,129,44.8K,80.9K,65.75,70,1min,43.98%,6.71%,-,,2024-11-19 23:41:12,63.3K,+892.9%
28,Sydney Thomas Ai,FM3fYHkRqoRp8vXeyhEC4zbZ6XzNdB4yj5FC5xzupump,506.5%,506.5%,506.5%,127,30.9K,41K,44.3,74,3min,35.93%,1.76%,-,,2024-11-19 23:41:12,34.5K,+510.8%
29,You Are My Sunshine,EJSkac8cd8H5aqtaw89tpKxkienhfnxag4qMU2NBpump,273.2%,273.2%,273.2%,152,24.3K,26K,24.28,58,1min,29.59%,5.1% Sell Part,-,https://t.me/Lebronsunshine,2024-11-19 23:41:12,14.8K,+212.1%
30,ONE AI,5cuTPEX3S7pnbATH8qmj4MFg5xzp61k5vgzNCvS5pump,174.2%,174.2%,174.2%,149,50.2K,18.8K,21.01,38,1min,35.79%,3.46%,-,,2024-11-19 23:41:12,15K,+219.2%
31,Just a chill fish,F9qH6CrLfG6qgLtjQpFjAkgCxt7fUJw3WK8FKavpump,230.3%,230.3%,230.3%,108,30.3K,22.3K,23.62,39,1min,29.59%,1.76%,-,,2024-11-19 23:41:12,14.3K,+211.6%
32,Aethereus AI,BDdW5igviATz2bMiM2Hi7tSR49xrowiutSpvXp6pump,316.8%,316.8%,316.8%,115,22.1K,28.6K,36.98,58,2min,41.19%,3.46%,-,,2024-11-19 23:41:12,25.9K,+377.4%
33,twerking duck ride,Pd1Qdp2XqeCjrMRtLw5QQJpp6tKmW8A43arCJ7ekQtF,234.2%,683.1%,683.1%,206,33.2K,53.5K,35.74,74,14min,28.03%,2.89%,-,,2024-11-19 23:41:12,41.5K,+211.1%
34,MEMERA,5bq2VTrqTZaM4HDXTZRymdfpjrJxMCsTY6L9JWyopump,725.9%,725.9%,725.9%,116,14.8K,58.1K,55.05,96,2min,45.65%,0%,-,https://t.me/MemeraFun,2024-11-19 23:41:12,50.1K,+712.8%
35,Just A Stone Dog,HCS8Vk6XEXmU3fnNDFKtAHY9G9ghH11bukocxnuxRyd2,137.4%,137.4%,137.4%,153,17.7K,15.9K,22.14,61,2min,23.4%,0%,-,,2024-11-19 23:41:12,13.9K,+208.1%
36,Daddy Chill Guy,C4XCPNMQAxDBkkrpYGrpRqAShzgaZR3BbHEh8j2opump,1141%,1141%,1141%,172,34.1K,86.5K,56.05,128,3min,45.63%,0%,-,,2024-11-19 23:41:12,75K,+1076.5%
37,Chill Guy's Dog,HWaPPnGFnCuq6DSDy4x1FMY1Dgk8FEqsqcLRd4nGpump,211.7%,211.7%,211.7%,133,39.5K,22.4K,19.89,37,1min,41.38%,0%,-,,2024-11-19 23:41:12,15.2K,+211.7%
38,Chill guy artist 1st meme,BfN3jx69nS4EpkC5B6MzhSR7mpHgWmcqRTVqfuNaUJQk,287%,287%,287%,109,30.1K,26.5K,27.96,38,1min,40.25%,3.46%,-,,2024-11-19 23:41:12,15.8K,+230.3%
39,UAFC,EsastzDPP9yEQsSVsDubQtm424Xdrvo7NDzRQ4LR46BG,449.8%,457.1%,457.1%,110,26.6K,37.1K,41.15,32,12min,53.85%,0.36%,-,,2024-11-19 23:41:12,29.5K,+436.5%
40,PAItrick BAIteman,4PGxmLP6Bs2rkUFke5TrQbDhEysysm2t8FxUz8Mg6HQU,285.4%,285.4%,285.4%,107,22.1K,28.4K,31.98,56,2min,37.41%,5.73%,-,,2024-11-19 23:41:12,21K,+285.4%
41,Desmond Benjamin,55KZ94GJPWS7f9pJmsVDy3fXdsAXZ3fxfz4j6RLUpump,272.5%,272.5%,272.5%,121,30.5K,25.5K,21.4,57,2min,29.4%,0%,-,,2024-11-19 23:41:12,16.3K,+238.9%
42,New Secretary of Commerce,112Uw7jmNKW4fU7YSRQWuiNHU7YknaBjXLQJhrLTcCS,540.4%,540.4%,540.4%,106,14.9K,56.5K,48.98,117,1min,16.75%,0%,-,,2024-11-19 23:41:12,47.3K,+536.3%
43,Jessica Rabbit,BY59zxd6QwnaybgtHbUExjBFRdb8oyMzgmWkNwfeZ6sG,1220.5%,1220.5%,1220.5%,112,52.1K,96.3K,39.02,61,1min,45.63%,0%,-,,2024-11-19 23:41:12,89K,+1220.5%
44,LOW TAPER FADE,F8dKXiNk2eX2VB6DDPNS7yLTe5VbHcyhnKYf21ampump,293.5%,293.5%,293.5%,115,22.9K,27.8K,21.13,61,1min,34.97%,6.71%,-,,2024-11-19 23:41:12,28.9K,+409.3%
45,DOTI,DpCQsnjepV6XZw8Zmue7ovSim74PE1UFXRrBE7mZpump,178.6%,178.6%,178.6%,114,17.9K,18.9K,26.11,65,1min,33.94%,2.79%,-,https://t.me/dotiworld,2024-11-19 23:41:12,19.6K,+289.4%
46,Shiba Inu (real,HZ2nLBnDbDLmjMcLdC8MfSvd936JwayrMAqnVSLhpump,255.6%,255.6%,255.6%,109,20.9K,24.7K,19.73,67,2min,25.95%,0%,-,,2024-11-19 23:41:12,17.7K,+255.6%
47,Zachirific,7GfvGxFX7BExK2eGNjUYX9BfqF3vX4bGpCY3hkJrpump,422.9%,422.9%,422.9%,112,29.7K,36.2K,52,68,1min,35.56%,4.78%,-,,2024-11-19 23:41:12,37.4K,+540%
48,CHIPI,Cg2gnJ4hK8kmj9KcvYdjoZzqYLSZ2Yr24WrzbNPjkzhR,510.7%,510.7%,510.7%,123,12.6K,42K,41.5,126,2min,13.32%,0.24%,-,https://t.me/chipi_sol,2024-11-19 23:41:12,34.3K,+499.2%
49,HOOPS,4vw76moRxcfcT4zLX15AAhnssAgwtoB5FKWWrorKpump,773.5%,773.5%,773.5%,102,15.9K,61.3K,60.86,56,3min,45.65%,0%,-,https://t.me/hoopsonsol,2024-11-19 23:41:12,54K,+769.6%
50,Just a crypto guy,89ZCM8WBrVtraJYcHGqGo6S4ZexdkAHZtBTFgMj8pump,231.6%,231.6%,231.6%,142,22K,22.5K,16.98,66,4min,31.02%,0%,-,,2024-11-19 23:41:12,14.8K,+217.7%
51,Chill Guy's Dog,HWaPPnGFnCuq6DSDy4x1FMY1Dgk8FEqsqcLRd4nGpump,273%,889.7%,889.7%,122,30K,71K,57.6,108,18min,36.29%,0%,-,,2024-11-19 23:41:12,52.5K,+312.5%
52,yug llihc a tsuj,AWgHsoSViKHPR3PyXpUXeLV4aoMQ1gqprTbNhJLWpump,290.5%,290.5%,290.5%,138,32.2K,27.1K,46.24,74,2min,31.25%,0%,-,,2024-11-19 23:41:12,27.3K,+394%
53,a911z,HBcMpTfjURH5XPCJLDAzrbWXohbpmNSRFK4tzMC1aYes,265.6%,265.6%,265.6%,104,31.4K,27.4K,21.52,54,1min,35.45%,0%,-,,2024-11-19 23:41:12,19.9K,+265.9%
54,ai911z,A6DVfyjh9iQDMFTyaAG8J6xdczJ76szUeGyJdQWKcvBu,321.5%,321.5%,321.5%,185,43.7K,30.6K,23.96,70,1min,31.85%,9.75%,-,,2024-11-19 23:41:12,16K,+220.1%
55,DOTI,DRN6FLHHmHoYRqDAzg5ikFNhGGSHhnUmMGvPFeyZpump,332.2%,332.2%,332.2%,210,49.7K,29.4K,14.37,84,1min,33.67%,0%,-,https://t.me/dotiworld,2024-11-19 23:41:12,18.7K,+274.2%
56,Cumy,BDv2TbWn84qZVpa5xPjaxzbXSu4eAryF3woMwxTspump,266.3%,266.3%,266.3%,142,14.5K,25.1K,23.72,88,1min,34.66%,4.13%,-,https://t.me/cumysolana,2024-11-19 23:41:12,17.5K,+255.6%
57,First Quantum Coin,59mH4MoVJRh4p7kcor4wgZxrBWmWxyMa3Q13hTAj6dPF,262.5%,262.5%,262.5%,110,12.5K,26.7K,21.48,60,3min,41.04%,11.21%,-,https://t.me/FirstQuantumCoin,2024-11-19 23:41:12,18K,+244%
58,CRAB RAVE,2NoiGFPQEy4G5S9jXGSvjREi58bpsB8q2rp3Zio6FmKM,526.4%,526.4%,526.4%,124,11K,43.2K,43.15,126,1min,11.12%,0.61%,-,https://t.me/CrabRaveSolana,2024-11-19 23:41:12,36.1K,+523%
59,I Have NOTINGGG,ESw2qgzXcds4ykuPQqP7jtuUEUcPkCQLkbjTWuFwpump,395.4%,395.4%,395.4%,137,36.8K,33.8K,22.47,50,1min,45.18%,0%,-,,2024-11-19 23:41:12,20.6K,+302.1%
60,exo,BvWp2s8UjmzkihFeAdkSCBrSz4J9Va49BZ8kWE553asN,726%,726%,726%,109,14.5K,57.6K,53.27,65,3min,45.76%,0%,-,,2024-11-19 23:41:12,50.2K,+718.7%
61,New Treasury Secretary,14CuMmipSWRF5fVuerwUKBWcBU77ULiLYQrSiBhMATsz,644%,644%,644%,114,18.1K,65.5K,61.78,120,2min,15.14%,0%,-,,2024-11-19 23:41:12,54.4K,+618.1%
62,fubar space ai,N8kUXZCd1dGjfLWxrdWKhw5eiV3N15zSqLdrhQ3pump,236.8%,236.8%,236.8%,144,13.3K,23.2K,16.43,39,2min,35.14%,0%,-,https://t.me/fubarsol,2024-11-19 23:41:12,17.6K,+255%
63,I Have NOTINGGG,2QmZziqR9sDvCnfEhoYM89WMsnoyh4khryu9oPe7ABAJ,914.8%,914.8%,914.8%,110,18K,70.8K,63.7,76,3min,45.76%,0%,-,,2024-11-19 23:41:12,63.1K,+905.1%
64,习,7fahoGE4WWWWYBeqYuxCYZsd4Z3Jx6d9waqDdDMyoYup,497.5%,497.5%,497.5%,134,26.3K,39.6K,21.42,59,3min,32.53%,0.04%,-,,2024-11-19 23:41:12,31.3K,+472.8%
65,Quandale Dingle,H6N7Dm7DHMauh5dxAVcG2aqM6dvCswH4bGyLRm2Vpump,214.9%,214.9%,214.9%,117,30K,22.2K,26.82,47,53s,33.95%,0%,-,,2024-11-19 23:41:12,15.1K,+213.5%
66,really just a chill dude,9VHvBNeS2Rzx1jnX7BBE1tJ9htgEJZ8odDAfWjCYf9RK,783.7%,783.7%,783.7%,111,15.4K,61.7K,58.21,70,3min,45.76%,0%,-,,2024-11-19 23:41:12,54.7K,+783.7%
67,АDD1СT,8iyfwMoXyeicKZQkgES5mZw3ZxHS2KDuuj5jDxA8pump,236.9%,236.9%,236.9%,144,18.1K,22.9K,16.51,59,2min,26.29%,0%,-,https://t.me/addictiononsol,2024-11-19 23:41:12,16.1K,+236.9%
68,GoombAI,8PB8xSQpgRHJNFuqP354xPAps4fYRoKe9vQKAz5pTxHw,241.2%,241.2%,241.2%,128,22K,23.8K,18.71,88,52s,28.25%,0.37%,-,,2024-11-19 23:41:12,17.5K,+250.4%
69,Repeat,BRVYGgCMuGtz6rKCHZxPEjVNTq6W2oVhtBhVRKXjziuz,927.8%,927.8%,927.8%,101,17.3K,71.9K,64.84,63,3min,45.76%,0%,-,,2024-11-19 23:41:12,64.9K,+927.8%
70,CRAB RAVE,FHueLXSkr29yHof4Apbw1CKYv1T86aJaDd4ChKWLHMnH,533.3%,533.3%,533.3%,124,11.6K,43.7K,44.72,127,2min,15.17%,0.87%,-,https://t.me/CrabRaveSolana,2024-11-19 23:41:12,36.6K,+530.5%
71,JOI AI16z,7ywu1hrfKfB2NTKAZhRPp77uuv5VbnSExrqBoxs8eiWe,167.9%,167.9%,167.9%,124,19.7K,18.7K,23.89,62,1min,27.39%,0.37%,-,,2024-11-19 23:41:12,15.7K,+225.8%
72,C69420,De3T28q2AvJwLyky2r3oRt5QKSfa8o4Ru2Na2wJw6kp,239.4%,239.4%,239.4%,142,14.4K,24.4K,20.04,73,4min,25.9%,0%,-,,2024-11-19 23:41:12,16.6K,+230.9%
73,JOI AI16z,4ZmRmxTAD11cySjWvug3Stei5655dStqw9F7Uc8Lpbxj,724.6%,724.6%,724.6%,112,15K,57.7K,56.42,74,2min,45.76%,0%,-,,2024-11-19 23:41:12,47.7K,+681.9%
74,Astra and Zeta,AupkwBLNGwSerMFiZxDhANewKqPmCLTt1ZP1s71NEnWP,218.6%,218.6%,218.6%,120,22.1K,22.5K,21.82,66,1min,27.83%,0%,-,,2024-11-19 23:41:12,16.8K,+237.7%
75,Binance Excel Art,J7uXjBxPBh9siAov8ASdC3rGVE71JvG8um2RbVQHh6ZY,333.5%,333.5%,333.5%,163,34K,31.6K,32.62,84,56s,32.24%,0%,-,,2024-11-19 23:41:12,20.3K,+278.4%
76,That Lightskin Stare,2qeEzTE3u9CeoK87NkL1DMo9KaMNnN2xZz4CXjnZpump,242.9%,242.9%,242.9%,156,36.2K,24.2K,27.46,70,1min,26.5%,0%,-,,2024-11-19 23:41:12,17.1K,+242.9%
77,PopCatRealName,AD3nBKvrC84NjByshB854z5U6eVQMCo2aCQje1jUpump,630.3%,630.3%,630.3%,148,41.2K,49.9K,64.01,99,38s,26.1%,3.46%,-,https://t.me/popcatsrealnamesol,2024-11-19 23:41:12,51K,+746.7%
78,real chill guy,5FgCcsSy7goyaLEfzwajGptcnfi9havhyWkjhDYFpump,250.7%,250.7%,250.7%,118,34.3K,24.8K,26.78,69,57s,42.75%,6.71%,-,,2024-11-19 23:41:12,24.3K,+343.8%
79,Succesful Ocean Landing,13aEaaB6pLX1ZvQhEkwV4YiLxdWCyPLJUESUKcVetBSu,584.3%,584.3%,584.3%,116,16.8K,60.5K,50.57,126,1min,14.58%,0%,-,,2024-11-19 23:41:12,51.6K,+584.3%
80,Im just an Ass Guy,5f7fiKrL88KnFB19gQ2HfFxKNfMK3RfTdpe32Zjvpump,231.4%,231.4%,231.4%,218,30K,22.9K,23.47,95,4min,24.93%,0%,-,,2024-11-19 23:41:12,15.9K,+230.8%
81,first token listed on eBay,3GLufHfUCkrmXjyEcP6kHQac4TgcQpSGUqw7HHnKpump,751.9%,751.9%,751.9%,156,31.5K,58.4K,49.44,107,1min,37.27%,3.46%,-,,2024-11-19 23:41:12,39.2K,+572.3%
82,Man Meal,2sNoZS2581vEGeKryyMVGNcKZovWujYYGLGh4SoGpump,731.3%,731.3%,731.3%,123,32.7K,58.8K,32.16,88,1min,35.52%,6.71%,-,,2024-11-19 23:41:12,45.5K,+643.3%
83,WE ARE UNEMPLOYED,CLniZfpWJ2NGsPxLo3tVFL92FJvVUdz7DURXMehupump,208.6%,208.6%,208.6%,132,34K,21.5K,19.48,70,53s,29.03%,5.11%,-,,2024-11-19 23:41:12,14.9K,+213.8%
84,GAP GAP WAP WAP,6e8iNV7VoB7ZnrU15hNLvpRHGfCZcSKCfpAEouFjpump,159.9%,159.9%,159.9%,120,18.6K,18.1K,19.7,80,1min,24.44%,0%,-,,2024-11-19 23:41:12,14K,+200.9%
85,Crunchycat,5aYj77XmnswhtbHnnvfrb2gYZR5VNPD1hxvrzhReQwyU,510%,510%,510%,134,11K,42.3K,44.22,130,3min,18.5%,0.06%,-,https://t.me/crunchcatsol,2024-11-19 23:41:12,35K,+504.7%
86,ON MY MOMMA,Etu3Qr7JfciVe7j4VcKiEYUPPsdRnYzcuFhn8zEkxk2x,221%,221%,221%,109,27.8K,22.7K,28.24,37,2min,38.75%,6.71%,-,,2024-11-19 23:41:12,17.7K,+250.1%
87,Chill Hasbulla,GAoFh48MGDDPLfParoWaCSAwyDC7qho4iKtk2PkEpump,205.4%,205.4%,205.4%,110,14.6K,21.6K,21.91,60,4min,26.04%,0%,-,,2024-11-19 23:41:12,14.2K,+200.9%
88,Life Engine,GDrPPXZ4TcH4SQCX5516bRgAUCqPzNUJffbw33SPpump,365.8%,409.6%,409.6%,118,25.3K,36K,28.2,9,5min,33.97%,0%,-,,2024-11-19 23:41:12,28.5K,+368.8%
89,flopcoin by philipp bankss,D8pDGmMMYxxX4VPCjWZJNkUvnRD2TYWAC1URkEpp7vE1,919.5%,919.5%,919.5%,111,17.4K,72.6K,66.33,69,3min,51.13%,0%,-,,2024-11-19 23:41:12,64.6K,+906.9%
90,Ghost in the Shell,YfgCoMpDR1vxQu5vqW7ZFHz9ZkJBriByPn9xzxbpump,482.7%,482.7%,482.7%,103,21.7K,38.8K,43.16,62,2min,26%,0.36%,-,https://t.me/aishasol,2024-11-19 23:41:12,32.4K,+486.3%
91,PUT THE PHONE DOWN,3fjZFK6iC8L75U25kF6iXGATsQBjPHwVAAefPK7fpump,416.4%,416.4%,416.4%,116,27.4K,35.3K,48.82,64,1min,36.45%,0%,-,,2024-11-19 23:41:12,38.1K,+557%
92,chull goy,HJoo6f3gSyrcTsuMnM4arP7m1KqefogHvYhtsnZZpump,265.7%,265.7%,265.7%,135,41K,25K,35.52,39,1min,32.2%,3.13%,-,https://t.me/chullgoy,2024-11-19 23:41:12,16.1K,+235.1%
93,DOGE App,6RBktBz3DKhEAtjr9BK4Lsom8KTZuPVVBQRqiZwmpump,330.9%,330.9%,330.9%,133,38.7K,28.8K,54.88,67,2min,46.45%,0.71%,-,,2024-11-19 23:41:12,25.3K,+378.6%
94,NO1 TIKTOK DANCE,AwBqQAzVJQRcr7XAr7ZZA65qqBy51F3y4kKdsYehpump,282.4%,282.4%,282.4%,135,31.4K,26.2K,26.38,59,1min,25.68%,0%,-,https://t.me/tiktok_renegadee,2024-11-19 23:41:12,18.9K,+276.3%
95,kosmorro space ai,54z4DDSqgn5s4oxzQaZjSVRqqyFegsjdRupUqhiPL3Fr,880.2%,880.2%,880.2%,117,16.5K,69.8K,64.88,84,2min,51.13%,0%,-,https://t.me/kosmorrosol,2024-11-19 23:41:12,61.6K,+865.7%
96,First token listed on amazon,AmsD6XEmxxdoLSerAuv2PvyWFFhKkgsvrxoH5YxHpump,272.6%,272.6%,272.6%,146,29.6K,27.2K,30.73,64,1min,33.78%,9.75%,-,,2024-11-19 23:41:12,19.9K,+272.3%
97,first token listen on amazon,7SbrxGz4ycGvjZYxTDdfQfJPND1a11wGcwUw7jZvpump,454.5%,454.5%,454.5%,257,96.8K,38.8K,18.24,127,43s,43.12%,0%,-,,2024-11-19 23:41:12,28K,+400.9%
98,DUBAI PRINCE DOG,5VAjz4ZCPsjYjv2NtkVUtymhCDxYxoyg7jQyDi8Bpump,90.18%,90.18%,90.18%,126,41.4K,13.9K,38.13,31,1min,27.9%,9.75%,-,,2024-11-19 23:41:12,16.8K,+230%
99,NO1 TIKTOK DANCE,H7vQtpzZgb4vctqH3FkhUFVNPa11D9HuHkoGqkRvpump,214.5%,214.5%,214.5%,176,174.6K,21.6K,21.6,24,1min,33.05%,0%,-,https://t.me/tiktok_renegadee,2024-11-19 23:41:12,14.4K,+209.6%
100,Just a tired guy,6RrnzLwYJU3e2hG3U8ZBqQw6sHvLVUU7iN6zQWZpump,200.6%,200.6%,200.6%,119,19.5K,20.9K,30.51,74,4min,18.37%,0%,-,,2024-11-19 23:41:12,20.9K,+300.9%
101,Boplana,7LhmrqPMhDsZDnsye8NaTy4AnSsmdwMqh41Hwq7Cpump,1286.5%,1286.5%,1286.5%,138,55.1K,95.1K,70.34,87,46s,46.85%,3.46%,-,https://t.me/boplana,2024-11-19 23:41:12,66K,+962%
102,Pump.fun Launched on Pump.fun,JXgDzKaSqABrJQXb1yEToHHMPLMe54P3Xv4qjHLpump,179.8%,179.8%,179.8%,115,24K,19K,23.83,45,1min,30.76%,2.43%,-,,2024-11-19 23:41:12,15.2K,+224.5%
103,Dream Machine,88xKx4ZSxNq9SHzXrqPEQAxZseAGdX8YDJvK3jKAe4Cn,32.87%,614.5%,614.5%,281,2.8K,49.5K,50.23,224,5min,18.8%,0.18%,-,https://t.me/DreamMachine_Portal,2024-11-19 23:41:12,35.4K,+510.3%
104,First token listed on facebook,C1uxyc2gu8qy4Hhoe5gxdaStgQ96EUee4iNesDfXpump,266.4%,266.4%,266.4%,268,55.2K,25.9K,30.37,68,3min,20.42%,0%,-,,2024-11-19 23:41:12,18.1K,+255.4%
105,First PumpFun Token on Amazon,4zX3JufFjEeunMHtQDvyW5LxCTFdAiTQKdTiK9BRgT59,18.34%,18.34%,18.34%,203,88.4K,8.4K,76.03,64,4min,6.13%,0%,-,,2024-11-19 23:41:12,64.2K,+901.8%
106,HuzzBruzzShytGoon,2PdUD5eGtvnoHdQvz6RqsVVsTokdp64EDST475kVpump,303.1%,303.1%,303.1%,123,35.4K,27.8K,27.67,46,1min,40.62%,0%,-,,2024-11-19 23:41:12,23.3K,+336.9%
107,First Token on Onlyfans,Hvpk1y8wDzQgasPG71qcNmK9MsY1Fz9EmT2Zqv1Rpump,119.3%,119.3%,119.3%,121,28.1K,15.9K,26.36,52,1min,32.96%,0%,-,,2024-11-19 23:41:12,15K,+207.6%
108,Name and Badge Number,4cb1wKiFy7JCFHrKeEP8S3CcKTcWejWBwfizfy6cpump,236.2%,236.2%,236.2%,114,36.6K,23.7K,25.79,50,46s,29.67%,0%,-,,2024-11-19 23:41:12,15.6K,+221.3%
