Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
HYVEMYND,HYVE,737K,25.20Mil,,137518.18653045723,ABAGcLC6hoapG3xFcBkwaXzmdFzdH7nup2JD1feapump,6,HYVE,HYVEMYND,0.0007663896082168,135705.14292429286,149,-30.046948356807512,314,4.666666666666667,515,-37.80193236714976,1110,51.22615803814714,,,1568,-78.42003853564547,,,7969,,766K,1976,4,,,,,
Shred,SHRED,741K,1.64Mil,-37.35768987518378,124215.41684341818,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0006646643818614,124215.41684341818,17,-26.08695652173913,38,26.666666666666668,59,-32.18390804597701,139,-56.42633228840125,,,397,124.29378531073448,,,644,-9.423347398030945,665K,1174,1,,,,,
Lemonade Stand Duck,DUCK,747K,26.53Mil,,147598.70859630723,2ru7VX6NnaZ78znCtgGmYs2PdcAQRCr3UaPfRkDUpump,6,DUCK,Lemonade Stand Duck,0.0007605888278588,146088.08828674955,1075,-0.6469500924214419,1905,-35.901749663526246,4181,84.42876047640053,5464,-13.03517427980264,,,10133,-63.814591293789945,,,36019,,761K,6175,4,,,,,
ZeroByte,ZB,757K,41.89Mil,-0.4431965681033718,222973.85810648024,H1hcBegR2A6b2mCGqhH5zA4sTZvMxrqT4v3fHY1kpump,6,ZB,ZeroByte,0.000890364030965,221820.8084768585,516,44.9438202247191,756,0.398406374501992,1338,-33.20019970044933,2817,-13.29639889196676,,,5056,-2.186109498935964,,,16672,158.20040266377575,890K,6206,13,,,,,
Oraichain Token (Wormhole),ORAI,787K,3.27Mil,-35.11871019501504,570047.6269608097,2hZWncnmsSMdbkdwzSHJfrnDVkL66g63gncdRWqjTbBB,8,ORAI,Oraichain Token (Wormhole),12.146777277209978,44373.15590471698,51,41.66666666666667,78,32.20338983050847,112,-13.178294573643411,193,-6.310679611650485,,,327,28.235294117647054,,,580,35.51401869158878,781K,207,3,,,,,
DEGEN TAYLOR,DEGEN,795K,33.99Mil,,147808.05336707976,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0007908974673715,148591.8008971491,117,-13.333333333333334,251,-55.49645390070922,793,-29.32263814616756,1887,-12.557924003707136,,,3984,2.706883217324053,,,7771,,791K,10571,2,,,,,
ponzi dot market,ponzi,798K,2.37Mil,17.26413802334035,166391.89605241278,tqrRt3AsuGa3aYYSvABMDrPJEWVzpAnh3p6LxXGpump,6,ponzi,ponzi dot market,0.0008451683468281,166395.45454712116,27,22.727272727272727,43,0.0,80,-25.925925925925924,170,-19.431279620853083,,,312,-81.94444444444444,,,1948,869.1542288557214,845K,2608,4,,,,,
Right Click Save As Guy ,RCSAG ,801K,3.25Mil,-85.46377012059361,125007.36384113856,9XWUzTYsRdyWdcQsJ7qibwgaJSNAm8aMKLLe2zbapump,6,RCSAG ,Right Click Save As Guy ,0.000898623868929,125891.33514084168,8,-76.47058823529412,40,-66.38655462184873,136,112.5,166,304.8780487804878,,,192,214.75409836065572,,,288,26.87224669603524,790K,1926,2,,,,,
Tether USD (Wormhole),USDT,840K,2.46Mil,-46.61654730305146,823585.6917892925,Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1,6,USDT,Tether USD (Wormhole),0.9999378081586414,823589.3511778502,2,-50.0,5,0.0,9,-18.181818181818183,16,33.33333333333333,,,25,-28.57142857142857,,,89,-17.59259259259259,840K,2184,3,tether,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/en/,https://discord.com/invite/xsT8qrHAvV
2024 TIME PERSON OF THE YEAR,TRUMP,842K,20.30Mil,,140960.89727707944,AJqDoH24K7S3riUjMMzKL5tWPbuLB6vp5bZ9bznRpump,6,TRUMP,2024 TIME PERSON OF THE YEAR,0.000877689205941,149952.94187088954,123,-33.51351351351352,286,-14.114114114114114,564,2.73224043715847,982,-15.996578272027373,,,1917,-37.35294117647059,,,8827,,878K,2737,4,,,,,
Santa Pepe,SANTAPE,842K,31.03Mil,,282660.38438700803,GxWyh17McYtY3h9m75nyTdy8Cp6WAzkdyNRDPKmjHU4c,9,SANTAPE,Santa Pepe,0.0008490230858803,285610.5633540019,431,-28.760330578512395,1006,-4.554079696394687,2038,5.6505961638154485,3929,73.61908970393283,,,5708,7.922102476838722,,,8944,,847K,9715,1,,,,,
Big Bull,BBULL,860K,14.37Mil,,138449.27618217966,DUo7dGKvw7Q2q3dZDWX8SmAisHtbbTzVrK5827VJpump,6,BBULL,Big Bull,0.001373524608154,125869.32875778244,452,-31.72205438066465,972,15.165876777251183,1582,9.25414364640884,2699,2.9366895499618613,,,4619,-40.81240389543824,,,10881,,1.37Mil,6032,3,,,,,
Sigma Sigma Boy,SIGMABOY,866K,6.96Mil,237.39563871140365,143454.8104210857,uSy45a8ZvRCdnWriPaAuiRHygrRPChSvHM53Myapump,6,SIGMABOY,Sigma Sigma Boy,0.0008031988803803,143454.8104210857,95,-8.653846153846153,177,-41.19601328903654,430,-31.08974358974359,905,-46.48137196924896,,,2285,84.5718901453958,,,3223,1038.86925795053,803K,3354,1,,,,,
Wrapped BNB (Wormhole),WBNB,869K,2.38Mil,-21.236567694999344,696360.3503895928,9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa,8,WBNB,Wrapped BNB (Wormhole),719.2086408547934,728462.6490648373,14,40.0,22,46.66666666666666,32,-58.97435897435898,98,145.0,,,126,17.75700934579439,,,276,2.985074626865672,871K,6579,13,binance-coin,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/,
Convo.wtf,convo,876K,7.21Mil,-64.68198808525123,191302.7173620608,KnrmAHo1wW2fGqVXcSZSpo6kmiKam5vNbDByrURpump,6,convo,Convo.wtf,0.0009281693899666,191302.7635214692,48,-35.13513513513514,105,31.25,159,-38.61003861003861,335,43.776824034334766,,,463,43.7888198757764,,,864,-12.105798575788402,928K,2531,4,convo,https://t.me/convo_community,https://twitter.com/convodotwtf,https://convo.wtf/,
LLM,LLM,877K,1.52Mil,-82.53152669328009,180641.380682565,DyT6mdhiAYbHPML2AVXviGVxMQbc6Z3VmPZ2MQG6pump,6,LLM,LLM,0.0008675301765933,180641.380682565,34,13.333333333333334,61,165.2173913043478,79,-3.658536585365853,132,-30.89005235602094,,,267,-22.83236994219653,,,705,-16.46919431279621,867K,1834,5,,,,,
gemxbt,GEMXBT,897K,2.35Mil,-37.80669308076805,122662.12530883052,68YY6KjfnmPuQubYkFTsmXGaF2FuwcxumWLFxb6cpump,6,GEMXBT,gemxbt,0.0008674097060646,122662.12530883052,22,4.761904761904762,46,15.0,79,-26.168224299065415,163,-12.834224598930485,,,309,5.1020408163265305,,,944,-38.54166666666667,867K,850,4,,,,,
DOGE DEPT,DEPT,902K,21.42Mil,,294405.59449859627,HkVs1CuNJhTxniwL7tmgn9s8B3o5F9NXRywNa4dZDsCk,6,DEPT,DOGE DEPT,0.0008902603459681,294079.83613551524,810,-0.3690036900369003,1581,-0.5034612964128383,3128,-0.1595914458984998,6210,1.2885336812917958,,,10102,22.21146866682797,,,10278,,890K,11194,1,,,,,
ACT,ACT,911K,8.60Mil,99.11912225688684,117181.06682613098,9VY8jhtRWS8P1e27tN8V3ajjsBmCjjr8pPvyujympump,6,ACT,ACT,0.0007842429913243,117181.06682613098,39,0.0,52,-69.41176470588235,205,-59.0,667,766.2337662337662,,,702,489.91596638655466,,,820,355.55555555555554,784K,720,2,,,,,
BALDIE,ALPHA,939K,7.19Mil,25950.883252741773,138209.54376868223,4WcCBEMXaf1pCdNKnJJMZE2cmQnb7AVtYVFQqeVkpump,6,ALPHA,BALDIE,0.0011103713378438,138209.54376868223,9,-40.0,17,-43.333333333333336,32,14.285714285714285,40,-25.925925925925924,,,65,182.6086956521739,,,74,516.6666666666667,1.11Mil,1874,1,,,,,
Goatse Forest Rave,GFR,978K,5.22Mil,,116184.33607614617,FN9tn6JQzegrUuHx7CyXyNsiSBZkRyoaHZuKF1Smpump,6,GFR,Goatse Forest Rave,0.0008821496005563,145205.4176469789,380,68.88888888888889,519,189.9441340782123,618,128.88888888888889,774,72.76785714285714,,,1032,-57.73955773955773,,,2994,,882K,1126,5,,,,,
Froge,FROGE,989K,11.98Mil,553.8269798876554,157771.00682796867,FA9jJDQzBEeV4qunJpt7XY7wC4smNYLsBNtMCTPsj3pp,6,FROGE,Froge,0.0009972648729254,157767.25502158963,37,-35.08771929824561,77,20.3125,108,-38.63636363636363,227,-39.14209115281501,,,493,-58.60621326616289,,,2634,850.9025270758123,997K,1016,3,,,,,
