row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
17,Sister Yurei,CPHtbY4cnPd2AozP3u3GPprongCR7RtpCcEL1Vr3pump,100.6%,648.7%,648.7%,515,145K,51.6K,74.45,222,3min,24.57%,3.46%,-,,2024-11-19 01:41:16,25.9K,+100.6%
18,DonaldPump,6SLgrgPEdtL6Tf7JdssPcmnYfXXJQbef1MAnCqfcrN3a,30.69%,-24.2%,1184%,550,233K,1.1M,867.97,1967,5h,35.28%,0% Add Liquidity,-,https://t.me/DonaldPump_Official,2024-11-19 01:41:16,261.5K,+30.69%
19,0,AUn2jFYuu5jLNjKp1W66B7o2wbP3aNAvATWZ8fmcpump,118.2%,217.4%,3620%,502,136K,726.5K,225.15,836,9h,22.39%,0%,-,https://t.me/cosctotg,2024-11-19 01:41:16,393.5K,+118.2%
20,Ants of Empires,5ZjBJV3LPRkz37jDMBNWoynWDpYnZEAsCzHeyA94pump,90.91%,9171.5%,9171.5%,618,170.4K,638.5K,219.39,1514,31min,21.59%,1.62% Sell Part,-,https://t.me/Ants_of_Empires,2024-11-19 01:41:16,304.1K,+90.91%
21,Tlacuache,DqLNJpnRE3cJaC1efrvKhFQ39yQDHt33MoQkZetdpump,495.4%,1036.1%,1122%,515,245.5K,493.3K,79.01,446,3min,18.06%,3.77% Buy More,-,,2024-11-19 01:41:16,423.2K,+517.7%
22,⬛️⬛️⬛️⬛️⬛️,6BqKGwaVdyjBWtrduGerN6EbBVfTnGwE3vJuhfvpump,70.38%,2266.1%,2266.1%,517,128.9K,166.3K,79.01,460,3min,14.36%,5%,-,https://t.me/blackemojisol,2024-11-19 01:41:16,68.7K,+70.38%
23,BIG RED,2T6gqsJ9Z3RRVWsRfsrBFj4vJXP5Yy2Az4EB3uBSpump,2150.1%,2150.1%,2150.1%,522,416.4K,4.9M,379.2,327,4min,18.27%,0%,-,https://t.me/TheBigRedTD,2024-11-19 01:41:16,4.7,+2150.1%
24,Quek The Frog,3fjuwhXoxXfGQ9af4EXr9N1LgZjpZGnaiqqLSZDGpump,99999%,99999%,99999%,505,257.6K,158.1M,260.9,357,3min,29.2%,0%,-,https://t.me/QuekTheFrog,2024-11-19 01:41:16,158,
25,Bag Of Memes,8SDfFNiJwZ2SxYv4SXmJt6XyA3neZbtgfR5UfsJEpump,42.4%,1893.3%,1893.3%,504,235.1K,139.7K,79,113,2min,28%,1.55%,-,,2024-11-19 01:41:16,41.6K,+42.4%
26,Lesters's dog,CiCsHHor2Z7DVqL7VrfZso3nWs3UE4Y2ap5b2zfYpump,1209.2%,1209.2%,1209.2%,556,207.5K,92.3K,79.01,368,1min,20.85%,0%,-,,2024-11-19 01:41:16,90.6K,+1284.6%
27,Wheelchair dog,GHHchJVvr3WE9513SWf5TH3zafxXm9dmJ9P2oqA9pump,68.86%,1468.5%,1188.6%,503,211K,232.2K,111.82,721,20h,22.35%,0%,-,https://t.me/wheelchair_dog_griff,2024-11-19 01:41:16,94.7K,+68.86%
28,Yelo,9ef54Wv7FVLJDGaGEhY9bjbfQ9r5htbPDrvQAdmCpump,453.6%,453.6%,453.6%,506,76.6K,141.8K,79,337,4min,4.73%,0%,-,,2024-11-19 01:41:16,116.2K,+453.6%
29,Peanut’s Best Friend,9ii68bTyx88fBNFxceyhg1UozDqx1dUgsGfr3Tv3pump,30.42%,149%,3360%,2976,14.7K,232.6K,115.56,913,3h,27.33%,0.71%,-,https://t.me/marshall_onsol,2024-11-19 01:41:16,55.8K,+31.15%
30,zerebra,7spbe3oyVvwm2EXHB69mQuj1myedbEjr5w991TndkyuA,1536.9%,3159.1%,3159.1%,503,218.9K,234.2K,79.01,313,1min,31.02%,2.15%,-,,2024-11-19 01:41:16,219.9K,+1536.9%
31,Konrad,FvgiYpTsFt7ZuP1KF5i89wWxwnaDcD2gzbK3KZvHpump,31.69%,47.82%,172.7%,4968,2.4K,43.2K,51.64,459,8h,25.05%,0%,-,https://t.me/KonradCTO,2024-11-19 01:41:16,9924.0539,+30.24%
32,RICO The Chaotic Cat,5Jok1oYYTLkXwK975W4CTCHtU4QmoM2bxW1SvTbHpump,300.6%,4615%,4615%,505,166.5K,348.7K,79,97,4min,40.29%,0%,-,https://t.me/RicoTheCatOnSol,2024-11-19 01:41:16,261.6K,+300.6%
33,🐱🔴🐱🔹🐱🟢,HEHE6w2J9B15qPwuDqwUxomLTGnxhr7b6wnaszBMpump,761.3%,761.3%,761.3%,510,452.3K,1.8M,375.99,342,4min,10.08%,0%,-,,2024-11-19 01:41:16,1.6,+764.5%
34,Purple Pepe,98MPALKAw9RRHrD8PYSMG4CKxVuRqpaGf2WSZ8Kgpump,873.5%,873.5%,873.5%,511,423K,2.1M,406.01,282,4min,22.6%,0%,-,https://t.me/Purpe_SOL,2024-11-19 01:41:16,1.9,+873.5%
35,LID,DyFQejBsjsc7aergs4vvUYeG6K3dDkQg97M6m6f1pump,201.8%,4224.5%,4224.5%,551,500.9K,294.8K,79,102,50s,23.87%,1.76%,-,,2024-11-19 01:41:16,197.1K,+201.8%
36,Live Cat Behavioral Experiment,55nmkcMHLnCbzYhGdNf12EKy9oX7ixuLs6wU4My4pump,1608.8%,1608.8%,1608.8%,558,211.7K,120.5K,79.01,222,1min,34.82%,4.78%,-,,2024-11-19 01:41:16,141K,+2000.1%
37,SPIKE,8XMxdye91Mef3xrdfbL2EFCtuidsGQvwJLqraFnGpump,637.3%,637.3%,637.3%,524,403K,1.6M,386.78,355,4min,22.82%,0%,-,https://t.me/SpikeFurieOfficial,2024-11-19 01:41:16,1.4,+637.3%
38,NASA NEW AI CHATBOT,Dd5JDFPvCqzxtg8d3K137JGFLhw7vppQHjUtesJypump,1214.2%,1562.4%,1562.4%,522,674.3K,119.5K,79.01,213,43s,29.29%,0%,-,,2024-11-19 01:41:16,110.4K,+1214.2%
39,Vitalik With Moodeng,CRxZTrw8tfuQR2qpwXmRwDtCHcvSP1nvsPKbB4G4pump,44.94%,1940.4%,1940.4%,513,156.5K,141.5K,79,239,2min,37.4%,0%,-,,2024-11-19 01:41:16,72.9K,+74.65%
40,PENNY,HsSnUsLBxkr5m3jttR4c4hQuAq1XysyKZJTbe7Jgpump,683.3%,683.3%,683.3%,540,228.3K,60.2K,79.01,232,49s,22.02%,0%,-,,2024-11-19 01:41:16,49.3K,+641%
41,Flovi inu,AJWs4pXz2QdXcATwCFgScmFZkSxTKgXS3AogxULbpump,713.6%,713.6%,713.6%,514,415.4K,1.8M,382.98,381,4min,9.99%,0%,-,https://t.me/flovicommunity,2024-11-19 01:41:16,1.5,+699.4%
42,War of Memes,13FshEUcURjGf4JvF3dhxeMi62Tw1cgYXVasw534pump,91.8%,2181.3%,2181.3%,546,250.8K,159.4K,82.37,302,7min,25.53%,0%,-,https://t.me/MemeologyGame,2024-11-19 01:41:16,76.3K,+91.8%
43,"CIA Real Spy Cat ""AcoustiKitty""",4GTTW5wMHESEm5G2zVeQiBEZ1aAdyHC4S1RHzMRepump,1277.8%,1277.8%,1277.8%,519,167.8K,98.3K,79.01,216,1min,32.51%,0%,-,,2024-11-19 01:41:16,87K,+1219.3%
44,Wheelchair dog,GHHchJVvr3WE9513SWf5TH3zafxXm9dmJ9P2oqA9pump,195.3%,2734.5%,6337.9%,532,273.4K,1.2M,277.29,1137,20h,21.18%,0%,-,https://t.me/wheelchair_dog_griff,2024-11-19 01:41:16,904.4K,+238.5%
45,time,7doNViwkTtbDLxVuwydGUGTE3ME2hBcT6pnDzbYxpump,3681.3%,3681.3%,3681.3%,521,197.7K,257.7K,79.01,208,57s,40.78%,0.36%,-,,2024-11-19 01:41:16,248.8K,+3651.6%
46,SHRUM,zje6S3Fgzdck7RWwsNyVnttJKPNuPVthU4e96UXpump,5382.1%,5382.1%,5382.1%,514,327.6K,409.6K,79.01,301,1min,16.12%,0%,-,https://t.me/shrumsolana,2024-11-19 01:41:16,408.5K,+5466.9%
47,boss,8iroEyzPca8tb7KBnS8T9i1EbfAfWk7x52HjXc7Qpump,1076.4%,1076.4%,1076.4%,516,162.9K,82.6K,79.01,193,48s,36.54%,3.46%,-,,2024-11-19 01:41:16,75.6K,+1076.4%
48,DumpDeSci,FgVXLg5MuKGbfJUJnZJkK5rAMkpotHPzFv163Yyrpump,1475.8%,1475.8%,1475.8%,506,475.2K,3.4M,366.6,282,4min,22.7%,0%,-,,2024-11-19 01:41:16,3.2,+1475.8%
