row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
10,WomenInMenFields,CDe4d9Zm3SBZhW1feyZBdPmA8CmpRPSUBkrumR13pump,49.01%,2731.5%,2731.5%,510,168.1K,203.6K,91.05,375,12min,25.87%,0%,-,,2024-11-19 23:41:12,67K,+49.01%
11,Teresa Goody,HB3WcYFHEECSQkPHLr2ytdqSvBsghaTK4E4qkVkmpump,598.5%,161%,8896.6%,510,372.8K,629.5K,211.24,1160,1h,20.75%,0%,-,https://t.me/TeresaGoody,2024-11-19 23:41:12,540.7K,+600%
12,TRINITY,6UWNmC8NHHquKQZShp4Mgj13HBE8pKj2BTq5UJPSpump,32.6%,163.2%,9729.2%,832,147.1K,1.5M,387.71,4201,4h,13.36%,0%,-,https://t.me/trinitytokenai,2024-11-19 23:41:12,396.1K,+34.26%
13,You Are My Sunshine,EJSkac8cd8H5aqtaw89tpKxkienhfnxag4qMU2NBpump,41.21%,1835%,1835%,693,249K,135K,79.01,272,3min,21.52%,0.75% Buy More,-,https://t.me/Lebronsunshine,2024-11-19 23:41:12,39.4K,+41.21%
14,Dragon Ball Pnut,Dn8YLg1YKbb668QLASrGxGdanhGdjdMCcgj4WNc9pump,52.86%,-71.65%,5818.5%,544,3K,59.9K,29.97,456,1h,11.91%,0% Add Liquidity,-,https://t.me/dbnutsolana,2024-11-19 23:41:12,20.7K,+52.86%
15,Animal Dance,85Y6dqggrq1Pj4aj7S3sCqrYygTWyGrswxni3tERpump,94.8%,2280.5%,2233.6%,503,149.6K,548.4K,145.04,633,48min,26.54%,0%,-,,2024-11-19 23:41:12,266.9K,+94.8%
16,Just a worried guy,DT3zuw4qzDw2Fp6Uh5W1aMZBK2wfGWZWjJUfJY9Qpump,140.8%,3177.8%,3288.7%,508,183.3K,230.5K,79.01,289,1min,32.89%,0.11% Buy More,-,,2024-11-19 23:41:12,134.8K,+140.8%
17,YES KING 👑,Fs6Ucti3HjXjqLaQLiXfgVg7wxJw5msrrYDAQPDFpump,55.66%,1377.8%,1377.8%,507,115.5K,98.7K,93.13,234,5min,31.45%,0%,-,,2024-11-19 23:41:12,35.3K,+55.66%
18,Remus the Creator,HhSaFKqs3QMS1oyy4tetTNMQUg4CTe3A7pb9XeqSpump,223.8%,4208.3%,4208.3%,513,349.9K,316K,79,54,1min,32.59%,5.05%,-,,2024-11-19 23:41:12,218.4K,+223.8%
19,SUPERCAT,A3CatmPVdfm7HZM8NWwmkYekegs4rpA29VBw1nLPzAjJ,1072.3%,1072.3%,1072.3%,503,9.4K,298.9K,122.86,163,144d,15.37%,0%,-,https://t.me/supercatcomunity,2024-11-19 23:41:12,273.4K,+1072.3%
20,alpha,5XGwQCw4FaMFWK9q6qKLvr7fv6nKsa4wWep9rWaZpump,31.35%,32.21%,-12.9%,631,10.9K,43.9K,54.55,629,1d,26.07%,0%,-,https://t.me/alphacto_portal,2024-11-19 23:41:12,10.5K,+31.35%
21,AIDogs,HVQeYrE7cdKh7Q1KsDzkxDTRF4AddP2kN4JVQsbCK9EZ,104.6%,237.7%,548%,504,149.9K,248.7K,118.47,615,5min,30.01%,4.38%,-,https://t.me/AlDogsToken,2024-11-19 23:41:12,127.1K,+104.6%
22,TRINITY,6UWNmC8NHHquKQZShp4Mgj13HBE8pKj2BTq5UJPSpump,30.86%,11.99%,6380.2%,853,92.8K,1M,368.41,4500,4h,12.52%,0%,-,https://t.me/trinitytokenai,2024-11-19 23:41:12,247.3K,+30.86%
23,KIKA,HnWbSfM4TPLR8KQUrTNiHH7SSMoAKeyiD5NZbstapump,33.07%,-54.64%,5236.7%,544,147.3K,361.4K,157.61,1893,1h,22.11%,0%,-,,2024-11-19 23:41:12,89.8K,+33.07%
24,Just a thoughtful guy,GBN48SzspkMYg4WxNCjxqdx7P12URnFYBAy2SDbipump,115.2%,2878.8%,2878.8%,529,365.6K,204.5K,79,251,1min,30.41%,3.46%,-,https://t.me/ThoughtfulGuySOL,2024-11-19 23:41:12,109.4K,+115.2%
25,real chill guy,5FgCcsSy7goyaLEfzwajGptcnfi9havhyWkjhDYFpump,547.5%,2971.7%,2971.7%,566,295.6K,217.1K,79.01,164,59s,31.61%,0%,-,,2024-11-19 23:41:12,177.3K,+575.1%
26,Peanut the dog,4rh3Hs8kTRDaXfzhvy7DAio2EaLqZXEDZFqxydcmpump,210.6%,3849.4%,4311.4%,519,158.4K,298.1K,79.01,311,3min,25.07%,1.76%,-,,2024-11-19 23:41:12,202.5K,+210.9%
27,first token listed on eBay,3GLufHfUCkrmXjyEcP6kHQac4TgcQpSGUqw7HHnKpump,326%,4996.6%,4996.6%,542,352.9K,349.3K,79.01,295,45s,24.88%,3.46%,-,,2024-11-19 23:41:12,289.9K,+324.4%
28,Crypto News Monitors,746oG13zrumn6fSW2AeapqkUz9W2j3mZ5RqEjGB6pump,300%,3303.1%,3303.1%,517,196.6K,374.8K,79.01,282,3min,44.73%,2.66%,-,,2024-11-19 23:41:12,280.7K,+299.6%
29,Just a trump guy,FQVgxGfy2SujKdwdrDwn2oX9TVjtoywXjGQ2YDyDpump,95.62%,625.9%,1874.5%,509,95.1K,136.7K,93.76,397,7min,20.41%,0%,-,,2024-11-19 23:41:12,66.8K,+95.62%
30,Doge Man,FkpAp3xBo3Wu5AJHco54hWqm2VHibZxoCcNpDuHpump,2688.9%,2690.4%,2690.4%,511,331.2K,185.1K,79.01,324,1min,11.93%,0%,-,,2024-11-19 23:41:12,215.5K,+3246.4%
31,AI Dancing Cat,6W34k5VBA68DXFZPfLz4o8yJgJoiiR4YoQfbtAAZpump,20.63%,395.2%,2259.5%,499,362.2K,2.6M,413.35,765,4d,24.63%,0%,-,https://t.me/solanaaicat,2024-11-19 23:41:12,1.1,+60.62%
32,Doge Banana,HoD7c6okudQ38xvnzxnmHrVNKB6tKvHSEGskqFAzpump,30.4%,20.98%,39.94%,4516,2.9K,59.5K,64.22,840,3h,29.57%,0%,-,https://t.me/DOGENANA_CTO,2024-11-19 23:41:12,13.9K,+30.41%
33,Chillgirl,AH9oMYaNWwwh93rthazxXcJB7kyFsLgZMxDJxbwpump,22.09%,19.14%,236.5%,761,218.5K,7M,742.96,7833,2d,22.45%,0%,-,https://t.me/chillgirl_cto,2024-11-19 23:41:12,1.9,+33.14%
34,GERMAN TANK,D3BKJxzfaAxhxSmDiK6iMn2yF14dpMKPF8GPdTdzpump,57.9%,1085.3%,1085.3%,437,7.7K,304.7K,145.85,162,164d,15.17%,0%,-,https://t.me/GERMANYTANK,2024-11-19 23:41:12,134.4K,+84.04%
35,PUT THE PHONE DOWN,3fjZFK6iC8L75U25kF6iXGATsQBjPHwVAAefPK7fpump,110.4%,2872.4%,2872.4%,548,229K,203.4K,79.01,260,2min,19.34%,0%,-,,2024-11-19 23:41:12,91.6K,+94.77%
36,just a chill baby,HaigRoYiu3Wct3jiBq2uRa8EdTafU88VGo7Kecudpump,92.83%,848.8%,2302.5%,514,90.5K,188.4K,112.4,492,6min,33.42%,1.34%,-,https://t.me/justachillbaby,2024-11-19 23:41:12,90.7K,+92.83%
