row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
36,Butterfly Effect,D2rtDh1qY1yyqJy8uJbKBLgxQD4kZjsEEuzrya2Rpump,127.3%,790.7%,790.7%,507,91.2K,58K,79.01,266,45s,19.99%,0%,-,,2024-11-16 05:45:15,32.5K,+127.3%
37,WHO NEEDS SLEEP,HZzTKDg9QzPxo3qYcijAKv4N7Ws9vWoJJ1Sy48uypump,30.15%,-79.46%,175.8%,2356,1.8K,17.8K,35.87,266,1h,22.33%,0%,-,,2024-11-16 05:45:15,4124.76,+30.15%
38,Human Intelligence Machine,4AUfF4DYp1xdQwAuLQLPMgwXUoDY2fa93WufxdGHpump,2558.3%,2558.3%,2558.3%,514,148.2K,173.7K,79.01,255,46s,32.92%,0%,-,,2024-11-16 05:45:15,175.2K,+2682.1%
39,Forg,3cxEikFgWvs2o6R559nUfPzbXeEPNKtu4o6cy16zpump,407.4%,2068.8%,2068.8%,509,135.1K,137.7K,79.01,213,1min,21.71%,0.4%,-,,2024-11-16 05:45:15,110.6K,+407.4%
40,Anime Girl Intelligence,8TLuByeGP27xK361dX62DX9HcfbkWJ6Yjc2nPEUqpump,1549.5%,1549.5%,1549.5%,507,171.4K,185.6K,79.01,114,37s,26.45%,0%,-,,2024-11-16 05:45:15,174.4K,+1549.5%
41,Hawk,DTwcrsnKA2LhqG1A1uxYmJrwsSegGQc9mkiMW6XKpump,99999%,99999%,99999%,514,235.2K,136.5M,260.65,405,4min,9.74%,0%,-,https://t.me/hawktheshibkiller,2024-11-16 05:45:15,132.5,
42,doge 100x on leverage,8dXGUTGoLBmD6a8FfP7LUy9T6kZCmTMGTYZK6RGTpump,17.09%,1128.6%,1135.6%,709,164.9K,77K,79.01,307,11s,16.41%,0.71%,-,,2024-11-16 05:45:15,21K,+40.07%
43,STAND FOR TRUTH,AxWpjQpJvNKdptxaYLPceUzGMp3qjAEmnaErXvfXpump,131.5%,1604.8%,1604.8%,630,190.7K,107K,79.01,352,2min,23.27%,0%,-,,2024-11-16 05:45:15,60.8K,+131.5%
44,Catstanbul,7EvdK8K1uuPY5ZwL8aURPv4RfQLYmwucpC8KAhprpump,193.9%,2140.3%,2140.3%,506,129.1K,137.6K,79.01,247,54s,18.85%,0.04%,-,,2024-11-16 05:45:15,89.5K,+191.2%
45,Catalina Whale,C22Z1swrAbsMohxvoXmgY66ycy2jixXtRzNwvvsXpump,82.12%,1466.8%,1466.8%,506,312.4K,3M,368.3,358,5min,9.87%,0%,-,,2024-11-16 05:45:15,1.3,+82.12%
46,Jake Paul,E6AXypQmEzoi712v64KaPuK1W6jJmywzLDJgh2rhpump,1102.7%,1102.7%,1102.7%,527,346.6K,2.3M,379,378,4min,20.17%,0%,-,https://t.me/paulversustyson,2024-11-16 05:45:15,2.1,+1102.7%
47,RLB,7vrTvMEhNgAYqxvnmUMcXaBM8tGNr2pxvxbkks38pump,99999%,99999%,99999%,539,254.5K,386.9M,262.83,377,4min,29.31%,0%,-,"https://t.me/rollbitchat#:~:text=ROLLBIT%20OFFICIAL.%2010%20292%20members,%2012",2024-11-16 05:45:15,372.7,
48,Phobos,CE9aiRJqzAJy77VY6qZmjr8QZmymkog9YZYwCmJ2pump,55.94%,861%,861%,518,71.7K,63K,79.01,239,23s,24.36%,1.71%,-,,2024-11-16 05:45:15,22K,+52.51%
49,Millie,ASCfy1jY4GTjry4q4tkmb6y3vApfFLWzrb6ddWyQpump,952.7%,1114.8%,1114.8%,538,91.8K,79.6K,79.01,277,4s,18.37%,0%,-,,2024-11-16 05:45:15,72K,+952.7%
50,capybara,Hs4VvpaB9cwamHiqtR8VtuQW6mzR5zyMhQHqcBFspump,99999%,99999%,99999%,511,267.3K,131.4M,262.04,376,4min,9.73%,0%,-,https://t.me/capycoinbsc,2024-11-16 05:45:15,131.3,
51,Pew Pew,C4M9TtoiDJ5LqfTTMiE1ch6gSY2pb9KMUZiXACg4pump,32.26%,27.2%,15.47%,2261,7.9K,204.8K,154.83,499,29d,28.33%,0%,-,https://t.me/pewpewmemecoin,2024-11-16 05:45:15,50K,+32.26%
52,Regular Pixel Guy,wSDvrWiVydjd1w7HAjrKge6uKPAsEDyPuTpEurkQ8ms,1047.3%,1047.3%,1047.3%,507,8.8K,273.7K,118.42,190,186d,15.82%,0%,-,https://t.me/+gVdq3CrcR7s0OTI0,2024-11-16 05:45:15,249.5K,+1045.7%
53,Urolithin A,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,30.4%,73.57%,224.7%,560,377.8K,9.3M,929.36,2273,55d,18.48%,0%,-,https://t.me/pump_science,2024-11-16 05:45:15,2.2,+30.4%
54,HALO,HJsroJ8XMmtZuj13yYs2CZpmju18ZceGSJhNzwCppump,30.61%,460.5%,460.5%,737,106.2K,132K,86.01,416,9min,4.21%,0%,-,,2024-11-16 05:45:15,30.9K,+30.61%
55,Bio Acceleration,7dxQE4YXrWqtwUVb8W8HjfPT3t4H4dWZfsDWRWKupump,92.41%,898.9%,2202.2%,518,454.2K,4.9M,476.2,986,6d,21.2%,0%,-,,2024-11-16 05:45:15,2.4,+92.72%
56,TOTO is NUTS,B5WLVV72V54iX5QAVETnThUpaxdGpNQuYKgz4cV7pump,741.1%,741.1%,741.1%,503,316.7K,1.6M,379,306,4min,20.23%,0%,-,https://t.me/totonutsol,2024-11-16 05:45:15,1.4,+733.7%
57,Iron Hands,BtpKQH7t6zYEXwf7CfcSNQgWjm4r8m865SHhN15Npump,32.23%,521.8%,521.8%,607,75.8K,86.3K,79.01,462,1min,19.46%,0%,-,,2024-11-16 05:45:15,21K,+32.23%
58,Butterfly Effect,D2rtDh1qY1yyqJy8uJbKBLgxQD4kZjsEEuzrya2Rpump,196.5%,1277.6%,2875.5%,515,210.6K,193.6K,110.79,532,52min,22.54%,0%,-,,2024-11-16 05:45:15,126.8K,+194.1%
59,KZL's Pet,CML1NiaUNvcD5X6vgQ5JWUNC1rRsz2S3ej3Fde5spump,95.78%,592.1%,592.1%,575,928.5K,45.2K,79.01,284,1min,20.27%,0%,-,,2024-11-16 05:45:15,20.8K,+89.83%
60,Twitter Doge Logo,2H8fTKVkBSVUGkozh9epTcrVB9KQFBXeKhv1Ekbcpump,193.9%,193.9%,193.9%,509,433.5K,574.4K,379.15,327,4min,22.91%,0%,-,,2024-11-16 05:45:15,379K,+193.9%
61,BANANA APE,259eUJJLFSjz6X7f4AARXvW3ReiNtgJ7ua43eWVtpump,126.3%,1288.7%,1288.7%,501,310.5K,2.6M,352.8,345,5min,13.2%,0%,-,https://t.me/Banana_ape,2024-11-16 05:45:15,1.5,+126.3%
62,DON,381XWYuG1zZw1kp7recF8h6wLaXGngw7ucG7CLFRpump,99999%,99999%,99999%,504,236.9K,259.8M,260.65,361,3min,29.33%,0%,-,https://t.me/TronTriad,2024-11-16 05:45:15,259.7,
63,Deimos,9nKQeyRereNsc8LUbdFrTZqMc2Am7Kp4x1gVuchNpump,534.7%,851.1%,851.1%,540,401.9K,60.2K,79.01,208,1min,22.95%,3.46%,-,,2024-11-16 05:45:15,46.7K,+492.1%
64,꧁༑꧂,DU8muHmxqv3JxpVSLEzPRG5uqeDz5Qv8LvLDcrnPpump,153.4%,1390.7%,1390.7%,511,137.1K,120.6K,79.01,220,1min,27.97%,0%,-,,2024-11-16 05:45:15,73K,+153.4%
65,MAX,Gn4GAUpTkbtw4xbf546dCg7QbNx7dZjFNivtszKapump,134.2%,196%,462.8%,515,181.5K,729.3K,206,2389,11h,20.78%,0%,-,https://t.me/gigglemax,2024-11-16 05:45:15,541.9K,+174%
66,ZORO,Gxrz4Fr2n1VaeVLbHR5A6jDBA7TrRxVZebuXRQwZpump,404%,404%,404%,522,72.5K,118.5K,79.01,371,4min,3.97%,0%,-,,2024-11-16 05:45:15,95K,+404%
67,BabyCate,2wWYmPWTeJBT6tymUKeTSrCUiSrVFe3n35G3q88Mpump,1303.2%,1303.2%,1303.2%,513,315.5K,2.7M,379.33,363,4min,23.11%,0%,-,https://t.me/babycatebsc,2024-11-16 05:45:15,2.5,+1286.8%
68,SAMOI,FfYhzJ7j3rrs4m4i1wKy5Bz5aYW8mKEGq2rxChU3pump,1919.3%,2799%,2682.4%,530,179.5K,231.4K,79.01,259,1min,40.55%,0.04%,-,,2024-11-16 05:45:15,220K,+1919.3%
69,Fat Shogun,A1k7YQEdP7hUHtghtZbypGDJa4HgHYjowp9pheyWpump,893.8%,893.8%,893.8%,507,361.5K,1.9M,363.92,358,4min,20.4%,0%,-,https://t.me/fatshosol,2024-11-16 05:45:15,1.7,+894.2%
70,Mr. Peepers,Cht8x4GENw1FifFMsyFNz6mMvLQsfjERoRTfnm3ipump,185.1%,1393.2%,572.1%,524,92.9K,182.5K,79.01,565,1min,14.79%,0.25%,-,,2024-11-16 05:45:15,120.8K,+188.7%
71,Groggo By Matt Furie,D5jPiJzymYscFc7r3SKWXZYsXfc8MUHTwGDCNX69pump,472.8%,472.8%,472.8%,503,274.8K,609.6K,260.6,377,4min,11.58%,0%,-,http://t.me/groggo_eth,2024-11-16 05:45:15,503.2K,+472.8%
72,Philosoraptor,FfnSRS5y6nYfDkCbrAAtwmRRUefQpBgjYYjcqNfHZMHK,939.1%,1045.3%,1045.3%,524,99.1K,1.3M,274.51,435,11min,11.78%,46.07% Remove Liquidity,-,,2024-11-16 05:45:15,1.1,+939.1%
73,Phobos,CE9aiRJqzAJy77VY6qZmjr8QZmymkog9YZYwCmJ2pump,200.9%,155.6%,5309.1%,506,129.6K,354.4K,102.9,928,1h,21.83%,1.71%,-,,2024-11-16 05:45:15,236.7K,+200.9%
74,BIBI,7UiTAJhzDcqc5CvVAUWS6sUyeXcQWUXuh7zsbUrNzb8K,153.5%,664.6%,659.8%,517,219.9K,585.2K,252.72,1566,194d,24.36%,0%,-,https://t.me/bibisolanatg,2024-11-16 05:45:15,330K,+143%
75,GMCZ,6CrHf2tAd6qigMX2EWppbquRyWkNuhvr7gFUaz53pump,99999%,99999%,99999%,510,224.9K,350.1M,281.65,340,3min,29.26%,0%,-,https://t.me/GMCZcoin,2024-11-16 05:45:15,350,
76,XRP Mascot,BbztXDMf8hH6vRCNDqwSKV5WAEFhNsUzvYjkECMPpump,896.8%,896.8%,896.8%,523,319.3K,1.9M,379.43,356,4min,16.57%,0%,-,https://t.me/XrpMascotSol,2024-11-16 05:45:15,1.7,+867%
77,StrategicSunReserve,6rPzHua8fEBHFaPg461ZJbd5LSzqwpLsQJAeXdCKpump,99999%,99999%,99999%,506,267.3K,251.5M,260.6,336,4min,29.45%,0%,-,https://t.me/guardianofsunmeme,2024-11-16 05:45:15,240.7,
78,Tyson dad,GzvhW84ueUWRBA6ed2V7ZV87msGgeeUYYE2jhkhGpump,187.1%,634.2%,1736%,525,139.6K,117.1K,79.01,339,1min,23.67%,3.13%,-,,2024-11-16 05:45:15,76.3K,+187.1%
79,SkyDog,Aomxc2vCY15K36k7riZycUXmpZwadRTxWteCrqmXpump,904.9%,904.9%,904.9%,509,361.4K,2M,379,349,4min,22.84%,0%,-,https://t.me/SkyDogPortal,2024-11-16 05:45:15,1.6,+837.8%
80,CATBAT,4YXm9C2LaR1fEajuFq84SZRxKeMxPDPNCzQ3Yaqipump,32.29%,457.1%,457.1%,514,72.8K,130.4K,87.17,383,6min,4.76%,0%,-,,2024-11-16 05:45:15,31.8K,+32.29%
81,KING 👑,7DrbFy8cAfSWVc8A7o6bf4arFQsXwPrxaMvU68dopump,760.9%,760.9%,760.9%,506,264K,2M,397.03,363,4min,23.23%,0%,-,https://t.me/WelcometoKING,2024-11-16 05:45:15,1.7,+760.9%
82,CZ DNA,CR5eZbeAQoMyyEAdnATeEbS8egUHg7fh8hQvGsvRpump,43.31%,1912.7%,1912.7%,515,57.5K,127.3K,63.89,495,7min,15.55%,0%,-,,2024-11-16 05:45:15,38.5K,+43.31%
83,A Cat Named Five,3cBP9tmmH686cK9PvFPnucdKpume3YGUoExQhXbipump,129.9%,504.9%,743.3%,548,66.5K,54.2K,59.87,345,5min,22.52%,0%,-,,2024-11-16 05:45:15,30.6K,+129.9%
84,Bitaro,ERCpScD58AzssyVEWHthYNnHLQtWp4iGXWVcm3qzVyvC,30.54%,-1.23%,65.89%,518,149.7K,9.8M,899.9,43076,1d,0.83%,0% Add Liquidity,-,https://t.me/Bitaro_Portal,2024-11-16 05:45:15,2.3,+30.51%
85,G,J5HnGDsPAwRg1LpbNAmjv7U6iyA6cYkTLSqTZ8HPpump,73.2%,778.4%,778.4%,505,77.6K,55.6K,79.01,306,5s,19.61%,0.1%,-,,2024-11-16 05:45:15,22.8K,+70.94%
86,Bio Acceleration,7dxQE4YXrWqtwUVb8W8HjfPT3t4H4dWZfsDWRWKupump,35.72%,127.6%,4272.6%,546,442.7K,10M,949.12,2438,6d,20.66%,0%,-,,2024-11-16 05:45:15,2.6,+35.72%
87,PULSE,9cMhEJjUCX8S1icaCagqSgncRiRAhKEB54jkuyt6nrvj,33.82%,-29.76%,9815.8%,4278,7.7K,126.9K,52.46,868,3h,31.27%,5% Add Liquidity,-,https://t.me/pulsecoin_app,2024-11-16 05:45:15,32.1K,+33.82%
88,Running,Hb71EvtWJ5HC63TxsTLUKi8GhEBFNMdEmMKf8tRxpump,337.8%,337.8%,337.8%,511,562K,830.8K,422.23,286,4min,23.86%,0%,-,,2024-11-16 05:45:15,635.7K,+335%
89,NAD+,HxBEN1LQJrpUHwNQScLwFvViXp6srXPHQgUP3dabpump,293.6%,2335%,2335%,515,116.2K,149.8K,79.01,323,1min,20.52%,0.71%,-,,2024-11-16 05:45:15,111.7K,+293.6%
90,TORU,9Uzuijoyb3XM9sSSqsv248SQd3sXrZbnkT59mHHKpump,1184.5%,1184.5%,1184.5%,505,170.1K,79.9K,79.01,191,1min,24.36%,1.41%,-,,2024-11-16 05:45:15,73.7K,+1184.5%
91,Penicillin,9pAavTd2TwH2LCZrz1k873mwVqym2hMQbZgQ5waVpump,42.4%,679.7%,679.7%,506,125.4K,47.8K,79.01,243,1min,22.14%,0.1%,-,,2024-11-16 05:45:15,14.1K,+41.85%
92,Ragnarok: Monster World,5mZhwgQKRNmiiAinYMNjxqjbQJu72xd4JkKymfdzpump,701.8%,701.8%,701.8%,502,398.5K,1.6M,423.2,323,4min,22.85%,0%,-,,2024-11-16 05:45:15,1.4,+701.8%
93,Flovi inu,Abe2naSTZ6u1bGSfr5rkZHnuStuCPnTvdb2VydNgpump,1273%,1273%,1273%,511,306.1K,2.7M,389.79,324,4min,10.4%,0%,-,https://t.me/flovicommunity,2024-11-16 05:45:15,2.3,+1215.6%
94,CZPOWER,GYSuKKw4jkuSda4sVEvWXuAfFQPEYn7RaFpmmFopump,99999%,99999%,99999%,503,252.1K,655.3M,287.4,348,4min,29.36%,0%,-,https://t.me/SOLCZBOSS,2024-11-16 05:45:15,655.2,
95,Elonia Musk,GuRJLUz4wBPuozRHWjZJ8W26CxHai8w8aSuXzs1oQ1iZ,44.85%,-14%,-56.96%,1378,203.6K,1.4M,346.78,16453,1d,3.24%,0% Add Liquidity,-,https://t.me/Elonia_Musk,2024-11-16 05:45:15,483.2K,+49.15%
96,DeSci,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,156.8%,1452.6%,2444.3%,533,173.9K,179.2K,79.01,391,3min,24.21%,0%,-,,2024-11-16 05:45:15,109.4K,+156.8%
97,Cat In A Memes World,E1L9ZBxT3gRtx5gQiW9qZcdkakhrsRTwc8MzXb3qXvLi,41.11%,3186.3%,3186.3%,535,91.3K,98.8K,36.27,611,54min,22.44%,0% Add Liquidity,-,https://t.me/CatInAMemesWorldSol,2024-11-16 05:45:15,28.8K,+41.11%
98,RUFF,7TyicJbpEbmtNsHepTno4CGAaswBnP9iNSsMYUwEpump,37.06%,771.5%,771.5%,1058,87.8K,106.8K,79.01,389,3min,8.88%,0%,-,,2024-11-16 05:45:15,28.9K,+37.06%
99,Ribonucleic Acid,mki3LW4SUPxjpsmsMn3Nuv9bQdfGiuuuYm5oisdpump,212.9%,2052.2%,2052.2%,501,108K,140.9K,79.01,248,1min,19.49%,0%,-,,2024-11-16 05:45:15,95.9K,+212.9%
100,OKX DNA,28Ydf1qNxm1NBdJMjGYnwH9hLvc3KvoAnxmotRPMpump,142.5%,1381.4%,1381.4%,524,141.7K,96.6K,79.01,149,1min,21.49%,0%,-,,2024-11-16 05:45:15,49.9K,+125.1%
101,C.elegans,Gq9zgnft9w4HzPBXujEKUv6NLDksZWScQTrcEk6Mpump,1108.4%,2819.3%,2819.3%,580,187.2K,184.7K,79.01,243,1min,24.87%,0%,-,,2024-11-16 05:45:15,212.8K,+1425.3%
102,DUKI,CaJ27iMkGqcP9jsjJ52nga3Gbm5gW7udk2Rf7MoDpump,1121%,1121%,1121%,503,401.5K,2.4M,403.29,319,5min,22.73%,0%,-,https://t.me/+7EjuRHwKCE9jZWUx,2024-11-16 05:45:15,2.2,+1121%
103,Bio Acceleration,7dxQE4YXrWqtwUVb8W8HjfPT3t4H4dWZfsDWRWKupump,30.02%,13.2%,2747.4%,706,227.4K,6.8M,790.74,2810,6d,19.45%,0%,-,,2024-11-16 05:45:15,1.6,+31.35%
104,Yuuki,DaUDXEE4MHCSingpMfBsDaCrUC7LXbr76JmAtSAKpump,489.2%,489.2%,489.2%,525,78.2K,138K,79.01,381,4min,3.97%,0%,-,,2024-11-16 05:45:15,114.1K,+487.3%
105,red blood cell,76v7AqR2Pi1VX9eDUNAfYCar1MxQouU1NDsnkm4upump,88.4%,678.4%,678.4%,522,71.5K,50.8K,78.64,327,34s,17.48%,0%,-,,2024-11-16 05:45:15,26.5K,+98.41%
106,⌇⟒⌖,8eq8FBAYEx2niicZTAKVR1nZuJGA1Q7NbMLnqj5apump,120%,1317.5%,1317.5%,510,460.3K,2.7M,356.33,397,8min,10.15%,0%,-,,2024-11-16 05:45:15,1.5,+120%
