row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
11,Joe Rogan's Dog,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,30.06%,188.7%,399.7%,533,260.2K,3M,570.35,2774,8h,20.51%,0%,-,https://t.me/JoeRoganDogSOL,2024-11-17 22:44:21,688.3K,+30.23%
12,CWAB,FtjHjWBrozFsP8jyxXg3D6N95Vhkp1n6GYayhhcspump,34.6%,40.56%,1619.5%,908,10K,142.4K,96.15,917,4h,15.71%,1.43% Buy More,-,https://t.me/cwabonsol,2024-11-17 22:44:21,37.9K,+36.26%
13,Bongo Dog,84FhoHxkYxfReN6NsdqmyWrWuH5SPH61vkcqFEAbpump,39.02%,-56.53%,743.3%,1675,28.1K,56.9K,57.71,961,2h,23.83%,2.08%,-,https://t.me/TheBongoDog,2024-11-17 22:44:21,16K,+39.02%
14,DERP THE CAT,E9Hss8sEVEko3HZw5et9nJMGjUqgBXXiiTb3akYupump,1488.3%,1488.3%,1488.3%,557,407.1K,109.5K,79.01,277,1min,38.84%,5.11%,-,,2024-11-17 22:44:21,131.2K,+1904%
15,Goat-x,G3BaY21sYCKdi9NhtkqCqnuy5Hjk3Be7BpLwoythpump,1498.7%,1498.7%,1498.7%,510,168.9K,111.5K,79.01,141,1min,31.9%,6.71%,-,,2024-11-17 22:44:21,104.6K,+1498.7%
16,Jon Jones Duck,7ejjVs7Fcatb126GhshSdoGhjQNswcK8yzxtqMukpump,2101.1%,2101.1%,2101.1%,585,275.9K,146.3K,79.01,320,41s,30.15%,0.44% Sell Part,-,,2024-11-17 22:44:21,139.7K,+2101.1%
17,Bony,uRMRUBz9ptNVAXWU7mwH2vnYNstRhZxkzGj22wwpump,2925.6%,2925.6%,2925.6%,532,425.7K,207.6K,79.01,87,36s,39.6%,0%,-,,2024-11-17 22:44:21,200.8K,+2925.6%
18,Inki,Fm7KwzQ4RWBWGG9X4RCVXV8Yep5RREqpgBzLhRxmpump,1898%,1898%,1898%,530,476.9K,136.3K,79.01,142,1min,41.15%,3.46%,-,,2024-11-17 22:44:21,129.5K,+1898%
19,Mascot,CuFJWKTaV1v9zQuWiwArwi19pukNMNTjprPt7Zjdpump,498.4%,498.4%,498.4%,505,312.1K,40.8K,79.01,159,2min,33.68%,3.46%,-,,2024-11-17 22:44:21,34K,+498.4%
20,Hole,FgVRFC2oJFZHATGQSLc1MGtYLjRVdtVRd9srdwgJpump,175.9%,175.9%,175.9%,515,147.3K,19K,79.01,123,1min,26.02%,4.95%,-,,2024-11-17 22:44:21,12.8K,+185%
21,Little RED TRUCK 🛻🎄,7yGGZJyLEHseG3ovDV9keRw1wnRGwEsARRphmX6kpump,104.9%,406.6%,9849.7%,504,187.1K,690.2K,232.91,1060,1h,25.77%,6.71%,-,https://t.me/littleredtruckhauling,2024-11-17 22:44:21,353.3K,+104.9%
22,Buck's Coin of Destiny,DSBfvHvZbKHHJXXouwgkp5ixCTttWFSSxxvCimqcpump,117.3%,297.7%,2350.6%,510,386.4K,161.6K,73.81,436,1h,22.12%,1.76%,-,,2024-11-17 22:44:21,87.2K,+117.3%
