datetime,o,h,l,c,v,address,type,token,timestamp
2024-11-13 20:00:00,7.521706285779118e-06,7.521706285779118e-06,7.521706285779118e-06,7.521706285779118e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-13 20:00:00
2024-11-13 21:00:00,7.521706285779118e-06,7.521706285779118e-06,7.521706285779118e-06,7.521706285779118e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-13 21:00:00
2024-11-13 22:00:00,7.521706285779118e-06,7.521706285779118e-06,7.521706285779118e-06,7.521706285779118e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-13 22:00:00
2024-11-13 23:00:00,7.521706285779118e-06,7.521706285779118e-06,7.271675059071228e-06,7.271675059071228e-06,18847618.826727,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-13 23:00:00
2024-11-14 00:00:00,7.271675059071228e-06,7.271675059071228e-06,7.061225660108786e-06,7.061225660108786e-06,2250677.468101,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 00:00:00
2024-11-14 01:00:00,7.061225660108786e-06,7.061225660108786e-06,7.061225660108786e-06,7.061225660108786e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 01:00:00
2024-11-14 02:00:00,7.061225660108786e-06,7.061225660108786e-06,7.061225660108786e-06,7.061225660108786e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 02:00:00
2024-11-14 03:00:00,7.061225660108786e-06,7.061225660108786e-06,6.974747771832868e-06,6.974747771832868e-06,8894454.096446,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 03:00:00
2024-11-14 04:00:00,6.974747771832868e-06,6.974747771832868e-06,6.974747771832868e-06,6.974747771832868e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 04:00:00
2024-11-14 05:00:00,6.974747771832868e-06,6.974747771832868e-06,6.974747771832868e-06,6.974747771832868e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 05:00:00
2024-11-14 06:00:00,6.974747771832868e-06,7.077106372355562e-06,6.974747771832868e-06,7.077106372355562e-06,4519060.741642,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 06:00:00
2024-11-14 07:00:00,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 07:00:00
2024-11-14 08:00:00,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 08:00:00
2024-11-14 09:00:00,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 09:00:00
2024-11-14 10:00:00,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 10:00:00
2024-11-14 11:00:00,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,7.077106372355562e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 11:00:00
2024-11-14 12:00:00,7.077106372355562e-06,7.077106372355562e-06,6.913242905629172e-06,6.913242905629172e-06,682113.020863,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 12:00:00
2024-11-14 13:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 13:00:00
2024-11-14 14:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 14:00:00
2024-11-14 15:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 15:00:00
2024-11-14 16:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 16:00:00
2024-11-14 17:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 17:00:00
2024-11-14 18:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 18:00:00
2024-11-14 19:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 19:00:00
2024-11-14 20:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 20:00:00
2024-11-14 21:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 21:00:00
2024-11-14 22:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 22:00:00
2024-11-14 23:00:00,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,6.913242905629172e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-14 23:00:00
2024-11-15 00:00:00,6.913242905629172e-06,6.913242905629172e-06,6.769140059794217e-06,6.769140059794217e-06,2197655.933379,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 00:00:00
2024-11-15 01:00:00,6.769140059794217e-06,6.769140059794217e-06,6.769140059794217e-06,6.769140059794217e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 01:00:00
2024-11-15 02:00:00,6.769140059794217e-06,6.769140059794217e-06,6.641562373637764e-06,6.641562373637764e-06,858615.773369,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 02:00:00
2024-11-15 03:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 03:00:00
2024-11-15 04:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 04:00:00
2024-11-15 05:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 05:00:00
2024-11-15 06:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 06:00:00
2024-11-15 07:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 07:00:00
2024-11-15 08:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 08:00:00
2024-11-15 09:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 09:00:00
2024-11-15 10:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 10:00:00
2024-11-15 11:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 11:00:00
2024-11-15 12:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 12:00:00
2024-11-15 13:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 13:00:00
2024-11-15 14:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 14:00:00
2024-11-15 15:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 15:00:00
2024-11-15 16:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 16:00:00
2024-11-15 17:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 17:00:00
2024-11-15 18:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 18:00:00
2024-11-15 19:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 19:00:00
2024-11-15 20:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 20:00:00
2024-11-15 21:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 21:00:00
2024-11-15 22:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 22:00:00
2024-11-15 23:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-15 23:00:00
2024-11-16 00:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 00:00:00
2024-11-16 01:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 01:00:00
2024-11-16 02:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 02:00:00
2024-11-16 03:00:00,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,6.641562373637764e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 03:00:00
2024-11-16 04:00:00,6.641562373637764e-06,7.046151765799085e-06,6.641562373637764e-06,7.046151765799085e-06,1568925.029145,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 04:00:00
2024-11-16 05:00:00,7.046151765799085e-06,7.046151765799085e-06,7.046151765799085e-06,7.046151765799085e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 05:00:00
2024-11-16 06:00:00,7.046151765799085e-06,7.046151765799085e-06,7.046151765799085e-06,7.046151765799085e-06,0.0,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 06:00:00
2024-11-16 07:00:00,7.046151765799085e-06,9.856289587353326e-06,7.046151765799085e-06,9.856289587353326e-06,158621127.666926,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 07:00:00
2024-11-16 08:00:00,9.856289587353326e-06,2.2558298174009026e-05,9.00981676311172e-06,1.41519896237057e-05,1150550737.7590683,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 08:00:00
2024-11-16 09:00:00,1.41519896237057e-05,0.0028148691003940115,1.2414889787094001e-05,0.0011439061545592739,8403267512.674207,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 09:00:00
2024-11-16 10:00:00,0.0011439061545592739,0.008303906847937791,0.0011198872756748698,0.0030015156780420454,2464433406.1068325,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 10:00:00
2024-11-16 11:00:00,0.0030015156780420454,0.005940964696830795,0.0022456659104835653,0.003721188212148966,914670002.0693272,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 11:00:00
2024-11-16 12:00:00,0.003721188212148966,0.004355004604752274,0.0012599230049109562,0.0013212959980649025,966705544.3316418,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 12:00:00
2024-11-16 13:00:00,0.0013212959980649025,0.002895736033975241,0.0005336530922957261,0.0018124791968413875,1390164539.8708508,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 13:00:00
2024-11-16 14:00:00,0.0018124791968413875,0.0033268544708501876,0.0017696248623992209,0.002596993723278291,552415214.6003333,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 14:00:00
2024-11-16 15:00:00,0.002596993723278291,0.0026356551756625377,0.0014124444218850474,0.002155598325679681,392496350.9938235,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 15:00:00
2024-11-16 16:00:00,0.002155598325679681,0.0033843730018180986,0.0019092522846729174,0.0026210485223275605,263037166.27661824,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 16:00:00
2024-11-16 17:00:00,0.0026210485223275605,0.004710963056478186,0.0020476016485315635,0.0036182149828871313,386591665.299076,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 17:00:00
2024-11-16 18:00:00,0.0036182149828871313,0.004894361788345541,0.002271152214668087,0.0025859969723022445,420953396.0645566,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 18:00:00
2024-11-16 19:00:00,0.0025859969723022445,0.003889404413778163,0.00212907412760739,0.0028081119856186144,243141008.3942712,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 19:00:00
2024-11-16 20:00:00,0.0028081119856186144,0.00386403345182675,0.002383156235296866,0.0029875138579783605,144915156.6076561,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 20:00:00
2024-11-16 21:00:00,0.0029875138579783605,0.0038830056689766876,0.002664022576478845,0.003582348407416116,87518916.1513969,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 21:00:00
2024-11-16 22:00:00,0.003582348407416116,0.005631795804503319,0.003563505184065043,0.0045992609206073785,228601230.4914945,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 22:00:00
2024-11-16 23:00:00,0.0045992609206073785,0.005435825639764612,0.003298004867798732,0.003697462901359229,153264618.37675676,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-16 23:00:00
2024-11-17 00:00:00,0.003697462901359229,0.004722854093357841,0.003432272438775076,0.0034505922532319148,109543049.7776951,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 00:00:00
2024-11-17 01:00:00,0.0034505922532319148,0.009235400486085715,0.0033867745434768646,0.006589435316969304,316501261.38285524,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 01:00:00
2024-11-17 02:00:00,0.006589435316969304,0.007156599681616478,0.004459151024476646,0.005537257947328585,262292224.15787414,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 02:00:00
2024-11-17 03:00:00,0.005537257947328585,0.007513400215932537,0.004066846163888529,0.004252792501746652,242691827.93147,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 03:00:00
2024-11-17 04:00:00,0.004252792501746652,0.005288579707688071,0.003949757918062793,0.004185928549082817,199613365.35822672,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 04:00:00
2024-11-17 05:00:00,0.004185928549082817,0.006660605537992206,0.002896633138703126,0.0032521628783888316,282108821.7672199,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 05:00:00
