Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Man,MAN,768K,5.85Mil,,124705.45982276047,WhZEoFj5uejcq392GeYEC7Fmwr5q49wyq9jD5U3pump,6,MAN,Man,0.0008796546041097,119301.80656559576,1062,45.280437756497946,1490,39.906103286384976,2165,48.08481532147743,2985,-14.445399828030956,,,5500,4682.608695652174,,,5519,,880K,2822,2,,,,,
SEAL,SEAL,772K,1.00Mil,,110666.86711331108,Ho6wN4ff7RdTdXE1UsCZjrjuFVMHyRFTv1oBdbSECnJS,6,SEAL,SEAL,0.0006468846297924,100300.91885430804,80,-20.0,146,147.45762711864407,181,341.4634146341463,207,314.0,,,241,173.86363636363637,,,868,,647K,308,5,,,,,
Oraichain Token (Wormhole),ORAI,775K,3.37Mil,-31.75820892477004,570047.6269608097,2hZWncnmsSMdbkdwzSHJfrnDVkL66g63gncdRWqjTbBB,8,ORAI,Oraichain Token (Wormhole),11.936646431595207,44483.06015626994,36,50.0,48,-17.24137931034483,89,-16.822429906542055,151,-33.480176211453745,,,310,9.540636042402827,,,595,46.913580246913575,767K,206,3,,,,,
Right Click Save As Guy ,RCSAG ,777K,3.22Mil,-86.13539501885828,125007.36384113856,9XWUzTYsRdyWdcQsJ7qibwgaJSNAm8aMKLLe2zbapump,6,RCSAG ,Right Click Save As Guy ,0.0008859326631219,125891.33514084168,28,64.70588235294117,47,20.51282051282051,65,-54.86111111111112,189,270.5882352941177,,,225,246.15384615384616,,,318,58.2089552238806,779K,1939,2,,,,,
HYVEMYND,HYVE,793K,25.55Mil,,129375.74204968826,ABAGcLC6hoapG3xFcBkwaXzmdFzdH7nup2JD1feapump,6,HYVE,HYVEMYND,0.0008081400705884,130865.28074926752,127,6.722689075630252,208,-25.71428571428571,411,-24.587155963302752,799,-26.08695652173913,,,1535,-64.74506201194305,,,8043,,808K,1928,4,,,,,
LLM,LLM,804K,1.47Mil,-82.4148866417721,180641.380682565,DyT6mdhiAYbHPML2AVXviGVxMQbc6Z3VmPZ2MQG6pump,6,LLM,LLM,0.0007622796349387,180641.380682565,39,200.0,50,-15.254237288135592,89,20.27027027027027,138,-18.823529411764707,,,253,-25.806451612903224,,,681,-19.59858323494687,762K,1826,5,,,,,
glamorous,glam,811K,1.93Mil,-43.10352258833141,153058.82322285578,73rzMJ8uEqjAf5vE1YPGrXbg7Cb2Yv85EoxpJh2mpump,6,glam,glamorous,0.0008604758067397,164066.5949431817,72,1.4084507042253522,112,33.33333333333333,149,75.29411764705883,203,-6.451612903225806,,,355,2.601156069364162,,,877,-41.14093959731544,860K,2624,2,glamorous,https://t.me/glamcto,https://twitter.com/GlamCatSol,https://www.glamcat.lol/,
tardigrade,tardi,815K,1.00Mil,-60.41278876306022,179131.09909160202,DTTLrCGbqn6fmNuKjGYqWFeQU5Hz153f5C3pNnxepump,6,tardi,tardigrade,0.0008867148304604,179173.25234148643,19,-40.625,47,-26.5625,102,50.0,160,-23.444976076555022,,,300,17.1875,,,614,33.47826086956522,887K,2562,2,tardigrade,https://t.me/tardionchain,https://twitter.com/tardionchain,https://tardionchain.xyz/,
gemxbt,GEMXBT,819K,2.00Mil,-43.289943073442856,122662.12530883052,68YY6KjfnmPuQubYkFTsmXGaF2FuwcxumWLFxb6cpump,6,GEMXBT,gemxbt,0.0007388257303785,122662.12530883052,30,0.0,52,26.82926829268293,83,16.901408450704224,143,-25.906735751295333,,,299,1.3559322033898304,,,911,-36.648122392211405,739K,843,4,,,,,
Tether USD (Wormhole),USDT,840K,1.85Mil,-64.45473205866732,823585.6917892925,Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1,6,USDT,Tether USD (Wormhole),1.0001570381194351,823589.3511778502,4,100.0,5,66.66666666666666,7,-30.0,13,-13.333333333333334,,,23,-11.538461538461538,,,81,-27.67857142857143,776K,2183,3,tether,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/en/,https://discord.com/invite/xsT8qrHAvV
Solycat,SOLYCAT,854K,1.02Mil,-61.48087365218884,173657.6300651332,5v62ivFK6pAERaZC8ysBD66dCJS83MbqyVAmXYddbM78,5,SOLYCAT,Solycat,0.0008549884113152,173657.6300651332,191,-4.0201005025125625,387,-4.679802955665025,785,169.7594501718213,1059,1312.0,,,1116,436.5384615384615,,,1593,-56.41586867305062,855K,1159,1,,,,,
Santa Pepe,SANTAPE,856K,32.14Mil,,285344.6670920921,GxWyh17McYtY3h9m75nyTdy8Cp6WAzkdyNRDPKmjHU4c,9,SANTAPE,Santa Pepe,9.123458073332016e-06,0.0,301,-21.20418848167539,650,-14.473684210526317,1382,-33.55769230769231,3417,13.824117255163223,,,6011,32.080861349154034,,,9372,,9K,10108,1,,,,,
Wrapped BNB (Wormhole),WBNB,872K,2.40Mil,-15.930326157441671,696360.3503895928,9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa,8,WBNB,Wrapped BNB (Wormhole),717.1740157306671,728462.6490648373,14,16.666666666666664,23,21.052631578947366,35,16.666666666666664,59,-36.55913978494624,,,136,40.20618556701031,,,290,14.624505928853754,875K,6581,13,binance-coin,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/,
Convo.wtf,convo,878K,7.22Mil,-64.52976011648424,191302.7173620608,KnrmAHo1wW2fGqVXcSZSpo6kmiKam5vNbDByrURpump,6,convo,Convo.wtf,0.0009002202556822,191302.7635214692,24,41.17647058823529,40,-47.368421052631575,107,-35.15151515151515,240,-29.82456140350877,,,458,27.22222222222222,,,863,-8.870116156282998,900K,2518,4,convo,https://t.me/convo_community,https://twitter.com/convodotwtf,https://convo.wtf/,
BALDIE,ALPHA,884K,8.62Mil,31909.731942962982,138209.54376868223,4WcCBEMXaf1pCdNKnJJMZE2cmQnb7AVtYVFQqeVkpump,6,ALPHA,BALDIE,0.0008839986524327,138209.54376868223,7,-61.11111111111112,23,-11.538461538461538,32,-3.0303030303030303,48,14.285714285714285,,,59,28.26086956521739,,,82,583.3333333333333,884K,1621,1,,,,,
DOGE DEPT,DEPT,891K,23.20Mil,,296119.61685346294,HkVs1CuNJhTxniwL7tmgn9s8B3o5F9NXRywNa4dZDsCk,6,DEPT,DOGE DEPT,0.0008947276846523,298055.78571117774,707,-9.35897435897436,1442,-8.50253807106599,2976,-4.859335038363171,6060,-2.084343189529811,,,10109,0.9285143769968052,,,10291,,895K,11199,1,,,,,
Big Bull,BBULL,942K,15.11Mil,,136762.5434327648,DUo7dGKvw7Q2q3dZDWX8SmAisHtbbTzVrK5827VJpump,6,BBULL,Big Bull,0.0009328966840627,144158.61503930166,457,-0.8676789587852495,827,-21.90745986779981,1666,4.648241206030151,2843,-1.8978605935127677,,,4978,-39.054848188050926,,,11555,,933K,6533,3,,,,,
巳升升,巳升升,943K,1.01Mil,-22.709470732040085,154410.37505345794,FhQjKRfcwPkBHuuJzdxbfgQcTnyxuiMi1kxvfTxkpump,6,巳升升,巳升升,0.0009951507908208,154415.28109747008,45,-22.41379310344828,89,12.658227848101266,145,2.8368794326241136,235,-47.19101123595505,,,593,63.8121546961326,,,895,400.0,995K,1618,2,,,,,
