row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp
37,Honey Pack,HVoZT5bju1pbruM8ryKgqjzCC82sfkbWaDsTtHBEpump,87.16%,410.5%,1619.3%,94,30.4K,334K,135.35,2050,70d,27.12%,0%,-,https://t.me/honeypackonsol,2024-11-20 01:45:37
38,Just a chill baddie,AatuvAsQnyBZSbk4cS1mYBf3qQLAr2hQrdbmhb34pump,308.7%,1031.3%,1031.3%,315,37.5K,76K,75.67,119,30min,29.68%,0%,-,,2024-11-20 01:45:37
39,Just a degen,4DvD1N3shXHs2Fs9S9Dnox6xYxBpcpqtctBefEbLpump,13.64%,65.08%,6279.3%,38,11.5K,426.3K,165.72,375,1h,33.32%,3.46%,-,https://t.me/justadegen,2024-11-20 01:45:37
40,Raccoon Dog,GLkCbVHbzbDZ6MzGq3DyKiiEdAVN2U4JXeWp5rspump,3.87%,20.47%,39.78%,4,1.3K,241.6K,130.12,522,1d,21.27%,0.58% Buy More,-,,2024-11-20 01:45:37
41,PIRATE GUILD 🏴‍☠️,A8hCQpwwWRdEG1sLbkcnEEzpGAXCnUyXDFpEyRy9pump,10.42%,672%,672%,74,1.7K,87K,79.23,202,30min,25.85%,1.82%,-,https://t.me/Pirateguildonsol,2024-11-20 01:45:37
42,WINTER ARC,4j2gUEmfbSAacvSSd6yXo8yEzXCAUVeoXrqLVV3apump,15.71%,73.3%,1376.1%,915,223.2K,6.9M,990.41,8032,51d,14.2%,2.79%,-,https://t.me/winterarcsolana,2024-11-20 01:45:37
43,Ponzi AI,Bm4Lpuu2rRi48e38irmixW99rf27BJUdZDZoJ8B9pump,64.44%,901.9%,1303.2%,91,15.7K,92.4K,82.97,265,1h,25.19%,0%,-,,2024-11-20 01:45:37
44,Rizzler real name,8gp9yYVG9EVokuZksBxSUKzZNdNJfcdFz2D9TABLpump,52.35%,56.41%,29.24%,15,3.8K,61K,61.74,127,1d,26.16%,0%,-,,2024-11-20 01:45:37
45,Mythical Pull,6ZX3V3pxi9Yj7cacFzbokfJmS2h3sneesXZg8fsupump,194.6%,2921.1%,2921.1%,95,26K,121.5K,76.54,156,21d,29.35%,0%,-,https://t.me/mythicalpullportal,2024-11-20 01:45:37
46,im sorry,8Ug31fTsAG4a3a9Wt5zEwgDHDh8cq8y6hPdZnfPWpump,36.32%,116.8%,5898.3%,192,63.6K,409.8K,190.34,761,1h,20.79%,0%,-,,2024-11-20 01:45:37
47,my dog lucy,Cy7Nyi89q2HCt4wwxyLLJERNdjwBJVHJCnC8xGSQpump,,,,611,353.7K,1M,268.96,1665,1h,15.86%,0%,-,,2024-11-20 01:45:37
48,one unchill gal,7p2Rs9KkiWNKZkWNDFUCxG7EUBxbCByQC95fCNQ8pump,77.99%,77.43%,392.4%,170,128K,3.8M,552.41,2645,1d,14.94%,0%,-,https://t.me/galCTO,2024-11-20 01:45:37
49,Brain Rot,EHgCM4QTGiwvAAKwE8ieWWxwfgdjqQ55E2kcj5BTpump,22.83%,1089.5%,1089.5%,453,34.7K,78K,65.18,294,34min,25.07%,0.07% Buy More,-,,2024-11-20 01:45:37
50,im sorry,6NgJae7TKL4SQiVJyAsU8vNs1fF8K6jn8L7JfRKZpump,2246%,2246%,2242.9%,85,36.7K,157.6K,79.01,372,23s,18.28%,0%,-,,2024-11-20 01:45:37
51,whatever man,FCA9261dgVpVMmdZnzsh9e5Jr2MD1vRYQUfYMDFcpump,38.03%,124%,1153.4%,68,18.2K,133.5K,82.87,239,1h,25.7%,0%,-,https://t.me/whateveronsol,2024-11-20 01:45:37
52,Chill Cat,VhAk1GMq1AtRZRkVQmsLpYXTrG1ZS3UoiFUPyMFpump,26.17%,671.8%,671.8%,26,8.4K,56.8K,45.41,69,30min,27%,0%,-,,2024-11-20 01:45:37
53,cryptosage26,91Wbp3iTkcVv2h2JRFmKkdZ8dnCZE8A5e1iSKpQupump,28.81%,106.4%,830.1%,115,7.2K,273.2K,134.82,214,138d,17.78%,0%,-,,2024-11-20 01:45:37
54,Mini,5zKQ5o6djRNo82yXyavKVuqmsQKr5X8vDgxfiwicpump,7.42%,698.4%,698.4%,8,1.2K,60.6K,61.09,60,31min,29.22%,0%,-,,2024-11-20 01:45:37
55,lil rugger,ES6tJaxpj38TTqopchvtB7TA3qVtuUsPPmu6J14ipump,636.8%,624.3%,691.5%,121,27.2K,52.4K,38.15,13,1h,39.49%,1.41%,-,,2024-11-20 01:45:37
56,Chicken Nugget Dog,EucWa4gZ5PbqghHMsqQPy7PTTaS2FFR8chSnvVxmpump,515.2%,515.2%,515.2%,3,21.2K,156.1K,107.19,111,151d,15.72%,0%,-,https://t.me/+TofiLNzDqTIyNjgx,2024-11-20 01:45:37
57,Yumino,2LX4ibwT8bLjd1Sn7zPtQkZDiAARYo8WGSrRkAAgpump,6.76%,1003.3%,1003.3%,1574,342.3K,276.9K,134.26,1122,28min,13.8%,0%,-,https://t.me/YuminoKagume,2024-11-20 01:45:37
58,Baby Gen Z Quant,8pvmXreNmHSbo6SMSrYVA9Vwh7GgTYALMWAxQa3Wpump,0.01%,805.1%,805.1%,260,9.9K,63.2K,63.96,317,35min,25.29%,0%,-,,2024-11-20 01:45:37
59,Knight,8HdK4VVbGG6nVFkuPThTBQGS7jx2hR4xKo4nNh9zpump,,,,36,36.3K,2M,346.98,112,18d,17.36%,0%,-,,2024-11-20 01:45:37
60,Merry Christmusk,6PfemVoW14xgFywcnhc9zrAW9hV8gGZKCTSe3Ns3pump,141.2%,141.9%,157.3%,2,52.7,655.5K,148.59,1154,21d,22.17%,2.08% Buy More,-,https://t.me/xmusk_meme,2024-11-20 01:45:37
61,Just a rug guy,Fk6iLaLMS4hDx3kcaP93m4To6rGtmpiRTGNSmV7cpump,8.65%,2566.1%,2566.1%,308,64.7K,233K,112.06,403,11min,14.11%,0%,-,https://t.me/Just_a_rug_guy,2024-11-20 01:45:37
62,Kimiko,2G6jk88zF7tyicTXcjANZ9H9P2v86hoXvQaXvxD3pump,51.1%,753.9%,753.9%,239,9K,214.5K,111.82,389,48min,12.85%,0%,-,https://t.me/kimiko_aisol,2024-11-20 01:45:37
63,winter arc,4nufac3ZPNrFvdxpcNWL7aSCrPkny5QqDpZD4MsEpump,25.21%,193.2%,1100.2%,59,9.1K,185.1K,115.41,787,56d,20.58%,0%,-,https://t.me/wintercommunityarc,2024-11-20 01:45:37
64,ICK,2J1iS9awQkhjrpUqmTBWtP1EyopH5H7G5wJ7pCQHpump,125.4%,251.3%,2696.8%,64,27.4K,636.7K,215.46,830,33d,22.63%,0%,-,https://t.me/ickcoinsol,2024-11-20 01:45:37
65,PAULY,9FhZAQwPybxwNec7h81ZMoMt5fpcTayqMWJ7Bvrcpump,111.6%,968.2%,968.2%,93,16K,69.8K,57.56,145,31min,28.07%,0%,-,https://t.me/paulyfucks,2024-11-20 01:45:37
66,Crazy Guy,F5eueXoVs3XUF7i1uaTdUmrkpxfFCbgAjkzm1sfNpump,32.14%,6641.4%,6641.4%,279,130.4K,450.7K,169.88,366,26min,25.74%,0%,-,https://t.me/CrazyGuySol,2024-11-20 01:45:37
67,I like my sootcase,BUZFom1YPnAZVYSccbpddBmFYmHcS4Xtc3JQG5cFpump,11.02%,4.64%,89.41%,53,43.3K,3.3M,527.44,2153,2d,25.3%,0%,-,https://t.me/sootcasesol,2024-11-20 01:45:37
68,Sen Z Suant,2GxdEZQ5d9PsUqyGy43qv4fmNJWrnLp6qY4dTyNepump,2.28%,269.4%,269.4%,18,2K,80.7K,74.14,229,30min,8.87%,2% Sell Part,-,,2024-11-20 01:45:37
69,Quant Z Real Name,3qjXbsJhMbG3kYE3tH5tnGtQ4warWpVUsp7NAjzCpump,35.51%,129.7%,3600.1%,90,14.3K,251.5K,119.26,646,1h,18.72%,0% Buy More,-,,2024-11-20 01:45:37
70,QUANTS MOM,6YZM5CfaCxm6NGYstEGjtpHeA31m97mGvtfjVhGDpump,47.98%,272.9%,4958.7%,340,127.9K,351.2K,143.44,868,1h,17.62%,0%,-,,2024-11-20 01:45:37
71,Saddam’s Hiding Place,4yq4fytCJVBCNoPhJdAmyRror2ywyjWb4DGcF5Tnpump,306.9%,414.2%,1438%,62,14.3K,89K,39.01,123,35d,28.79%,2.22% Buy More,-,https://t.me/hidingplacesol,2024-11-20 01:45:37
72,Trump Shuffle,DueNdyyx5a1ZMeaZr5kSSK3BjM5ADnDmhnD8ya4R8pGE,15.95%,36.81%,64.77%,46,25.5K,2.4M,473.63,3372,3d,26.02%,0.22%,-,https://t.me/TrumpShuffle,2024-11-20 01:45:37
73,Just a chill boy,DJ6snEdtVpa3SmkYpcAhmdfeYKRx25R3URMxHE4upump,5.51%,5427.8%,5427.8%,1716,102K,376.9K,149.24,727,31min,13.28%,3.99%,-,https://t.me/chillboysol,2024-11-20 01:45:37
74,is this real?,Cf2kKxdRHukHEfJPEKzB66xebkrCbnvMWaYz78gzEYe6,120.7%,123.7%,185.9%,47,18.6K,186.4K,86.08,228,117d,27.17%,0%,-,https://t.me/chatsolcto,2024-11-20 01:45:37
75,Chill Quant,7agtx4QR4yVzKC2yb6ns71JHCfnwjyhCkzhCDn4ipump,4.58%,1344.4%,1344.4%,369,58.2K,101.3K,79.01,565,1min,23.24%,0%,-,,2024-11-20 01:45:37
76,Chilldawg,HcL1GCwrWPnw2vButNV2Bny8W5SFHc6wRe8eQcBJpump,13.76%,44.53%,1032.3%,39,11K,2.4M,415.88,577,8d,26.52%,0%,-,https://t.me/chilldawg11,2024-11-20 01:45:37
77,JUST A CHILL QUANT,76niNn9kZivmQe36oDC66pYUDdXko2YtoyLoMGRBpump,39.26%,992.2%,992.2%,91,10.5K,80.4K,69.76,282,36min,21.28%,0%,-,https://t.me/chillquant,2024-11-20 01:45:37
78,The Cabal,33T8zxy51eS2skdPrZpvtm8RYpDhMwuMqnXRDYHNpump,40.34%,432.4%,2566.6%,142,28.5K,183K,103.28,641,2h,20.58%,0%,-,,2024-11-20 01:45:37
79,Who did?,82Y9NrBVnjivETWVSZy29ctdBDjndVKP4tv1oPh8pump,421.2%,520.9%,297.5%,265,72.3K,104.1K,80.25,241,11d,36.5%,0%,-,,2024-11-20 01:45:37
80,SPARK,8PxYj4hKY9SaUmEc6KPRaX2PGQEXvd4GZUWQYqvmpump,81.76%,1217.5%,1217.5%,1029,155K,173.8K,79.01,390,4min,12.51%,0%,-,,2024-11-20 01:45:37
81,fries in the bag bro,uto2Lz8BLvW7D8gkuXqtpWdxRTfsWiaETkn3Mvhpump,17.65%,103.7%,206%,160,103K,2.7M,557.52,2842,6h,17.42%,0%,-,,2024-11-20 01:45:37
82,suspect,271Syafi7iTUS1roGEvZfqMgWZavwAwpHSboepMppump,32.66%,230.6%,11.24%,66,5.7K,168.7K,99.27,526,5h,26.18%,0%,-,,2024-11-20 01:45:37
83,QUANT In Prison,5Kj1UBryo1fBFXMLxbq5jESN7fX9DUG7sGSvzPrVpump,59.61%,161.2%,1013.5%,245,11K,73.5K,67.21,319,1h,28.41%,0%,-,,2024-11-20 01:45:37
84,APT.,Dx7ov1L9fbALFLdLkuvw9e4f98vSuMMMfPUhXxE6pump,65.21%,231.3%,444.3%,18,11.1K,410K,182.01,273,26d,38.36%,4.43% Buy More,-,https://t.me/apateusol,2024-11-20 01:45:37
85,NIGGA QUANT Live,EvsfgG9rKqdQw5UZE1tBVZeH7Rmh6DzhD49kquXnpump,133.5%,1886.5%,1886.5%,238,37.1K,133.7K,64.63,451,13min,23.8%,2.28%,-,,2024-11-20 01:45:37
86,DARK QUANT,CmxCiH1Pi2vKmeZz1ezkB6gtnk77Wk9pZoKyNCUSpump,31.37%,764.4%,978.8%,102,17.4K,83.1K,73.91,460,59min,24.43%,0%,-,,2024-11-20 01:45:37
87,BabyNuty,5m7K2AAaNtfhcUE98GmPppxfJPjzkPSd9aWZot7wpump,6.02%,727.2%,727.2%,6,338.7,58.4K,58.67,71,33min,21.05%,6% Sell Part,-,https://t.me/Nutybaby,2024-11-20 01:45:37
88,ShitPissFuckCockPeepeeWeenerButt,CC6Ew8JFYeWY3RiceKZMyZ895zQmqUZXhbydqLLfpump,544.8%,347.4%,3187.7%,64,73.2K,222.1K,61.05,340,1h,31.09%,0%,-,,2024-11-20 01:45:37
89,In Da Clerb,7hZH5F6cMWFXS8UdtHk9tbunkNc3MCwLRj1s6JWVpump,49.37%,84.35%,85.88%,34,15.5K,612.7K,209.21,711,15d,18.19%,0%,-,https://t.me/CLERBPORTAL,2024-11-20 01:45:37
90,NO FATHER,DsJvRfkeXrjfvEw24VNxrGVESzWsjuvPewpjD2EWpump,532.5%,532.5%,532.5%,2,21.4K,162.3K,106.92,54,166d,15.24%,0%,-,https://t.me/orphanagesol,2024-11-20 01:45:37
91,corecore,Crb3po4oD4NVahRQjR6fthD2Cyz3jNsz5MqPkAuUpump,63.17%,103%,83.79%,15,13.9K,555.2K,227.81,450,113d,25.77%,0%,-,https://t.me/coreonsol,2024-11-20 01:45:37
92,Qwak,sPsGhgUvtRDZqDqYMP3SPkMfDr53K4BwqUPsEGPpump,37.55%,1469.1%,1469.1%,462,73.2K,134K,79.01,416,4min,16.86%,0%,-,https://t.me/qwakqwak,2024-11-20 01:45:37
93,The comeback is personal,FDjuAogfRBQ9LiYQfaKa7hUJDTBbZdUY1B9V3a9Rpump,32.02%,970.1%,1021.6%,54,5.9K,145.4K,94.47,543,9d,26.51%,0%,-,http://t.me/ItsPersonalCTO,2024-11-20 01:45:37
94,MONKE,2YWXVUiKuo86oo3sVjP612UtrRtA3GNvmkWkxokQpump,19.74%,781.5%,781.5%,1006,168.8K,225.3K,123.48,712,27min,4.27%,0%,-,,2024-11-20 01:45:37
95,Orange Justice,7mSU64dwqSTbiqsZdNtpttdxNJwmDimVJpxK2nacpump,403%,802.6%,802.6%,140,44.6K,63.1K,42.17,42,36min,30.76%,5%,-,,2024-11-20 01:45:37
96,Girl Math,8a1YhgyCceYNuK3yxsBCW6nQHTxkRsptw39sLtMnpump,,,,321,75.4K,730.7K,218.37,1249,27min,15.69%,0%,-,,2024-11-20 01:45:37
97,Just a bad guy,5JGi5RWDDjRNWBifuwavKGE7cPG8YhenDLxrTHAjpump,24.04%,5348%,5348%,1784,137.5K,376.4K,163.62,839,31min,10.29%,3.8%,-,https://t.me/sobadguy_sol,2024-11-20 01:45:37
98,Brick By Brick,cnyJBV6WpkMsTY2PvQKzXG3i7XP7eGvnfZJKu3wuoLd,368.1%,361.9%,243.4%,49,40.4K,118K,44.83,221,48d,24.37%,0%,-,,2024-11-20 01:45:37
99,spinning cat,VaxZxmFXV8tmsd72hUn22ex6GFzZ5uq9DVJ5wA5pump,22.73%,46.02%,17.74%,57,33.9K,4.6M,799.24,2025,50d,19.75%,0%,-,https://t.me/OIIAOIIACTO,2024-11-20 01:45:37
100,Vitalik Deer friend,9qhn55pun3MrJxoRAAyVbTgnWGrZdaZwPR4soFhopump,172.1%,3077.6%,3029.6%,101,10.9K,123.2K,59.18,161,11h,26.25%,0%,-,,2024-11-20 01:45:37
101,Chill with Hands and Quant,EArjEbe8ta85W5TxGkbg9svDAam2xyR4iDTbLWp3pump,27.23%,3599.2%,3599.2%,173,36.6K,328.2K,143.16,441,32min,14.72%,0%,-,https://t.me/ChillwithHandsandQuant,2024-11-20 01:45:37
102,Im looking for a man in finance,7aiNG7kzjVtoBp7D2dAB5hSsXZt9s816dinnDd7pump,170.4%,4928.3%,4928.3%,392,94.1K,342.7K,105.31,680,24min,19.52%,0%,-,,2024-11-20 01:45:37
103,Gegage,BpwXtUJjm7rhfAWbbWrXDgVDDBq7UnkhJLocCunApump,14.14%,37.49%,111.7%,37,3.3K,94.9K,80.59,187,16d,32.16%,3.85% Buy More,-,https://t.me/gegagesol,2024-11-20 01:45:37
104,gpt2,Bb1V5SsdbJs7ZtayEUTC8YirNq2qkT5pHgrSefQvpump,838.3%,1732.4%,1732.4%,163,12K,72.9K,56.32,136,26d,14.21%,0%,-,,2024-11-20 01:45:37
105,Lepre,JvdRq61EjWZ91yFPoJXzAK1WSBrxkmMdTxuhYmhPump,6.94%,987.7%,987.7%,205,2.4K,72.2K,68.92,56,30min,31.67%,0%,-,https://t.me/lepregold,2024-11-20 01:45:37
106,glowup,3Jx21Gq52xBHBCuDzaS3G9eG1aNWswJQqDog58XSpump,30.4%,92.68%,242.9%,42,9.7K,239.5K,133.98,365,40d,23.34%,0%,-,https://t.me/GLOWUPONSOL,2024-11-20 01:45:37
107,DOP DOP YES YES,C4i1wbrQuTDNrAbbs5a44QG8T91cHhZap7ndL423pump,50.42%,1142.6%,1142.6%,132,29.8K,83.2K,73.07,352,33min,22.24%,0.71%,-,,2024-11-20 01:45:37
108,Ashley!! Look at me,EsAsy3ChcmmeUJKeVUgSNMVaesUayAAg97mnLhV4pump,32.24%,197.1%,982.1%,53,9K,71.8K,61.95,454,2h,25.79%,0%,-,,2024-11-20 01:45:37
109,Boys Will Be Boys,8Vm62Z6mBiCksHvZjzyCNvuUxs75oHUHq6WKLvYMpump,29.9%,3025.7%,3025.7%,226,34.7K,214.9K,130.62,870,50min,14.6%,0%,-,https://t.me/boyswillbeboysolana,2024-11-20 01:45:37
110,FYP,EsYtTpFu5KinFP1QCmJ6qeiDYDQTo54Dsx4eiscppump,39.63%,206.7%,268.2%,45,11.4K,122.2K,74.02,329,7h,19.99%,0%,-,,2024-11-20 01:45:37
111,Bella,D28Xv8u5SaShbRnbWFBsVmYd9zwotHsd532wBmdBpump,24.78%,1239.5%,1239.5%,103,21.7K,91.1K,73.69,487,28min,22.05%,0%,-,,2024-11-20 01:45:37
112,Bitcoin Elephant,6oUQD9yMNyDzeSBwsf81wHwkxr2NsDXeb2xS9sjpPnPC,68.83%,104.9%,5085%,81,22.9K,377.5K,155,447,2h,29.88%,0%,-,,2024-11-20 01:45:37
113,SOLDREAM,Ks1DXjfXzWq2zmJKayxXQJVFtW9QjdrhQ1F1dBsgump,5.93%,783.5%,783.5%,22,825.1,58.7K,57.98,86,30min,28.21%,0%,-,https://t.me/soldreamlol,2024-11-20 01:45:37
114,Metformin,7w9gX1WBAYs6KnTd5oZdNNDS887YcBo4yScj66dUpump,41.51%,33.94%,215.7%,69,61.6K,1.1M,294.74,1670,1d,17.4%,0%,-,https://t.me/MetmorfinMet,2024-11-20 01:45:37
115,FYP,3hWicKahPaT29D9aUddMb2xESknrcR14qf7KDmhNpump,36.08%,695.4%,2559.8%,211,41.9K,294.7K,145.72,1180,51min,17.07%,0%,-,,2024-11-20 01:45:37
116,FAP,CBsP5UeM14hXmPkgVbzZJiyNZbpAfp6kJQEUwaFPpump,50.06%,593.7%,593.7%,508,29.9K,89K,77.26,349,45min,7.67%,0%,-,,2024-11-20 01:45:37
