row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
75,illusion cat,Eqwr3NsWFwYMVdx2yZP9SDGgrg994gXyE8cLWfg2pump,460.6%,460.6%,460.6%,104,27.6K,50.3K,46.9,60,3min,26.72%,0%,-,,2024-11-19 01:41:16,39.7K,+441.9%
76,Live Cat Behavioral Experiment,55nmkcMHLnCbzYhGdNf12EKy9oX7ixuLs6wU4My4pump,1271.2%,1271.2%,1271.2%,101,39K,96.7K,85.01,61,56s,48.33%,4.78%,-,,2024-11-19 01:41:16,89.6K,+1271.2%
77,Pepegorian Theorem,A8PGTiT3rcAq8wtDpmwgX3nPNQqcLi4SENryEzyVpump,190.5%,634%,634%,841,118.1K,52.8K,56.61,260,7min,21.39%,0%,-,,2024-11-19 01:41:16,36.9K,+207.4%
78,make me rich,DrX1F9GX4sTgWYPiAGfHbZJoTNt7jmirmRiYJqAdpump,275.3%,308.4%,308.4%,171,13.9K,27.9K,16.33,65,5min,27.29%,1.41%,-,http://t.me/makekidrichh,2024-11-19 01:41:16,16.2K,+214.5%
79,Pixel of book,HJVL4eR2MkmEUaqbQVCfvCc8X9yDdkUwKbsFMnDFpump,477.5%,477.5%,477.5%,109,11.8K,40.2K,44.23,127,1min,32.63%,2.31%,-,,2024-11-19 01:41:16,33.1K,+475.7%
80,GAME OF MEMES,8fkvamTDK7JJRNjPb5imcZk7REgk9d1C6fKS7AUdpump,752.1%,752.1%,752.1%,109,16.9K,61K,56.24,61,2min,45.65%,0%,-,https://t.me/gomeonsol,2024-11-19 01:41:16,53.8K,+752.3%
81,NASA NEW AI CHATBOT,Dd5JDFPvCqzxtg8d3K137JGFLhw7vppQHjUtesJypump,717.4%,920.7%,920.7%,151,52.5K,73.3K,54.04,5,9min,33.12%,0%,-,,2024-11-19 01:41:16,64.8K,+722.6%
82,fund.fun,73cWss3bWW28rMTRZLSR7UTV6YdRcADANcc7Lz96pump,228%,228%,228%,121,36.7K,23.6K,26.54,56,2min,32.93%,6.71%,-,,2024-11-19 01:41:16,17.1K,+237.4%
83,BUILD STRONG COMMUNITIES,Hn5rJEPs7oPP4DWDa3MKVEuprpw38i51VZ1d724GVAXf,1032.2%,1032.2%,1032.2%,107,19K,81.4K,65.5,63,3min,48.57%,0%,-,,2024-11-19 01:41:16,72.1K,+1002.9%
84,UNCHILLGAL,12WBBswRa9PvQq1w455weipzPsiVbmQPhAEHGk8Jpump,180.3%,180.3%,180.3%,146,17.9K,19.6K,42.29,134,49s,10.89%,0.02%,-,,2024-11-19 01:41:16,34.7K,+496.8%
85,Pepegorian Theorem,A8PGTiT3rcAq8wtDpmwgX3nPNQqcLi4SENryEzyVpump,245%,453.3%,453.3%,157,22.6K,39.8K,35.13,141,15min,23.57%,0%,-,,2024-11-19 01:41:16,26.5K,+228.3%
86,BABYBWONK,7WfGsRuqRRGdUMuBL96QARnvU3i23sXSLpuT41wLpump,467.7%,467.7%,467.7%,149,11.9K,39.7K,41.98,152,1min,29.66%,0.04%,-,https://t.me/BabyBwonk,2024-11-19 01:41:16,32.6K,+466.4%
87,War of Memes,13FshEUcURjGf4JvF3dhxeMi62Tw1cgYXVasw534pump,1184.7%,1184.7%,1184.7%,107,27.8K,89.8K,59.3,47,3min,32.49%,3.46%,-,,2024-11-19 01:41:16,91.7K,+1313.1%
88,PENNY,HsSnUsLBxkr5m3jttR4c4hQuAq1XysyKZJTbe7Jgpump,1181.7%,1181.7%,1181.7%,134,53.6K,98.5K,68.57,93,50s,38.87%,0%,-,,2024-11-19 01:41:16,80.5K,+1047.8%
89,RIP Penny,CJHWMuJfdiEpgrQH9b3nu3PCH8ACAGENExyBsTQSpump,1288.8%,1288.8%,1288.8%,133,38.7K,97.4K,25.52,95,1min,38.05%,1.73% Sell Part,-,,2024-11-19 01:41:16,90.3K,+1288.8%
90,BRAINROT FORMULA,2iSjvkFAwZ1MFUiLm4ef8cixknB8EEBaLz145rVVpump,212.9%,212.9%,212.9%,113,19.4K,22K,21.25,71,2min,26.88%,3.8%,-,https://t.me/BRAINROTFORMULA,2024-11-19 01:41:16,14.7K,+208.4%
91,lab.bio,4gqCAtRBeppFU2RMECWffbP1zehq59Lxsj5ryJDypump,691.6%,691.6%,691.6%,109,36K,75.1K,56.01,41,4min,25.36%,0%,-,,2024-11-19 01:41:16,59.6K,+627.6%
92,Foundation Cat,DLhonU7TNc5QQw48J81GzgR8pBTTueGPDNagQSNjpump,242.9%,242.9%,242.9%,184,50.3K,23.3K,20.61,90,1min,27.56%,0.18%,-,,2024-11-19 01:41:16,15.2K,+224%
93,TURBO TOAD AI,FLyVkgwjsW4C9NzMxxQUyob1X95KqeP6kLFMuFsipump,513.1%,513.1%,513.1%,152,14.7K,43.1K,44.09,204,56s,9.48%,0.12%,-,https://t.me/TurboToadToken,2024-11-19 01:41:16,34.9K,+496.6%
94,Foundation Mascot,CJAQTfxfrNn56jv52vq7xBUA71it8Gaj9mJSnCCZpump,1314.8%,1314.8%,1314.8%,160,58.5K,99.3K,42.48,94,1min,40.52%,3.46%,-,,2024-11-19 01:41:16,92.3K,+1314.8%
95,BUNKE,3UAsEMT1E6DfijLrJfWd6DDhkQw3uRWLpWFhzpHdpump,813.1%,813.1%,813.1%,109,16.6K,65.8K,59.7,56,4min,45.65%,0%,-,https://t.me/bunkexyz,2024-11-19 01:41:16,56.9K,+789.4%
96,The Human Dog 🐕,H4NiKuDpXTgdweP88SH6CXqh7NiYBqL6rgyapJSipump,492.9%,492.9%,492.9%,107,19K,40.4K,15.43,75,3min,28.86%,0%,-,https://t.me/KovuGates,2024-11-19 01:41:16,29.8K,+436.9%
97,SHRUM,4BEkgr8ds1pjLRnZTLtxR2G2hpsSYMPQpEsmfKddpump,470.6%,470.6%,470.6%,189,51.7K,39.9K,50.88,97,1min,33.14%,0.09% Sell Part,-,https://t.me/shrumsolana,2024-11-19 01:41:16,49.3K,+705.3%
98,Bumble Beens,5Y26iomheo15vpoTCPbC1Nq42mhxUuTsRvDXHouUpump,42.06%,412.7%,412.7%,148,26.1K,38.1K,36.37,32,12min,33.89%,25.51% Sell Part,-,,2024-11-19 01:41:16,27.7K,+322.5%
99,Newton's Law of Memetics,5Lz5yZto5Nwhqz2fV42HujrSzH5MXTNT7r1WX8X6pump,279.4%,279.4%,279.4%,102,20.5K,27.6K,25.15,74,3min,26.49%,0%,-,,2024-11-19 01:41:16,19.4K,+266.8%
100,Obsession,3bhhS52yjXR848qAtS4rmMzfS4PjpqSzDx1zdz6QW71D,853.4%,853.4%,853.4%,111,16.7K,68.1K,63.28,62,3min,43.7%,0%,-,https://t.me/ObsessionPortal,2024-11-19 01:41:16,57.7K,+808.1%
101,"CIA Real Spy Cat ""AcoustiKitty""",4GTTW5wMHESEm5G2zVeQiBEZ1aAdyHC4S1RHzMRepump,1279.9%,1279.9%,1279.9%,151,47.9K,98.4K,41.81,87,1min,41.53%,0%,-,,2024-11-19 01:41:16,31.8K,+446.2%
102,Foundation Cat,DLhonU7TNc5QQw48J81GzgR8pBTTueGPDNagQSNjpump,224%,1118.1%,1118.1%,363,46.9K,82.8K,67.06,239,9min,24.83%,0.18%,-,,2024-11-19 01:41:16,58K,+230.6%
103,Internet’s birth certificate.,8Q2tA7nBu89F9Z55YCbPT4cHg8T4Hh9dbVbseFABpump,309.2%,309.2%,309.2%,116,76.4K,30.6K,49.44,61,1min,39.21%,0%,-,,2024-11-19 01:41:16,21.1K,+283.1%
104,Pepe Trump,3d8GtNmhySSucsv5JW5DfSQNkQcLTt9mN6YC1sB9pump,527.3%,527.3%,527.3%,178,11.7K,44K,43.72,203,1min,11%,0%,-,,2024-11-19 01:41:16,36.4K,+519.1%
105,time,7doNViwkTtbDLxVuwydGUGTE3ME2hBcT6pnDzbYxpump,491.2%,491.2%,491.2%,110,31.9K,40.3K,43.66,64,1min,50.87%,0.36%,-,,2024-11-19 01:41:16,32.8K,+481.1%
106,Official CIA Dog,FDn88mYuaLewQmXiCwouwAWJYyLYYY3yKsvrVg8pump,310.9%,310.9%,310.9%,146,36.1K,29.3K,25.54,57,2min,35.58%,0%,-,,2024-11-19 01:41:16,14.9K,+209.3%
107,mckamala,9itA3RdZnJ2fUxo4ZwsmdG1N4xSqZF5vNEACZcBcpump,420.2%,420.2%,420.2%,146,78.2K,40K,55.76,77,56s,32.96%,0%,-,,2024-11-19 01:41:16,60.4K,+786.1%
108,Let's Find Gold With Nut,Hfjk7r7QVpRpe3m1iuNmyxa6FHL4eLceavHF92Kqpump,500.8%,500.8%,500.8%,143,14.7K,42.2K,43.08,144,1min,33.56%,2.09%,-,https://t.me/lfgnutt,2024-11-19 01:41:16,35.1K,+500.7%
