row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
12,gang gang,ETsqE1mmQodKybk5ws4pZHs72sWzG2NfaVzH5YKgpump,276.8%,276.8%,276.8%,139,9.4K,25.6K,15,24,1min,35.53%,0%,-,,2024-11-17 22:44:21,18.8K,+276.7%
13,BIGFOOT,2yABRhiapfC4YQLy5GHnFFVV1KJWyDkzirwkde1Zpump,537.2%,537.2%,537.2%,105,17.4K,43K,45.11,152,3min,11.06%,0.03%,-,,2024-11-17 22:44:21,36.2K,+536.2%
14,Magic 8-ball,38n936pHEiGXVWvnqy5ED4Xzkqcq7PkmXrN5pufrpump,1000.7%,1000.7%,1000.7%,217,56.1K,73.3K,41.26,137,59s,25.01%,0%,-,,2024-11-17 22:44:21,45.5K,+683%
15,Badtz Maru,7icVABWtz7ZUJ24ZajhBxjnePZFZ3P2SDAYS6Y9ipump,654%,654%,654%,102,14.9K,52.3K,56.31,48,4min,45.65%,0%,-,https://t.me/+oUk3OiiM21o4MDEx,2024-11-17 22:44:21,47K,+677.6%
16,ValleyDAO 🧬+🦠=✨🌍,4PuDQg19FZQrmqpcBxzSE7CBKYweTJZJo2GkqeTtpump,462%,462%,462%,102,46K,66.1K,63.63,88,2min,22.86%,0%,-,,2024-11-17 22:44:21,54K,+459.3%
17,Magic 8-Ball,AUvGLGg58Neyymw99xD7X6r4esd1is14hxfvUFUXpump,18.44%,18.44%,18.44%,111,157.7K,8K,50.56,8,27s,12%,0%,-,,2024-11-17 22:44:21,104.4K,+1541.5%
18,"Be cold, be hot, be",2AzpXBieo42Y4D861iYWJhMvuQyKVbemsB8pFW8fpump,828.5%,828.5%,828.5%,120,47.4K,61.3K,16.05,41,3min,50.33%,0.82%,-,,2024-11-17 22:44:21,31.8K,+481.1%
19,Catwins,B6CFFbRtuEnw51ECkB8y9H6snaFRJLxZ6cDQ7r7jpump,500.2%,500.2%,500.2%,105,10.6K,40.7K,44.18,173,2min,12.84%,0.1%,-,https://t.me/Catwinssol,2024-11-17 22:44:21,33.9K,+499.8%
20,Magic 8-Ball,13WLaWhvAeeg7Bh8QFFsaDZdmpqLWWUUQxuawmQwf5cE,698.8%,698.8%,698.8%,155,48.5K,52.6K,46.43,41,1min,11.51%,0%,-,,2024-11-17 22:44:21,60.4K,+916.1%
21,Magic 8-ball,3u8ANm3BWwLMgQEBihWoMmyRYUmGQzEsrDB3DFLjpump,138.9%,138.9%,138.9%,169,53K,16.3K,17.14,79,2min,42.25%,0%,-,,2024-11-17 22:44:21,20K,+292.4%
22,PNUT'S REAL DOG BROTHER,Gcbx7tTDjRUfDhYtqrEDFfFHWg77tbZ72xGLWoUVpump,395.1%,395.1%,395.1%,132,43.1K,34K,20.53,54,1min,37.37%,0%,-,,2024-11-17 22:44:21,25.8K,+375.8%
23,Goat-x,G3BaY21sYCKdi9NhtkqCqnuy5Hjk3Be7BpLwoythpump,900.7%,900.7%,900.7%,115,28.3K,69.8K,33.77,82,1min,39.77%,6.71%,-,,2024-11-17 22:44:21,52.4K,+750.8%
24,Magic 8-ball,Ga9ZGhsPkw9iBESncUqpASeFfE4PaEGzkBNU7Lhdpump,470.6%,470.6%,470.6%,107,32.9K,53.7K,52.82,48,3min,41.52%,0%,-,,2024-11-17 22:44:21,40.5K,+430.5%
25,FIRST WEB EVER,CsVY2cCEAqiKf5N9BAN3MLAn5kP2fahy7HE6VHH3pump,407.1%,407.1%,407.1%,110,35.7K,50.9K,45.61,75,2min,30.07%,0%,-,,2024-11-17 22:44:21,33.3K,+332.2%
26,Jon Jones Duck,7ejjVs7Fcatb126GhshSdoGhjQNswcK8yzxtqMukpump,1330.8%,1330.8%,1330.8%,105,44.3K,95.1K,49.28,63,50s,56.06%,0.88% Sell Part,-,,2024-11-17 22:44:21,88.5K,+1330.8%
27,Havoc AI,8e1mHyvw23YLLi4YjCis9FatFrf9iMNy4sCEEZXYErTD,176.4%,176.4%,176.4%,160,43.6K,20.8K,40.87,63,1min,31.04%,9.31%,-,,2024-11-17 22:44:21,16K,+212.8%
28,Magic 8-Ball,J2JpQKqMCJaKuqWJ27v3f9VG81bi4MAcxK6W37i9pump,313.2%,313.2%,313.2%,108,35.1K,56.7K,70.74,73,2min,59.95%,37.1% Sell Part,-,,2024-11-17 22:44:21,69.5K,+506.3%
29,Bony,uRMRUBz9ptNVAXWU7mwH2vnYNstRhZxkzGj22wwpump,1105.7%,1105.7%,1105.7%,187,71.5K,82.7K,57.91,70,1min,39.8%,0%,-,,2024-11-17 22:44:21,17.2K,+251.1%
30,Clicking Cat,FcXYY8k5eecKseYAT27LtDkw5B9cwbh8gHrEPmg7pump,263%,537.8%,537.8%,128,16K,46.1K,40.96,81,8min,32.2%,0%,-,,2024-11-17 22:44:21,29.5K,+232.3%
31,FIRST DOG PC VIRUS,8RVNpVcMHDLJTLVVURHjyFayaikWp5iqhT9YiArJpump,266%,266%,266%,113,32.8K,25.4K,21.95,56,1min,36.76%,0%,-,,2024-11-17 22:44:21,18.8K,+272%
32,BONY DUCK,12UQ3hP2Bha6oEm7aXMkEwss2QBgRqwmD7VdYudTqGAy,291.6%,291.6%,291.6%,164,62.8K,30.9K,52.28,28,1min,10.89%,0%,-,,2024-11-17 22:44:21,33.8K,+427.3%
33,SYPHER TERMINAL,8RgtuMXbgkXoQjPRF4ovCDobKvR57GYZcaLA9A2Cpump,550.3%,550.3%,550.3%,138,50.3K,43.8K,41.48,72,1min,41.99%,1.93%,-,,2024-11-17 22:44:21,53.8K,+800%
34,Official Mascot of Hinduism,8hyd3wPvaZ746H2nXx9v7UWoHgEvsHZRxyH6cc1jpump,491.8%,491.8%,491.8%,104,10.7K,40.4K,44.1,165,2min,13.86%,0.05%,-,,2024-11-17 22:44:21,33.5K,+491.4%
35,Havoc AI,8e1mHyvw23YLLi4YjCis9FatFrf9iMNy4sCEEZXYErTD,195.6%,667.5%,667.5%,311,68.6K,57.9K,60.9,143,6min,30.72%,9.31%,-,,2024-11-17 22:44:21,49K,+245%
36,Hole,FgVRFC2oJFZHATGQSLc1MGtYLjRVdtVRd9srdwgJpump,1189.9%,1189.9%,1189.9%,131,57.6K,89.1K,22.25,80,1min,35.97%,4.95%,-,,2024-11-17 22:44:21,82.2K,+1189.9%
37,Let’s FUCKING GO,12c8CwouQ9xdGHaWWx6i3RG47nRXkwCxMmhkxhN3pump,427.4%,427.4%,427.4%,105,10.1K,38.2K,41.44,74,1min,27.5%,9.75%,-,,2024-11-17 22:44:21,30.2K,+417.7%
38,Havoc AI,8SxcU3doVBC1KhVhPT6Kxzyc9CGxfBLKJchWMWsvpump,626.9%,626.9%,626.9%,101,28.2K,49.5K,52.39,62,2min,3.46%,3.46%,-,,2024-11-17 22:44:21,42.8K,+628%
39,MANKAR,7rsk9aUkjMyt7TM9x6PpUoKpfg1McCYw2ne9nFyapump,281.3%,281.3%,281.3%,105,19.7K,25.9K,26.44,45,1min,34.02%,3.46%,-,,2024-11-17 22:44:21,19.1K,+281.3%
