Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
infinite backrooms,IB,631K,2.34Mil,453.4020630330128,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0006355481847242,170334.90048856367,23.0,53.333333333333336,35,-31.37254901960784,77,-37.39837398373984,171,-66.20553359683794,,,591,7.846715328467154,,,960,580.8510638297872,635K,3975,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
memOS AI,memOS,640K,20.74Mil,,129242.98445932052,3KCDgWw1C6PdjUsUXonYm6TGaDWKsLxmEjdBP7s8pump,6,memOS,memOS AI,0.0006427517009629,127970.91214489294,170.0,-30.612244897959183,348,-15.738498789346249,660,-8.83977900552486,1162,-19.806763285024157,,,2215,-68.49665765893899,,,8049,,643K,2286,6,,,,,
Chad Grammatical Model Launch,PEMDAS,641K,12.04Mil,,111773.5216092141,6f41LGHuU2HVV67ao9GwJ6kv2jNUz9HL6FJPVYcJpump,6,PEMDAS,Chad Grammatical Model Launch,0.0005373775656231,104222.81700041876,151.0,-22.95918367346939,290,-5.537459283387622,466,-21.41652613827993,871,-39.5558639833449,,,1926,-50.02594706798131,,,4889,,537K,1650,2,,,,,
Finance Wizard ,Wizard,648K,2.42Mil,1764.3853925992328,119344.3533411579,AU1rxhY276GepM4bm7VaYrgVPJW7tg4z2MtR2jfPpump,6,Wizard,Finance Wizard ,0.0007015607397826,119386.59569254596,46.0,-64.0625,144,69.41176470588235,197,278.8461538461538,229,-0.4347826086956521,,,413,-53.22763306908267,,,1184,1544.4444444444446,695K,4018,1,finance-wizard,https://t.me/financewizardcto,https://twitter.com/financewizardio,https://financewizard.io/,https://discord.com/invite/titantrades
2024 TIME PERSON OF THE YEAR,TRUMP,657K,21.68Mil,,138027.3136396564,AJqDoH24K7S3riUjMMzKL5tWPbuLB6vp5bZ9bznRpump,6,TRUMP,2024 TIME PERSON OF THE YEAR,0.0003232905945715,132096.59079887593,1296.0,185.4625550660793,1494,427.91519434628975,1662,187.04663212435236,2043,110.83591331269348,,,2704,-0.3684598378776713,,,9496,,323K,2855,4,,,,,
Shred,SHRED,678K,1.65Mil,-35.76951353971586,124215.41684341818,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0006698405475303,124215.41684341818,26.0,-25.71428571428571,49,28.947368421052637,77,35.08771929824561,120,-63.30275229357798,,,402,154.43037974683546,,,651,-5.240174672489083,670K,1171,1,,,,,
HYVEMYND,HYVE,683K,25.41Mil,,127957.9847714689,ABAGcLC6hoapG3xFcBkwaXzmdFzdH7nup2JD1feapump,6,HYVE,HYVEMYND,0.0006270556188937,130375.342580489,147.0,-24.615384615384617,267,-12.745098039215684,491,-26.71641791044776,964,5.817782656421515,,,1549,-78.7517146776406,,,8010,,627K,1920,4,,,,,
Sigma Sigma Boy,SIGMABOY,713K,7.05Mil,236.8373188229856,143454.8104210857,uSy45a8ZvRCdnWriPaAuiRHygrRPChSvHM53Myapump,6,SIGMABOY,Sigma Sigma Boy,0.0007385074678663,143454.8104210857,140.0,64.70588235294117,198,12.5,332,-45.84013050570962,840,-19.15303176130895,,,1586,-23.45559845559845,,,3264,1025.5172413793102,738K,3366,1,,,,,
Omega,OMEGA,722K,4.76Mil,-34.03623178746211,134078.3586558308,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.0006794221785609,134078.3586558308,28.0,-3.4482758620689653,54,-16.923076923076923,110,0.9174311926605504,196,-43.51585014409222,,,480,-58.26086956521739,,,2618,8.271298593879239,679K,2374,4,,,,,
Oraichain Token (Wormhole),ORAI,768K,3.31Mil,-33.61644287989418,570047.6269608097,2hZWncnmsSMdbkdwzSHJfrnDVkL66g63gncdRWqjTbBB,8,ORAI,Oraichain Token (Wormhole),12.076464042890676,44552.75322701729,25.0,-30.55555555555556,54,-30.76923076923077,103,-5.504587155963304,188,-10.476190476190476,,,320,17.216117216117215,,,589,42.270531400966185,776K,209,3,,,,,
ponzi dot market,ponzi,780K,2.40Mil,19.452537983123168,166391.89605241278,tqrRt3AsuGa3aYYSvABMDrPJEWVzpAnh3p6LxXGpump,6,ponzi,ponzi dot market,0.0007567926461697,166395.45454712116,31.0,-27.906976744186046,60,39.53488372093023,90,11.11111111111111,151,-28.09523809523809,,,313,-68.12627291242363,,,1958,874.1293532338309,757K,2596,4,,,,,
ZeroByte,ZB,804K,38.37Mil,-22.212860264183465,221520.5740120564,H1hcBegR2A6b2mCGqhH5zA4sTZvMxrqT4v3fHY1kpump,6,ZB,ZeroByte,0.0007479669757181,221514.1616114897,314.0,-10.285714285714285,586,-23.197903014416777,1188,-19.018404907975462,2292,-34.8122866894198,,,4916,4.3515177244746335,,,15597,81.17086769659659,748K,6065,13,,,,,
LLM,LLM,826K,1.48Mil,-82.43508319717957,180641.380682565,DyT6mdhiAYbHPML2AVXviGVxMQbc6Z3VmPZ2MQG6pump,6,LLM,LLM,0.0008184167159232,180641.380682565,31.0,24.0,52,-14.754098360655735,98,100.0,127,-29.05027932960894,,,255,-26.72413793103448,,,694,-17.28247914183552,818K,1834,5,,,,,
Lemonade Stand Duck,DUCK,844K,27.20Mil,,157892.85036206778,2ru7VX6NnaZ78znCtgGmYs2PdcAQRCr3UaPfRkDUpump,6,DUCK,Lemonade Stand Duck,0.0007290687339485,158444.535688593,982.0,2.612330198537095,1775,-5.835543766578249,3304,-15.390524967989755,6165,18.33013435700576,,,9823,-67.3491773308958,,,36957,,729K,6769,4,,,,,
Tether USD (Wormhole),USDT,845K,2.31Mil,-51.296991289318505,823585.6917892925,Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1,6,USDT,Tether USD (Wormhole),1.000022478291447,823589.3511778502,,-100.0,3,-40.0,6,-40.0,17,30.76923076923077,,,24,-25.0,,,87,-21.62162162162162,845K,2184,3,tether,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/en/,https://discord.com/invite/xsT8qrHAvV
Santa Pepe,SANTAPE,855K,31.83Mil,,288811.0028119557,GxWyh17McYtY3h9m75nyTdy8Cp6WAzkdyNRDPKmjHU4c,9,SANTAPE,Santa Pepe,0.0008570007658653,288259.51688471145,455.0,23.978201634877383,796,-19.919517102615693,1755,-9.629248197734292,3659,36.78504672897196,,,5958,20.58287795992714,,,9328,,857K,10076,1,,,,,
Wrapped BNB (Wormhole),WBNB,874K,2.38Mil,-17.617604098052432,696360.3503895928,9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa,8,WBNB,Wrapped BNB (Wormhole),720.985012613643,728462.6490648373,11.0,57.14285714285714,17,-26.08695652173913,36,50.0,52,-45.83333333333333,,,134,38.144329896907216,,,284,9.652509652509652,873K,6582,13,binance-coin,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/,
Right Click Save As Guy ,RCSAG ,876K,3.24Mil,-85.67937108647466,125007.36384113856,9XWUzTYsRdyWdcQsJ7qibwgaJSNAm8aMKLLe2zbapump,6,RCSAG ,Right Click Save As Guy ,0.0009696435999797,125891.33514084168,27.0,22.727272727272727,41,2.5,76,-41.98473282442748,178,256.0,,,215,246.7741935483871,,,307,44.81132075471698,853K,1946,2,,,,,
glamorous,glam,880K,1.98Mil,-43.850054527157,153058.82322285578,73rzMJ8uEqjAf5vE1YPGrXbg7Cb2Yv85EoxpJh2mpump,6,glam,glamorous,0.0008846534638434,164066.5949431817,80.0,321.0526315789474,91,42.1875,137,53.93258426966292,197,-24.80916030534351,,,385,16.666666666666664,,,878,-44.77987421383648,885K,2615,2,glamorous,https://t.me/glamcto,https://twitter.com/GlamCatSol,https://www.glamcat.lol/,
DOGE DEPT,DEPT,895K,22.46Mil,,297768.98913944245,HkVs1CuNJhTxniwL7tmgn9s8B3o5F9NXRywNa4dZDsCk,6,DEPT,DOGE DEPT,0.0009001679672338,297903.22488198587,811.0,-0.3685503685503685,1583,0.253324889170361,3120,-0.2876318312559923,6205,0.3882866850024268,,,10108,3.216583273766976,,,10287,,900K,11197,1,,,,,
Convo.wtf,convo,919K,7.21Mil,-64.6047018057701,191302.7173620608,KnrmAHo1wW2fGqVXcSZSpo6kmiKam5vNbDByrURpump,6,convo,Convo.wtf,0.0009202169953657,191302.7635214692,26.0,-23.52941176470588,59,-43.26923076923077,149,-41.5686274509804,335,39.58333333333333,,,467,47.78481012658228,,,866,-9.88553590010406,920K,2526,4,convo,https://t.me/convo_community,https://twitter.com/convodotwtf,https://convo.wtf/,
ECOFUK,ECOFUK,922K,28.92Mil,10.839261431665204,162553.33331842136,Ff639RjQYbqrS9VJgYM1p1ifXCAzC8GrbWUu4YAVpump,6,ECOFUK,ECOFUK,0.0008093105738332,162503.15401349365,75.0,-54.54545454545454,225,0.4464285714285714,393,-3.43980343980344,699,-32.528957528957534,,,1467,-22.748815165876778,,,8293,246.9874476987448,809K,2411,6,,,,,
ACT,ACT,924K,8.36Mil,56.32281909821798,117181.06682613098,9VY8jhtRWS8P1e27tN8V3ajjsBmCjjr8pPvyujympump,6,ACT,ACT,0.0008403224349586,117181.06682613098,25.0,38.88888888888889,33,-36.53846153846153,60,-84.25196850393701,406,21.55688622754491,,,699,437.6923076923077,,,814,349.7237569060773,840K,717,2,,,,,
The Dep Of Government Efficiency,D.O.G.E,952K,6.20Mil,,1297548.4402562473,9uLAefu2eXoEjETBRLus4bGMP7LhCpomBzxxFoh8pgRb,6,D.O.G.E,The Dep Of Government Efficiency,6.1919730255506395e-09,0.0,480.0,-54.02298850574713,1262,-19.15438821268417,2025,175.88555858310627,2172,,,,2172,,,,2172,,619.1973025550639,1807,1,,,,,
gemxbt,GEMXBT,955K,2.07Mil,-43.463046569507206,122662.12530883052,68YY6KjfnmPuQubYkFTsmXGaF2FuwcxumWLFxb6cpump,6,GEMXBT,gemxbt,0.0008514264379036,122662.12530883052,23.0,-14.814814814814811,42,5.0,70,-23.91304347826087,149,-16.292134831460675,,,292,0.6896551724137931,,,906,-39.27613941018767,851K,856,4,,,,,
Froge,FROGE,959K,11.97Mil,481.908752189006,157728.73898681556,FA9jJDQzBEeV4qunJpt7XY7wC4smNYLsBNtMCTPsj3pp,6,FROGE,Froge,0.0009153075879712,157722.82728855655,45.0,80.0,62,-19.480519480519483,125,-0.7936507936507936,198,-42.77456647398844,,,459,-56.820319849482594,,,2633,811.0726643598616,915K,1005,3,,,,,
Goatse Forest Rave,GFR,960K,5.67Mil,,131369.16682710295,FN9tn6JQzegrUuHx7CyXyNsiSBZkRyoaHZuKF1Smpump,6,GFR,Goatse Forest Rave,0.0006615801646814,125591.6283269608,291.0,3.928571428571429,482,-8.190476190476192,803,184.75177304964535,949,123.29411764705884,,,1188,-50.06305170239597,,,3127,,662K,1164,5,,,,,
FWATMEW,FWATMEW,971K,3.47Mil,,131399.84838039146,F8TQRuWKR2jHD5mcRL3iqHwTpfagcYkYs1TTjpW6pump,6,FWATMEW,FWATMEW,0.0007657832478607,115758.50758307354,634.0,-7.038123167155426,996,-89.60442542532094,10176,339100.0,10179,,,,10179,,,,10179,,766K,898,2,,,,,
