row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
46,Just a chill unc,F14oHqaSASuVGQ4a1pJTLYKfeHR6QyQu346VvajHpump,632.9%,632.9%,632.9%,124,54.9K,53K,56.2,60,1min,42.74%,10%,-,,2024-11-20 01:45:37,40.9K,+565.3%
47,Who Did?,8CRv15ebfFcB9eJoy3wzbXe6YfM4ZhHiS3ZJzoZHpump,358.3%,358.3%,358.3%,138,32.6K,31.6K,54.91,67,1min,35.43%,0%,-,,2024-11-20 01:45:37,20.2K,+293.5%
48,POV,1hTJUvekfhFByAY9QzkbNxxcX8jyoNpteMA6WhuMmMX,633.4%,633.4%,633.4%,105,15.6K,64.2K,61.5,107,1min,16.26%,0%,-,,2024-11-20 01:45:37,54.4K,+621.6%
49,typeshit,Gy4GSGKHcP9BCnVSGQnimEfhTFDkGpW9oSfQCrLdpump,474.8%,474.8%,474.8%,136,35.4K,41.5K,23.53,67,1min,36.13%,0%,-,,2024-11-20 01:45:37,27.6K,+382.6%
50,the muzz,4xgbe5CwrBZghEV7T2T8QowuqnpvLKyobMkzEucCpump,216.1%,470%,470%,203,14.4K,39.9K,42.21,82,14min,24.46%,0%,-,,2024-11-20 01:45:37,25.4K,+201%
51,Scampy The Lizard,5ReoMFwmawLt7mAtfQPfVDHCz1iicrYyFuUVMizhpump,338.3%,338.3%,338.3%,137,25.7K,30.2K,31.95,75,1min,30.56%,5.11%,-,https://t.me/scampysol,2024-11-20 01:45:37,22.2K,+322.4%
52,look at all those chickens,9ggjAe4CfG4oaHnAgPKUpqHtvAdVbSos9i7Z2rexpump,234.3%,234.3%,234.3%,127,15.4K,22.7K,17.83,82,2min,29.55%,0%,-,,2024-11-20 01:45:37,15.9K,+234.3%
53,Chillguy’s creator,DHQ9EK4f5HzyMMPoZa23YdKn5ZZf6qzas6o3f7Fpump,1165.7%,1165.7%,1165.7%,125,30.2K,94.2K,85.01,97,1min,44.18%,12.62%,-,,2024-11-20 01:45:37,86.8K,+1165.7%
54,Subway Surfers Mascot,9ZkHgsp6PpUjBTA1md5BiE68KNwDpXkEErfuiz7wpump,1306.3%,1306.3%,1306.3%,114,42.1K,95.3K,69.15,84,45s,44.13%,3.46%,-,,2024-11-20 01:45:37,88.5K,+1306.3%
55,suspect,271Syafi7iTUS1roGEvZfqMgWZavwAwpHSboepMppump,575.5%,877.9%,877.9%,135,26.7K,64.2K,63.63,69,9min,32.23%,0%,-,,2024-11-20 01:45:37,54.3K,+571.5%
56,DOP DOP YES YES,DeG9qK1Cp3o2JXpBsBiurgmFrJsgPRifg933y39cpump,573.2%,573.2%,573.2%,134,28.3K,50K,37.86,80,1min,26.64%,0%,-,,2024-11-20 01:45:37,58.4K,+786.3%
57,Tiktok Star Baldi Baldimore,HnPiBocjWADhD5HKHjnMq9CeGxuB38Rr5w5Xc5Repump,335%,335%,335%,119,27.8K,29.7K,27.97,70,1min,34.13%,4.46%,-,,2024-11-20 01:45:37,17.6K,+257.2%
58,Rob The Alien,3CVs7ZnUoPUYV642q14pza66bfXNzNBS6z9GfnUWpump,658.2%,658.2%,658.2%,125,49.3K,50.9K,47.9,65,58s,46.57%,2.79%,-,,2024-11-20 01:45:37,47.4K,+706.1%
59,GYATT,75RBveUg7dnUYBZA9qYxFgam8Cx3L3wuTz313ebFpump,393.1%,393.1%,393.1%,173,48.9K,34.4K,39.15,101,50s,27.47%,0%,-,,2024-11-20 01:45:37,23.7K,+339.4%
60,too many sweats,4rjedmBc9jFPREjxR67Aorhzddz1KUsJbrhUAUP7pump,176.5%,176.5%,176.5%,102,28.2K,19.1K,19.62,33,47s,31.6%,0%,-,https://t.me/+aXfF285uN_MzMmYx,2024-11-20 01:45:37,14.2K,+204.9%
61,First NPC Token,7H5pUerCRSQSmQXdbEnPijSbqGwQEXSkE3F1vg3Tpump,607%,607%,607%,138,44.6K,47.9K,36.83,41,1min,41.96%,0%,-,,2024-11-20 01:45:37,25.7K,+380%
62,BOMBOCLAT,Fx9NSMTafCHc4XJCAqkJ6uM8U4wa9hkgvAUtUC7wpump,445.1%,445.1%,445.1%,124,43.5K,36K,39.21,70,1min,30.66%,1.06%,-,,2024-11-20 01:45:37,31.4K,+475%
63,NPC Miles Morales,C5iW1qmzJ2JXJuJyaojWs2dCpEqcfVToouCuq9pvpump,1195.4%,1195.4%,1195.4%,107,32.7K,87.5K,76.65,64,1min,49.2%,0%,-,,2024-11-20 01:45:37,81K,+1198.6%
64,Supa Hot Fire,H6J9uvLHCZab3U5Q6hqbRAsFdbCSoRk7bUNNkDnbpump,265.3%,265.3%,265.3%,116,37.9K,24.1K,31.73,47,1min,39.1%,0%,-,,2024-11-20 01:45:37,21.9K,+331.9%
65,Caught in,HFMmWoHSWd6UCiKhZcvHcQYv28kTQkv5TjkEwa61pump,421.4%,421.4%,421.4%,124,33.7K,35.3K,38.56,60,5min,27.67%,0%,-,,2024-11-20 01:45:37,32.1K,+473.2%
66,I HAVE NOTINGGG 💔,EE5MXYoZKGZhuEJCCDPZuj4bqfsUvrgotwWBZXvWpump,248.3%,248.3%,248.3%,108,16.9K,23.1K,32.07,70,3min,35.68%,2.66% Buy More,-,,2024-11-20 01:45:37,17.9K,+270.3%
67,Lexington Jones,4gAmVGdJVetwNqCisU7px3hjVfbuRw62gaAcGYTmpump,173%,173%,173%,141,22.6K,18.4K,16.02,56,1min,31.05%,0%,-,,2024-11-20 01:45:37,18.9K,+280.3%
68,The RugCoon,Cc7gYLY14phKznQvtF7uH8qZo22rtwHdvSrju3bRpump,220.4%,220.4%,220.4%,165,9.1K,21.5K,19.17,81,2min,16.89%,0.9% Buy More,-,https://t.me/RuggaTheRugCoon,2024-11-20 01:45:37,14.7K,+218.5%
69,just a chill elon,94ZTcbofSeqi5zUQqDTpMVBXRUrVJeTLKAzeziviwmM4,679.3%,679.3%,679.3%,118,13.8K,52.8K,51.2,46,2min,44.73%,0%,-,,2024-11-20 01:45:37,43.2K,+637.9%
70,thats the wrong number,CuvP36xbtKvV3eceL657U3n7bLWEH42rSf1XqcKuX2ng,195.7%,195.7%,195.7%,161,34.1K,20K,31.86,63,1min,27.69%,0%,-,,2024-11-20 01:45:37,21.1K,+311.5%
71,I understand it now,4NHU1C1y2EWfCqN62MLjntR96yfbmW1LDHuWFABgpump,233.7%,233.7%,233.7%,104,20.6K,22K,26.36,62,56s,25.53%,1.46% Buy More,-,,2024-11-20 01:45:37,16.9K,+256.4%
72,21,FwG2XzvTwevkaEKPZCo1ugs1NybkTMRiMqJNjbnipump,263.3%,263.3%,263.3%,111,21.3K,24.6K,30.03,65,1min,31.36%,0%,-,,2024-11-20 01:45:37,20.2K,+298.6%
73,NPC Pinky Doll,9vvBNyQvo2YG6TFazHKUYDzdeQwf44geMDY61pcfpump,173%,173%,173%,124,28.8K,19.7K,32.05,57,2min,30.16%,0%,-,,2024-11-20 01:45:37,16.6K,+229.9%
74,The most viewed TikTok video,ETYtEhv8AhPHon8tjxXa4MYfi9aG1924e5XoUGmLpump,565.5%,565.5%,565.5%,162,35.6K,45K,28.84,71,1min,35.62%,0%,-,,2024-11-20 01:45:37,28.4K,+419.8%
75,FIRST TIKTOK NPC,46jNbeD1YwGFo4egW86dd4ZF4ZazxzyBHw4vKfWCpump,99.15%,99.15%,99.15%,158,43.6K,13.9K,29.3,64,1min,17.63%,0%,-,,2024-11-20 01:45:37,14K,+200.2%
76,Tiktok Star Baldi Baldimore,HnPiBocjWADhD5HKHjnMq9CeGxuB38Rr5w5Xc5Repump,188.1%,652.9%,652.9%,99,21.2K,51.5K,53.36,82,14min,32.08%,0%,-,,2024-11-20 01:45:37,35.9K,+245.1%
77,Mommy Milkers,r74uUrDj77dzjVNCvjaLKn4owKycDEPSAYAaK9kpump,701.3%,701.3%,701.3%,170,40.2K,55.1K,29.67,111,1min,32.3%,0%,-,,2024-11-20 01:45:37,36.8K,+535.1%
78,rizz,9xmShrVFkre1aSseVjWTPdGMbGVaRNXSBbM5JZLKpump,284.2%,284.2%,284.2%,126,30.2K,27.7K,33.37,66,1min,33.84%,0%,-,,2024-11-20 01:45:37,22.5K,+312.7%
79,Its Time To Play The Gamee,FfL8E58An912YgbstaiyAp1JAFKYTU3ohwnF6Matpump,226.4%,226.4%,226.4%,107,19.7K,21.7K,21.66,48,2min,29.96%,1.76%,-,,2024-11-20 01:45:37,14.6K,+219%
80,M TO THE B,BijSbPYEcZyuqYDgTYxPdFR7iZCNd2QSsiggW7Trpump,228.4%,228.4%,228.4%,144,22.6K,21.7K,24.72,68,3min,30.4%,1.06%,-,,2024-11-20 01:45:37,15.2K,+230%
81,Ohio,43jaLUGJ9R2jAHyMuQwasoEdk4dwL9n8q1YsdSTCpump,607.9%,607.9%,607.9%,124,39.6K,47.6K,29.46,76,55s,34.88%,0%,-,,2024-11-20 01:45:37,41.3K,+613.4%
82,Catrix,2CxfECqAFDiaS58UEkhKBuyS5QNrS3wquAXHebTypump,441.3%,441.3%,441.3%,105,13.2K,37.3K,41.31,74,3min,35.22%,5.11%,-,,2024-11-20 01:45:37,29.3K,+426.1%
83,Real or,GK2z44ZRyAUBrMvk1ZQVz1yrNZm8RB6EWgcN9Rkdpump,583%,583%,583%,160,32.5K,46.3K,33.98,119,1min,37.36%,0%,-,,2024-11-20 01:45:37,32.4K,+478.4%
84,POSH,9DC7GBNduiKR3nTyKZgsQ6ehf8VGaNshtkjryyGYpump,340.7%,340.7%,340.7%,142,28.3K,29.1K,20.33,38,3min,33.4%,0.71%,-,https://t.me/poshsolana,2024-11-20 01:45:37,22K,+333.4%
85,Official Pumpfun Tiktok Intern,ydm6dUDMEvzC62f9R8hnaciCn1MNVqXWzs7YZdQpump,856.3%,856.3%,856.3%,210,76.8K,65.9K,41.76,121,48s,30.11%,0%,-,,2024-11-20 01:45:37,60.8K,+882.4%
86,TikTok Dog,7CCdouhiebwAYvPWpHmsKQBxN8pLp2Xk8yETd2ejpump,242.3%,242.3%,242.3%,101,29.2K,23.9K,26.59,40,2min,44.37%,6.71%,-,,2024-11-20 01:45:37,16.9K,+242.3%
87,It's Time To Play The Game,GrjxTSZjAKnVoxmhRq8MVfTsTnVKA3DanFMA9kGmpump,182.9%,182.9%,182.9%,106,20.3K,18.6K,28.31,52,2min,26.57%,0%,-,,2024-11-20 01:45:37,15.9K,+241.5%
88,Mommy Milkers,FGErLk7x8ANU6cvkryFDDaGn6SAQze8k3qQzVCF3pump,325.7%,325.7%,325.7%,105,31.6K,46.3K,50.41,52,3min,25.27%,0%,-,,2024-11-20 01:45:37,36.6K,+336.6%
89,NPC Pinky Doll,9vvBNyQvo2YG6TFazHKUYDzdeQwf44geMDY61pcfpump,375.8%,968.8%,968.8%,335,61.2K,77K,73.93,203,7min,27.77%,0%,-,,2024-11-20 01:45:37,60.7K,+276.3%
90,Catfolio,AohbF6AKqzjL5NZF481dQxUGUZnH3ou4xQP6SofdSjup,262.1%,378%,378%,106,25.8K,31.8K,31.83,31,7min,23.55%,0%,-,,2024-11-20 01:45:37,19.3K,+220.1%
91,Your Not that guy pal,7ogm9A4nHVxhXmXQFDKxj3Tb2Wauq5ZA2j16Y1yXpump,690.6%,690.6%,690.6%,133,32.3K,53.6K,48.7,100,1min,34.36%,0%,-,,2024-11-20 01:45:37,38.6K,+570%
92,Drone Cat,5HU1RALZ8ehfj1EHHy5NampRQfT6WSpLXneZFJeMpump,705.8%,705.8%,705.8%,104,30K,54.6K,57.22,56,1min,37.77%,0%,-,https://t.me/Dronecatsol,2024-11-20 01:45:37,47.8K,+704.5%
93,#1 Most Followed TikToker,mxZinYrA2biwmzCpnY9aStyYtHDbD9duoqJS7RNpump,425.3%,425.3%,425.3%,139,32.8K,34.5K,24.81,68,1min,34.22%,0.18%,-,,2024-11-20 01:45:37,21.3K,+324.5%
94,No.1 Cleaner,ASoDeiNFHdSZFJufxxPvaHjfLAPEupWG3wsZwTVbpump,469.6%,469.6%,469.6%,126,43.3K,39.3K,32.37,76,57s,29.63%,0%,-,,2024-11-20 01:45:37,37.9K,+549.6%
95,IM THE BIGGEST BIRD,5wTLm9Wyo52wWvNJtASgQ2KBFys2oVZisqaNgGgrpump,452.3%,452.3%,452.3%,130,39.8K,38.1K,31.41,71,1min,32.91%,0%,-,,2024-11-20 01:45:37,18.9K,+274.3%
96,JUST LET IT GO BRUH ITS OVER,CiMYNbJEXRCUKYmqwDemQrpdxCUjN2PJcpLGz3Q3pump,143.4%,143.4%,143.4%,128,30.3K,17K,15.61,44,1min,33%,0%,-,,2024-11-20 01:45:37,16.8K,+240.2%
97,You Heard,YTTS2SUMD48h6jhEVnz9XWUKUqSfiYEEiHEJNwfpump,224.5%,241.2%,241.2%,125,12.4K,23.1K,26.4,24,7min,29.96%,0%,-,,2024-11-20 01:45:37,16K,+224.5%
98,your not that guy,7YAyDw5EydLCNBHMhHie2fr42UU2c4M1FFyXi2Yzpump,391.7%,391.7%,391.7%,114,20.7K,33.3K,38.42,70,1min,36.49%,1.04% Sell Part,-,,2024-11-20 01:45:37,27.9K,+411.4%
99,Ethical Media Consumer Wolf,JWbwvPBNT2FQNZ9nub5pip4w16qjxN5v4oL3jNmpump,987.3%,987.3%,987.3%,116,39.9K,73.7K,46.78,87,1min,36.08%,3.46%,-,,2024-11-20 01:45:37,56.9K,+840%
100,why you always lying,3iEJA5So3xpFRS2qMP7kHBbPqN1Ma6NRxdakiMtSpump,225.8%,225.8%,225.8%,136,25.7K,22.1K,25.21,40,3min,38.01%,0%,-,,2024-11-20 01:45:37,13.7K,+201.6%
101,#1 Tiktok Pedo,AQ8rTNumZfjsSx3AkHZ3kDh5w5HqEXL8sNjm9Mu7pump,120.3%,120.3%,120.3%,138,36.8K,14.6K,15.17,40,1min,27.85%,0%,-,,2024-11-20 01:45:37,14.1K,+213.7%
102,CAME WITH DA FELLAS,7NcDw6C5xSXrFmF7JLxz9VzE7rvs6yhADbjeKfj5pump,258.6%,258.6%,258.6%,168,33.4K,25.1K,23.17,37,2min,32.3%,0%,-,,2024-11-20 01:45:37,17K,+243.6%
103,looking for a man in FINANCE,CNdLHXwn6fQGHLysMoDnsc727NvFRHUNE8wg3byPpump,255.4%,255.4%,255.4%,114,29.9K,23.6K,43.66,60,56s,28.81%,1.76%,-,,2024-11-20 01:45:37,15.3K,+230.4%
104,GRINDGUY,86oREC34BeHEqyGEUMtCynE8nkRzTpVQ4bb6NqeEpump,274.3%,274.3%,274.3%,119,19.6K,26.3K,29.09,51,3min,29.63%,7.02%,-,,2024-11-20 01:45:37,16.4K,+233%
105,meme-based passive income,123By6BLjYUbZUTUE42SKVPbUPQPGiHACFprAKmN35Gr,623.4%,623.4%,623.4%,105,16.1K,63.3K,61.12,90,4min,16.19%,0%,-,,2024-11-20 01:45:37,54.1K,+618.5%
106,BBQ Chicken,7AAZRe69ZaY1q8kWFUr4VeraCB4zF2Ff4k7mWKbApump,295.7%,295.7%,295.7%,130,30.7K,26K,39.76,69,1min,39.16%,0.71%,-,,2024-11-20 01:45:37,23.4K,+356.6%
107,FYP,EsYtTpFu5KinFP1QCmJ6qeiDYDQTo54Dsx4eiscppump,998.4%,998.4%,998.4%,137,54.5K,72.7K,22.07,80,1min,37.16%,1.76%,-,,2024-11-20 01:45:37,41.4K,+625.8%
108,Daddy Chill,49dR2zCaX7ufrkJdS3bGpKm5rCu97L2XhyKuQBRwpump,295.3%,295.3%,295.3%,131,25.3K,27K,33.49,63,1min,29.07%,0%,-,,2024-11-20 01:45:37,19.2K,+280.4%
109,Craig the crackhead,CNftvnqYLy3ECL42x2jB4BuYBp985wikQWYEKBi2pump,497.4%,497.4%,497.4%,104,16.7K,40.9K,45.86,56,2min,36.12%,5.11%,-,,2024-11-20 01:45:37,34.1K,+497.4%
