row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
26,Bizniz is Bizniz,HJE5VCrac2Yq4yTYMR8m7zz2g3MG7EPxzacxyq4ipump,279.6%,279.6%,279.6%,114,23.6K,24.1K,26.46,80,1min,26.99%,0%,-,,2024-11-16 05:45:15,16.7K,+262.5%
27,空灵,9ifhfs9VqWCcPZD9TtSqzSMJrUC5Pcrn6piXw9nkpump,579.9%,579.9%,579.9%,112,30K,43.2K,44.46,54,2min,36.07%,3.46%,-,,2024-11-16 05:45:15,39.2K,+617%
28,空灵,6zervCYBj6kGYbqv2mBPRC5giCo2whakiNRjczftpump,402.2%,402.2%,402.2%,111,37.1K,51.4K,38.98,69,1min,24.05%,0%,-,,2024-11-16 05:45:15,38.7K,+377.9%
29,DOGE,6B3L6UmLiJQqp2if2Niv8W7FTQwYiwJg9q92nbHfpump,514.3%,514.3%,514.3%,101,32.9K,54.1K,53.03,43,3min,29.77%,0%,-,,2024-11-16 05:45:15,44.4K,+504.3%
30,StarshipHeron,8dKCnKoxrqSNwnenQkZHnLoiHKFTgUrD5cQKQvSVpump,319%,319%,319%,178,29.6K,27.5K,20.03,77,2min,27.02%,0%,-,,2024-11-16 05:45:15,19.7K,+300.1%
31,NONFREN,8A9f1in8HRXoYUNNKVmx4SWDvXRHQoS9t4zgkJofZp12,778.9%,778.9%,778.9%,131,43.3K,59.4K,28.65,81,41s,36.57%,0%,-,,2024-11-16 05:45:15,31.4K,+464.6%
32,LEPER,ZtNiHsmJiSbykDxKfgYC84ZmBaxsrDAgcN8nhudpump,502.8%,502.8%,502.8%,137,10K,38.3K,44.15,197,1min,9.68%,0.16%,-,https://t.me/lepercoin,2024-11-16 05:45:15,31.6K,+497.9%
33,CraftAI,D1r68NGCEs4nSAJC9JxTuDhPxVYdi9qd3wCWfboApump,288.9%,288.9%,288.9%,110,35.3K,24.8K,20.54,53,1min,32.97%,0%,-,,2024-11-16 05:45:15,14.9K,+233.2%
34,peanut patron saint of magnum,B5c8djQu38cwBHFu4yD7mDyZKwofV8oPnTCR7ctWpump,199.3%,1236.1%,1236.1%,292,48.7K,90.3K,82.97,140,12min,35.71%,9.75%,-,,2024-11-16 05:45:15,58.1K,+200.7%
35,BabyCate,DRc29wfQQZJo8Va9iMv1MQfKscRKHcYSPg783rixpump,474.7%,474.7%,474.7%,117,9.5K,36.5K,42.7,145,59s,29.48%,0.04%,-,https://t.me/babycatebsc,2024-11-16 05:45:15,29.9K,+470.2%
36,HACK,AYgp9hLZR8AXgrkmEa5b2USbPNxLYkXKzw4Ssddhpump,202.9%,307.2%,307.2%,121,18.8K,25.8K,30.7,63,12min,36.1%,3.46%,-,,2024-11-16 05:45:15,17.3K,+203.4%
37,Nigel Pickford,2odP24hKCxAbqfyzEGMCEZRoRi59CdhsttjMLng1pump,303.3%,629.7%,629.7%,327,18.8K,47.8K,34,82,5min,31.47%,0%,-,,2024-11-16 05:45:15,38.9K,+329.2%
38,bitheaven,8aQnEWeiiEnR8XSyN2rUpfzGDhajFbzrQEzxSB1Ywd7k,922.3%,922.3%,922.3%,233,99.3K,68.8K,55.41,138,44s,34%,0%,-,,2024-11-16 05:45:15,57K,+847.4%
39,PIRB,J7X3HWn8hgUWEse63mpV5dXyY4K22A9PtC7MDJHupump,476.3%,476.3%,476.3%,125,9.9K,36.5K,42.92,142,39s,35.14%,3.46%,-,https://t.me/PIRB_ERC20,2024-11-16 05:45:15,29.9K,+471.9%
40,bitwrld,C8qoQjeagxpSeHy2U9xJB7sexLJzh6ia4RGEgWwApump,473.9%,473.9%,473.9%,107,38.2K,56.2K,40.26,52,1min,25.23%,0%,-,,2024-11-16 05:45:15,42.9K,+437.4%
41,bitcoin heaven,52Ze8F48syRSvfY2Bv5Y7Hk89JvGqTJgYW4HVS5Fpump,486.4%,486.4%,486.4%,109,35K,51.5K,52.88,63,2min,34.75%,0%,-,,2024-11-16 05:45:15,39K,+444.4%
42,Any INU,3Siv1YDTYhpDgZsCZDTA5aGzbLW6zQdmKXxiwyi6pump,290.9%,290.9%,290.9%,217,14.9K,24.8K,44.74,191,1min,9.45%,0.1%,-,,2024-11-16 05:45:15,33.6K,+529.9%
43,Poti,7embKrDDm98mxMPJPSBGdARu5BZ64bn5FffZ13Utpump,274.7%,300.9%,300.9%,105,14.8K,25.4K,25.14,56,8min,26.16%,0%,-,,2024-11-16 05:45:15,18.1K,+266.7%
44,FOXX,EfGoFhDtcVzhYtyt5v4oxfGYfuvyS8N2ZDQXfNTRpump,475.9%,475.9%,475.9%,161,9.9K,36.5K,42.72,164,50s,34.19%,3.46%,-,https://t.me/foxxtoken,2024-11-16 05:45:15,29.7K,+468.2%
45,SCRAPPY,4FTpcnDqn14bGBAaW74X96wygK7QC427njN9vN3Fpump,322.9%,322.9%,322.9%,103,11.4K,27.2K,31.89,59,3min,31.21%,5.11%,-,,2024-11-16 05:45:15,19.6K,+304%
46,Jupycat,DYNo6EFZCRArwx7pH16tTitRoXwVhfAzsbZLTCLSpump,528%,528%,528%,130,10.5K,39.9K,45.55,195,1min,10.26%,0.18%,-,https://t.me/Jupicatonsolana,2024-11-16 05:45:15,32.6K,+513.5%
47,SOLANA GANG,3aCe1kxQ6XFY4UXH81jTCARdRmV5qAzaH5PVFMNqpump,307%,307%,307%,107,16.6K,26.2K,40.7,46,2min,30.28%,0%,-,,2024-11-16 05:45:15,19.9K,+308.3%
48,SOl PUSS,14QbvvZQiam6StQ8grbnzRG9NcsR8sbWRvKUJ9vPcump,548.1%,548.1%,548.1%,129,11K,39.8K,46.39,30,3min,58.82%,0%,-,https://t.me/solpussme,2024-11-16 05:45:15,33.5K,+545.2%
49,The Architect's Messenger,DofKMLT7X8GDqX1zk824tF9v3yamWpHNxFdpt3WBpump,583.3%,583.3%,583.3%,125,24.8K,43K,46.53,91,1min,37.19%,2.96%,-,,2024-11-16 05:45:15,32.6K,+517.7%
50,Cherry($ Cherry,3r4iSxqkhKgxCfNVbFJ1BvYb57Nv7qmexmdG869Fpump,494%,494%,494%,169,9.7K,37.5K,43.5,165,1min,29.39%,0.18%,-,https://t.me/cherrygame_io_bot,2024-11-16 05:45:15,31K,+490.3%
51,klzpro,8LHuHzqeVyn5J3pMNNrXe2PucjTXfinSUw17TfFfpump,534%,534%,534%,109,32.8K,41.3K,47.75,13,4min,43.26%,0%,-,,2024-11-16 05:45:15,33.2K,+509.7%
52,Human Intelligence Machine,4AUfF4DYp1xdQwAuLQLPMgwXUoDY2fa93WufxdGHpump,515.7%,515.7%,515.7%,120,41.2K,40.2K,65.54,72,1min,34.53%,6.71%,-,,2024-11-16 05:45:15,34.6K,+530.3%
53,ARICATO,hFtXHUJG4GtFbByJbSN31fYdeMeS1wQrBpcsL4Qpump,477.3%,477.3%,477.3%,163,9.5K,36.6K,43.13,150,55s,39.3%,3.46%,-,https://t.me/aricatosol,2024-11-16 05:45:15,30.1K,+474.8%
54,STAND FOR TRUTH,AxWpjQpJvNKdptxaYLPceUzGMp3qjAEmnaErXvfXpump,636.1%,636.1%,636.1%,113,26.6K,46.2K,50.45,54,2min,30.11%,2.45%,-,,2024-11-16 05:45:15,40.2K,+641.2%
55,Anime Girl Intelligence,8TLuByeGP27xK361dX62DX9HcfbkWJ6Yjc2nPEUqpump,222.3%,222.3%,222.3%,242,77.2K,36.3K,33.1,55,2min,36.02%,0%,-,,2024-11-16 05:45:15,24.2K,+215%
56,Closed AI,HEeDaFmZx5TYoRjtyYwFV3oPwbUAwssusvMrW6U4pump,498.2%,498.2%,498.2%,103,36.7K,55K,58.68,68,3min,32.9%,0%,-,,2024-11-16 05:45:15,44.3K,+481.1%
57,STAND FOR TRUTH,Ek6y6YgdQN94Yq3xhaUeTgy7132Qj8EfFd3R3M6tpump,562.8%,562.8%,562.8%,102,42.5K,67.8K,67.4,63,2min,22.28%,0%,-,,2024-11-16 05:45:15,56.8K,+555.3%
58,Catstanbul,7EvdK8K1uuPY5ZwL8aURPv4RfQLYmwucpC8KAhprpump,288.7%,352.4%,352.4%,110,27.2K,27.8K,45.32,60,5min,26.37%,0.04%,-,,2024-11-16 05:45:15,28.1K,+392.6%
59,First Virtual Fish On-Chain,7PoRrEzDaoSpvNMYqmPMZqj2QieBoFDcYxx7Q7a9pump,223%,223%,223%,285,76.6K,21K,23.14,85,2min,22.45%,0%,-,,2024-11-16 05:45:15,13.4K,+206%
60,orbital,GUcaDxCZy8dYj5FgqwqPabe3gfngXUXS7aFq61vcpump,441%,441%,441%,114,40.7K,55.3K,57.03,36,2min,22.71%,0%,-,,2024-11-16 05:45:15,43.9K,+428.8%
61,CICADA19,2h1EGcpvj9aptYSCArbbfVY4o6kkYKfNVu9LT5kbpump,135.3%,135.3%,135.3%,125,32.2K,15.4K,32.58,56,1min,28.98%,6.71%,-,,2024-11-16 05:45:15,17.8K,+271.1%
62,Iron Hands,BtpKQH7t6zYEXwf7CfcSNQgWjm4r8m865SHhN15Npump,513.7%,220%,220%,121,52.7K,44.4K,57.15,43,19min,44.48%,3.19% Sell Part,-,,2024-11-16 05:45:15,53.3K,+736.7%
63,Coned Dog,5S97EgL1NaShLngAs662JcS86aWMyRXdaATGR5WCpump,164.7%,164.7%,164.7%,112,23.5K,17.1K,30.28,70,2min,20.34%,0%,-,,2024-11-16 05:45:15,17.4K,+269.3%
64,Catstanbul,7EvdK8K1uuPY5ZwL8aURPv4RfQLYmwucpC8KAhprpump,240.2%,849.3%,849.3%,330,60.9K,58.3K,62.98,131,10min,22.29%,0.04%,-,,2024-11-16 05:45:15,40.3K,+224.1%
65,Phobos,CE9aiRJqzAJy77VY6qZmjr8QZmymkog9YZYwCmJ2pump,250.9%,250.9%,250.9%,135,39.7K,23K,22.15,9,4min,36.9%,1.71%,-,,2024-11-16 05:45:15,15.3K,+233%
66,XRP Mascot,GJ4LcBqiFHJYUueP5LZ9i55d1Shm3TwjrRFWwPAGpump,494.3%,494.3%,494.3%,152,10K,37.7K,43.09,123,55s,42.18%,3.46%,-,https://t.me/XrpMascotSol,2024-11-16 05:45:15,30.3K,+477.8%
67,CADOGE,KGCzq1skrybN1Sxxtv36z6DW2enJieu2oM8k3QSpump,607.9%,607.9%,607.9%,114,12.5K,43.5K,48.34,57,2min,26.6%,0%,-,https://t.me/cadogesol,2024-11-16 05:45:15,35.9K,+583.5%
68,Meseum of SOL,AWY4pXDmDBivD8fWc9eG12ZwHDxV7XM4tPUVo5LHpump,279.2%,279.2%,279.2%,105,34K,38.8K,35.13,28,2min,24.13%,0%,-,,2024-11-16 05:45:15,25.3K,+247.3%
69,Emotional Support Alligator,8pvQ2SQNLQxCNb8SimEmEW2gf8JncvNriWzMaobvpump,524.9%,524.9%,524.9%,106,37.6K,57.6K,57.74,69,3min,24.39%,0%,-,,2024-11-16 05:45:15,47.5K,+515.1%
70,PepeNut,BVEjXxqREfEGgcvAQS4oX5v7gJBvkkgoF8sRuFS5pump,492%,492%,492%,135,9.7K,37.6K,43.91,197,1min,9.9%,0.04%,-,,2024-11-16 05:45:15,31K,+488.8%
71,Millie,BYfzy22AVcLbxvhsK12fV93CnvtfkAGd4Fo4fjXmpump,247.2%,247.2%,247.2%,157,32.3K,22.8K,26.2,44,2min,27.54%,0%,-,,2024-11-16 05:45:15,15.9K,+242.2%
72,Millie,ASCfy1jY4GTjry4q4tkmb6y3vApfFLWzrb6ddWyQpump,353.6%,353.6%,353.6%,238,34K,29.7K,39.69,118,2min,26.81%,0%,-,,2024-11-16 05:45:15,30.3K,+461.9%
73,KZL's Pet,3aTn8EUkAD9yhBJ1v6THU6dJPEc1UxEkxACEVQwipump,633.1%,633.1%,633.1%,124,27.7K,48K,40.21,58,1min,30.89%,0%,-,,2024-11-16 05:45:15,30.9K,+471.8%
74,SELFORT,A9epJYEnNtSf5ipMEuNcsZYfiNcYd3k13YCLuKVUpump,486.4%,486.4%,486.4%,163,9.8K,37.2K,43.29,193,1min,20.74%,0.42%,-,,2024-11-16 05:45:15,30.8K,+486.6%
75,Hachiko,6rYJuqehC8h4sMLUqCLPkz9QubBCRdnEbYbb77qupump,484.6%,484.6%,484.6%,150,9.6K,37.1K,43.24,135,1min,37.89%,2.61%,-,https://t.me/+Q_dhxvKOZe8xMjBk,2024-11-16 05:45:15,30.4K,+479.5%
76,Big Banana Candle,XJFGYriCWCtv5wadvihHb39ZWyCXnXdUAtHASXDpump,226.7%,226.7%,226.7%,107,6.5K,20.7K,19.13,23,1min,31.21%,3.46%,-,,2024-11-16 05:45:15,13.7K,+215.8%
77,KZL's Pet,CML1NiaUNvcD5X6vgQ5JWUNC1rRsz2S3ej3Fde5spump,301.2%,301.2%,301.2%,107,18.7K,26.2K,39.29,37,2min,32.08%,0%,-,,2024-11-16 05:45:15,22K,+336.8%
78,DawgInDaHood,GZ1uHKQWk2Yb9Ub3B7arPt8eZyyLaN2e9vniMi3apump,572.4%,572.4%,572.4%,112,24.7K,43.1K,65.99,53,3min,27.75%,0%,-,,2024-11-16 05:45:15,61.4K,+959%
79,KZL's Pet,CML1NiaUNvcD5X6vgQ5JWUNC1rRsz2S3ej3Fde5spump,205.8%,410.7%,410.7%,302,54.6K,33.4K,42.36,125,7min,27.81%,0%,-,,2024-11-16 05:45:15,23.8K,+213.3%
80,Maru (まる,HVAjp6UjBLsKjF5cuxzeGtMbW8npPS73ykGTQsUZpump,490.1%,490.1%,490.1%,157,9.7K,37.4K,42.53,142,55s,41.02%,3.46%,-,https://t.me/marulechefmonkey,2024-11-16 05:45:15,30.7K,+484.5%
81,very cool,EBxnJT4XucxUv9cRPqFvWy4oqFyp74vVZeYCA6cPpump,352.2%,352.2%,352.2%,109,40K,41.6K,41.93,49,3min,30.44%,0%,-,,2024-11-16 05:45:15,31.6K,+343.3%
82,Ruler Of Shadows,9zyQRndUt6VkqDL9RCPbHUyq13uqMYR36csyachvpump,164.9%,164.9%,164.9%,109,27.6K,16.8K,24.11,46,1min,30.5%,3.46%,-,,2024-11-16 05:45:15,13.2K,+208%
83,KZL DOG,4XkrkqemhbNmhySFEBFHBSVaP3QorAgFW8U6kBNspump,536.6%,536.6%,536.6%,116,47.2K,65.1K,64.21,66,2min,21.89%,0%,-,,2024-11-16 05:45:15,48.7K,+475.7%
84,goblin,FQcfGJaS7R5GzSkQt7Bccg9UW18KG4Ar8DuGSCp2pump,450.3%,450.3%,450.3%,102,41K,47.3K,43.78,68,3min,23.02%,0%,-,,2024-11-16 05:45:15,32.6K,+379.3%
85,Sniff Dog,7Wj6SQVhVekdbsLJyH4c1K7AkzAyXhupt69DqeWupump,415.5%,415.5%,415.5%,116,27.4K,33.2K,53.44,54,2min,27.95%,5.11%,-,,2024-11-16 05:45:15,52.1K,+808.7%
86,New Japan Official Mascot,5LJnSJ4CW4X6AGvZjhhYxCiQ5PBQyDQBr6wvd3Pepump,254.4%,254.4%,254.4%,153,40K,39.9K,37,57,2min,23.5%,0%,-,,2024-11-16 05:45:15,25.9K,+230.4%
87,WALL OF SHAME,vC8ft3FRQgpqnzfA3Ng8UPz7cKeXQQDgP8HqZYopump,214.2%,214.2%,214.2%,126,24.5K,19.9K,18.9,48,1min,25.92%,0%,-,,2024-11-16 05:45:15,13.5K,+213.2%
88,Aria,3hp8Dy6mdHaP8RSCUEYsFgoTtjSmodCLduL3DBD7pump,314.8%,314.8%,314.8%,136,22.7K,26.6K,22.41,76,1min,35.43%,0%,-,,2024-11-16 05:45:15,16.2K,+252.7%
89,BULLISH,E6nTqLezqVkrGmzbM1acKV74UHs12SDdXepHmbWkpump,511.1%,511.1%,511.1%,145,10K,38.7K,44.84,191,1min,10.68%,0.14%,-,,2024-11-16 05:45:15,32.4K,+510.7%
90,Ruler Of Shadows,9zyQRndUt6VkqDL9RCPbHUyq13uqMYR36csyachvpump,234.3%,656.3%,656.3%,103,20.5K,48K,52.59,100,10min,32.63%,3.46%,-,,2024-11-16 05:45:15,31.6K,+237.4%
91,New AI Robot To Teach PingPong,2s3sznPb4AMSDiAY1p6TEHW8cjnU7BhB8SnVdmXKpump,217.9%,217.9%,217.9%,108,24.9K,20.8K,24.82,58,57s,29.93%,0%,-,,2024-11-16 05:45:15,14.6K,+223.9%
92,New AI Robot To Teach PingPong,265C2eySJiJVRxtBFYAs9GvhfcArM5VSp7tgAKZrpump,462.7%,462.7%,462.7%,111,38.4K,57.5K,62.23,74,1min,20.66%,0%,-,,2024-11-16 05:45:15,47.3K,+462.7%
93,GAMER,8RZCCyfWPdj9tRnNrcAems37EmFgRwXi5A8nqxDDpump,483.6%,483.6%,483.6%,137,9.9K,37K,42.66,127,43s,40.45%,3.46%,-,https://t.me/gmrcenter,2024-11-16 05:45:15,30.9K,+487.9%
94,Squirrel of the week,55b9uuokV8BhehTmgJv8y9GRZwWpVNwYXX4WZd6hpump,443.9%,443.9%,443.9%,131,28.9K,35.1K,34.38,81,1min,35.99%,0%,-,,2024-11-16 05:45:15,27.6K,+427.3%
95,Mummified saber-toothed kitten,w7izVs1fdbxPi4uj866ErUk5zw6EFqRSRkbrcqvpump,221.2%,221.2%,221.2%,116,25.9K,30.2K,39.7,69,2min,24.96%,0%,-,,2024-11-16 05:45:15,20.8K,+221.2%
96,Burninig Cat,EgxgqujGLEc2hwKeiok5kXoUJPnotPbWmtGv8bR3pump,297.2%,364.1%,364.1%,104,22.4K,28.6K,32.72,38,8min,33.37%,0.71%,-,,2024-11-16 05:45:15,20.8K,+288.3%
97,Etherfang,EUjoAzpy1Xu9HsnSPxU765gNTqTQwbinpDyaLgwBpump,205.7%,205.7%,205.7%,161,28.5K,20K,24.17,73,4min,26.53%,0%,-,,2024-11-16 05:45:15,13.1K,+200.4%
98,brooke bowman,2NLFWqJUKdWD8o2tGMGCtdQcUosdQF2S76qKiuyopump,473.7%,473.7%,473.7%,106,36.1K,49.3K,42.71,55,2min,22.55%,0%,-,,2024-11-16 05:45:15,36.9K,+429.5%
99,BIG PEPE ON SOL,9R81bmbXAUFPLDvDMQcSq5eTUKdq7eswgvpyN7K8pump,494.6%,494.6%,494.6%,136,9.7K,37.7K,43.82,190,1min,24.98%,0.09%,-,,2024-11-16 05:45:15,31.3K,+494.6%
100,GSAT-20,5YWyh82gTgchQrvrhBNNCqXWQwssn8kifCGxm3vepump,274.7%,274.7%,274.7%,232,26.3K,24.5K,19.09,97,2min,29.97%,0%,-,,2024-11-16 05:45:15,17.9K,+274.1%
101,what do you think,EncJVytaMAfp3a18uo66UJbUSTX2qYNJnY54pnhApump,448.7%,448.7%,448.7%,111,39.9K,48.2K,48.21,44,4min,26.02%,0%,-,,2024-11-16 05:45:15,36.8K,+418.4%
102,Mochi cat,pUjpo7GwBG6yf6wAqQ72yfs5DvRxWAFg5g16ruzpump,640.5%,640.5%,640.5%,118,23.8K,46.9K,41.89,89,1min,29.93%,3.46%,-,https://t.me/solanamochi_portal,2024-11-16 05:45:15,26.5K,+418.8%
103,Andrew Tate Meme($ Tate,8zTX1wRx7CwoB2WrhD9jUjvUgTgN2KrHZyVvhTW8pump,474.8%,474.8%,474.8%,118,9.8K,36.4K,43.58,102,45s,42.18%,1.97%,-,https://t.me/TheRealWorldAG,2024-11-16 05:45:15,30K,+474.4%
104,>DARKSHELL,9gBgYK2p6SociN3LKRzF2y3dBq1dLzugWgRFHy8bpump,310.2%,310.2%,310.2%,110,19.6K,26.8K,21.19,67,2min,33.82%,6.71%,-,https://t.me/darkshell_sol,2024-11-16 05:45:15,17.1K,+261.6%
105,Mindy the Mind,1DbxT7VoqX9X83vNRKfCWUiCzZkWDUzPNFb6ervpump,586.7%,586.7%,586.7%,114,11.4K,42.1K,48.59,61,4min,26.63%,0%,-,https://t.me/mindyonsol,2024-11-16 05:45:15,35.9K,+586.7%
106,CLOTE ARTIFICIAL,G6hmgKkQQFkJLB8kTQHhNavXcsjtTm2ThfnhEDsEpump,364.8%,364.8%,364.8%,104,35.5K,40.8K,46.26,62,3min,28.19%,0%,-,,2024-11-16 05:45:15,30.9K,+351.4%
107,META,BdPmNRs89aCAr64LehEm15bnXj2FQhs9JAZ7uF8Apump,362.1%,362.1%,362.1%,163,53.9K,51.9K,57.34,67,3min,29.4%,0%,-,,2024-11-16 05:45:15,40.5K,+361%
108,Ank4ho Kaori155 Protocol,BPGJepRNVqvk8afqaqSnE79WsKSGMnjAb1BsrNxMpump,416.1%,416.1%,416.1%,114,43.1K,52.7K,54.42,69,2min,22.75%,0%,-,,2024-11-16 05:45:15,39.1K,+382.9%
109,CZ DNA,CR5eZbeAQoMyyEAdnATeEbS8egUHg7fh8hQvGsvRpump,274.8%,274.8%,274.8%,114,23.3K,23.7K,29.89,74,1min,25.41%,3.46%,-,,2024-11-16 05:45:15,17.7K,+279.7%
